 ,Area,Mean,Min,Max,Angle,Length
1,4.120E-4,163.506,105.882,216.830,-90.129,0.427
2,2.106E-4,160.587,118.667,197.667,-90.000,0.218
3,4.566E-4,155.082,109.783,206.059,0.350,0.473
4,2.468E-4,150.376,78.327,188.128,0.865,0.255
5,0.181,160.430,0.000,234.000,0.000,0.000
6,0.048,147.647,0.000,223.000,0.000,0.000
7,4.278E-4,144.615,0.333,188.826,-91.245,0.443
8,2.413E-4,122.767,0.333,185.368,-90.442,0.250
9,4.463E-4,158.268,1.381,204.400,0.239,0.462
10,2.459E-4,140.877,1.333,207.365,0.217,0.254
11,0.183,162.731,0.000,246.000,0.000,0.000
12,0.052,155.156,0.000,220.000,0.000,0.000
13,5.104E-4,173.979,1.009,202.410,-89.478,0.529
14,2.478E-4,140.726,0.333,207.509,-89.138,0.256
15,4.148E-4,170.267,0.930,205.381,-1.156,0.430
16,2.366E-4,156.516,0.333,209.000,0.000,0.245
17,0.201,181.036,0.000,225.000,0.000,0.000
18,0.054,162.426,0.000,225.000,0.000,0.000
19,4.389E-4,151.528,89.915,189.814,-90.850,0.455
20,2.060E-4,127.216,0.667,163.667,-90.000,0.213
21,4.677E-4,142.926,0.105,186.651,-1.025,0.485
22,2.320E-4,128.791,0.000,181.181,-0.230,0.240
23,0.188,146.720,0.000,201.000,0.000,0.000
24,0.039,133.744,0.000,201.000,0.000,0.000
25,4.760E-4,133.894,0.333,201.667,-89.440,0.493
26,2.700E-4,135.456,91.667,205.333,-90.000,0.279
27,4.259E-4,151.883,0.747,197.667,-0.625,0.441
28,2.580E-4,137.471,0.426,188.616,0.207,0.267
29,0.201,156.314,0.000,221.000,0.000,0.000
30,0.063,141.984,0.000,221.000,0.000,0.000
