 ,Area,Mean,Min,Max,Angle,Length
1,4.228E-4,136.171,2.113,186.152,-89.380,0.441
2,2.922E-4,110.693,0.643,204.745,-89.461,0.305
3,4.648E-4,144.246,81.333,208.059,0.226,0.485
4,2.739E-4,125.072,84.287,200.974,1.150,0.286
5,0.151,150.238,0.000,234.000,0.000,0.000
6,0.065,143.748,0.000,224.000,0.000,0.000
7,4.712E-4,145.987,0.419,230.049,-89.221,0.492
8,3.132E-4,159.762,0.333,221.807,-89.832,0.327
9,4.072E-4,171.158,126.491,223.408,1.287,0.425
10,2.548E-4,162.889,1.273,225.185,0.824,0.266
11,0.173,165.650,0.000,239.000,0.000,0.000
12,0.072,154.378,0.000,239.000,0.000,0.000
13,4.575E-4,150.216,0.000,228.333,-90.000,0.478
14,2.648E-4,128.468,0.333,227.000,-90.000,0.276
15,3.881E-4,153.367,2.255,203.094,0.946,0.405
16,2.474E-4,148.841,1.914,199.679,0.424,0.258
17,0.141,154.162,0.000,232.000,0.000,0.000
18,0.059,147.194,0.000,232.000,0.000,0.000
19,5.122E-4,140.985,0.333,200.610,-90.409,0.535
20,3.077E-4,123.400,1.146,203.326,-91.193,0.321
21,4.712E-4,141.740,0.983,199.097,1.001,0.492
22,2.730E-4,140.390,78.166,199.796,0.769,0.285
23,0.182,149.143,0.000,238.000,0.000,0.000
24,0.071,140.673,0.000,236.000,0.000,0.000
25,4.584E-4,152.306,46.065,224.388,-90.229,0.479
26,2.922E-4,121.923,1.049,215.801,-92.154,0.305
27,5.479E-4,133.001,0.639,225.679,-0.861,0.572
28,3.168E-4,113.410,0.000,198.013,-0.166,0.331
29,0.229,149.990,0.000,236.000,0.000,0.000
30,0.078,136.285,0.000,236.000,0.000,0.000
