well,colony_id
A1,BK
A2,BK
A3,15OFA1ML
A4,15OFA1ML
A5,15OFA2ML
A6,15OFA2ML
A7,15OFA3ML
A8,15OFA3ML
A9,15OFA4ML
A10,15OFA4ML
A11,15OFA5ML
A12,15OFA5ML
B1,15OFA6ML
B2,15OFA6ML
B3,30OFA1ML
B4,30OFA1ML
B5,30OFA2ML
B6,30OFA2ML
B7,30OFA3ML
B8,30OFA3ML
B9,30OFA4ML
B10,30OFA4ML
B11,30OFA5ML
B12,30OFA5ML
C1,45OFA1ML
C2,45OFA1ML
C3,45OFA2ML
C4,45OFA2ML
C5,45OFA3ML
C6,45OFA3ML
C7,45OFA4ML
C8,45OFA4ML
C9,45OFA5ML
C10,45OFA5ML
C11,55OFA1ML
C12,55OFA1ML
D1,55OFA2ML
D2,55OFA2ML
D3,55OFA3ML
D4,55OFA3ML
D5,55OFA4ML
D6,55OFA4ML
D7,55OFA5ML
D8,55OFA5ML
D9,15OFA1AT
D10,15OFA1AT
D11,15OFA3T
D12,15OFA3T
E1,15OFA4T
E2,15OFA4T
E3,15OFA5T
E4,15OFA5T
E5,30OFA1T
E6,30OFA1T
E7,30OFA2T
E8,30OFA2T
E9,30OFA3T
E10,30OFA3T
E11,30OFA4T
E12,30OFA4T
F1,30OFA5T
F2,30OFA5T
F3,45OFA1T
F4,45OFA1T
F5,45OFA2T
F6,45OFA2T
F7,45OFA3T
F8,45OFA3T
F9,45OFA4T
F10,45OFA4T
F11,45OFA5T
F12,45OFA5T
G1,45OFA6T
G2,45OFA6T
G3,55OFA1T
G4,55OFA1T
G5,55OFA2T
G6,55OFA2T
G7,55OFA3T
G8,55OFA3T
G9,55OFA4T
G10,55OFA4T
G11,55OFA5T
G12,55OFA5T
H1,NA
H2,NA
H3,NA
H4,NA
H5,NA
H6,NA
H7,NA
H8,NA
H9,NA
H10,NA
H11,NA
H12,NA
