well,colony_id
A1,BK
A2,BK
A3,15MC1ML
A4,15MC1ML
A5,15MC2ML
A6,15MC2ML
A7,15MC3ML
A8,15MC3ML
A9,15MC4ML
A10,15MC4ML
A11,15MC5ML
A12,15MC5ML
B1,30MC1ML
B2,30MC1ML
B3,30MC2ML
B4,30MC2ML
B5,30MC3ML
B6,30MC3ML
B7,30MC4ML
B8,30MC4ML
B9,30MC5ML
B10,30MC5ML
B11,45MC1ML
B12,45MC1ML
C1,45MC2ML
C2,45MC2ML
C3,45MC3ML
C4,45MC3ML
C5,45MC4ML
C6,45MC4ML
C7,45MC5ML
C8,45MC5ML
C9,55MC1ML
C10,55MC1ML
C11,55MC2ML
C12,55MC2ML
D1,55MC3ML
D2,55MC3ML
D3,55MC4ML
D4,55MC4ML
D5,55MC5ML
D6,55MC5ML
D7,15MC1T
D8,15MC1T
D9,15MC2T
D10,15MC2T
D11,15MC3T
D12,15MC3T
E1,15MC4T
E2,15MC4T
E3,15MC5T
E4,15MC5T
E5,30MC1T
E6,30MC1T
E7,30MC2T
E8,30MC2T
E9,30MC3T
E10,30MC3T
E11,30MC4T
E12,30MC4T
F1,30MC5T
F2,30MC5T
F3,45MC1T
F4,45MC1T
F5,45MC2T
F6,45MC2T
F7,45MC3T
F8,45MC3T
F9,45MC4T
F10,45MC4T
F11,45MC5T
F12,45MC5T
G1,55MC1T
G2,55MC1T
G3,55MC2T
G4,55MC2T
G5,55MC3T
G6,55MC3T
G7,55MC4T
G8,55MC4T
G9,55MC5T
G10,55MC5T
G11,NA
G12,NA
H1,NA
H2,NA
H3,NA
H4,NA
H5,NA
H6,NA
H7,NA
H8,NA
H9,NA
H10,NA
H11,NA
H12,NA
