"Label","Area","Mean","Min","Max","Angle","Length","CALICE","MEASUREMENT"
"45OFA4T",0.0002314,138.548,0.333,192.621,0.247,0.231,"C2","CW"
"45OFA4T",0.135,165.351,0,222,0,0,"C2","A"
"45OFA4T",0.038,150.77,0,216,0,0,"C2","CA"
"45OFA4T",0.0004023,166.904,0.762,219.218,-89.149,0.403,"C3","H"
"45OFA4T",0.0002424,142.231,1.292,209.28,-89.057,0.242,"C3","CH"
"45OFA4T",0.0003745,163.941,0.667,229.378,0.914,0.375,"C3","W"
"45OFA4T",0.0002245,140.078,0.422,227.133,1.273,0.224,"C3","CW"
"45OFA4T",0.14,171.623,0,241,0,0,"C3","A"
"45OFA4T",0.043,153.804,0,235,0,0,"C3","CA"
"45OFA4T",0.0003506,158.25,0.928,205.219,-90.163,0.351,"C4","H"
"45OFA4T",0.0001987,159.74,107.73,195.931,-90.576,0.198,"C1","CH"
"45OFA4T",0.0002295,139.455,0.333,214.928,-89.751,0.229,"C4","CH"
"45OFA4T",0.0004112,167.339,0.333,224.101,-0.416,0.412,"C4","W"
"45OFA4T",0.0002404,157.107,0,215.667,0,0.24,"C4","CW"
"45OFA4T",0.131,168.95,0,231,0,0,"C4","A"
"45OFA4T",0.043,151.624,0,224,0,0,"C4","CA"
"45OFA4T",0.0003646,170.801,0.603,216.109,-89.374,0.365,"C5","H"
"45OFA4T",0.0002066,142.413,0.333,216.667,-90.277,0.206,"C5","CH"
"45OFA4T",0.0003576,152.27,0.645,195.691,0.638,0.358,"C5","W"
"45OFA4T",0.0002364,139.028,1.11,196,0.242,0.236,"C5","CW"
"45OFA4T",0.116,161.985,0,223,0,0,"C5","A"
"45OFA4T",0.0004102,156.806,0.333,201.527,0.834,0.411,"C1","W"
"45OFA4T",0.041,150.067,0,223,0,0,"C5","CA"
"45OFA4T",0.0002314,153.876,0.333,193.333,0.741,0.231,"C1","CW"
"45OFA4T",0.145,160.782,0,240,0,0,"C1","A"
"45OFA4T",0.038,145.16,0,205,0,0,"C1","CA"
"45OFA4T",0.0004122,158.241,0.492,209.659,-89.862,0.413,"C2","H"
"45OFA4T",0.0002036,138.047,0,207.425,-88.877,0.203,"C2","CH"
"45OFA4T",0.0003626,149.313,0.89,199.455,0.787,0.363,"C2","W"
"45OFA5T",0.0005237,161.584,74.3,202.329,-88.14,0.553,"C1","H"
"45OFA5T",0.0002735,132.337,0.614,190.304,2.066,0.289,"C2","CW"
"45OFA5T",0.167,166.275,0,213,0,0,"C2","A"
"45OFA5T",0.055,144.869,0,206,0,0,"C2","CA"
"45OFA5T",0.0004459,140.377,0.731,175.869,-89.655,0.471,"C3","H"
"45OFA5T",0.0002323,112.714,0.333,149.667,-90,0.245,"C3","CH"
"45OFA5T",0.0004048,155.498,0.735,190.667,0.634,0.427,"C3","W"
"45OFA5T",0.0002145,135.247,0.333,183.262,0.479,0.226,"C3","CW"
"45OFA5T",0.179,161.085,0,202,0,0,"C3","A"
"45OFA5T",0.038,138.488,0,197,0,0,"C3","CA"
"45OFA5T",0.0003905,141.572,0.356,186.011,-85.662,0.412,"C4","H"
"45OFA5T",0.000294,152.002,7.558,189.459,-90.175,0.31,"C1","CH"
"45OFA5T",0.0002189,102.558,0.422,166.396,-87.419,0.231,"C4","CH"
"45OFA5T",0.0004173,155.175,0.48,188.637,2.335,0.441,"C4","W"
"45OFA5T",0.0002493,139.824,0.21,194.229,2.266,0.263,"C4","CW"
"45OFA5T",0.156,163.627,0,204,0,0,"C4","A"
"45OFA5T",0.042,143.743,0,202,0,0,"C4","CA"
"45OFA5T",0.0004558,131.767,0.337,169.223,-86.733,0.481,"C5","H"
"45OFA5T",0.0002618,124.966,0.333,162.224,-86.864,0.276,"C5","CH"
"45OFA5T",0.0003869,141.219,1.12,168.732,3.187,0.408,"C5","W"
"45OFA5T",0.0002368,117.23,1.068,153.777,2.819,0.25,"C5","CW"
"45OFA5T",0.157,148.416,0,189,0,0,"C5","A"
"45OFA5T",0.000479,153.574,0.333,198.469,1.392,0.506,"C1","W"
"45OFA5T",0.053,131.047,0,183,0,0,"C5","CA"
"45OFA5T",0.0002636,128.065,0,184.364,0.585,0.278,"C1","CW"
"45OFA5T",0.215,166.579,0,224,0,0,"C1","A"
"45OFA5T",0.065,145.709,0,216,0,0,"C1","CA"
"45OFA5T",0.0004361,150.868,0.139,197.139,-87.766,0.461,"C2","H"
"45OFA5T",0.0002422,135.316,0.333,197,-87.879,0.255,"C2","CH"
"45OFA5T",0.0004558,156.09,0.682,204.453,1.8,0.481,"C2","W"
"45OFA6T",0.0005168,183.138,0.813,227.415,-88.603,0.504,"C1","H"
"45OFA6T",0.000303,149.011,0,193.674,1.193,0.295,"C2","CW"
"45OFA6T",0.148,170.567,0,234,0,0,"C2","A"
"45OFA6T",0.068,152.309,0,216,0,0,"C2","CA"
"45OFA6T",0.0005084,180.72,58.85,225.921,-89.29,0.496,"C3","H"
"45OFA6T",0.0002946,157.722,100,217.667,-90,0.287,"C3","CH"
"45OFA6T",0.0003952,161.299,0.555,226.667,-0.457,0.385,"C3","W"
"45OFA6T",0.0002705,160.939,0.333,218.905,0.223,0.263,"C3","CW"
"45OFA6T",0.149,188.399,0,240,0,0,"C3","A"
"45OFA6T",0.059,160.968,0,238,0,0,"C3","CA"
"45OFA6T",0.0005252,170.316,96.863,229.025,-89.771,0.512,"C4","H"
"45OFA6T",0.0003103,165.465,1,232.105,-88.835,0.302,"C1","CH"
"45OFA6T",0.0003271,141.124,1,209,-90,0.318,"C4","CH"
"45OFA6T",0.0003973,183.567,0.333,226.206,-0.606,0.387,"C4","W"
"45OFA6T",0.0002579,174.087,0.333,214.873,0.234,0.251,"C4","CW"
"45OFA6T",0.157,185.982,0,240,0,0,"C4","A"
"45OFA6T",0.057,161.352,0,234,0,0,"C4","CA"
"45OFA6T",0.0004591,168.103,80.529,220.698,-90.262,0.447,"C5","H"
"45OFA6T",0.0002851,154.053,74,206.333,-90,0.277,"C5","CH"
"45OFA6T",0.0004581,178.066,2.382,216.315,0.131,0.446,"C5","W"
"45OFA6T",0.0002694,169.952,1.667,205.333,0,0.262,"C5","CW"
"45OFA6T",0.154,180.432,0,239,0,0,"C5","A"
"45OFA6T",0.0005199,184.698,1,213.069,-0.116,0.507,"C1","W"
"45OFA6T",0.059,151.681,0,217,0,0,"C5","CA"
"45OFA6T",0.0002694,170.122,0.333,210.318,-0.448,0.262,"C1","CW"
"45OFA6T",0.166,186.78,0,252,0,0,"C1","A"
"45OFA6T",0.061,174.162,0,252,0,0,"C1","CA"
"45OFA6T",0.0004539,136.77,0.883,219.333,-87.349,0.443,"C2","H"
"45OFA6T",0.0002935,124.071,1.011,191.301,-87.537,0.286,"C2","CH"
"45OFA6T",0.0004822,163.452,1,202.046,1.123,0.47,"C2","W"
"55OFA1T",0.0004131,195.828,102.075,251.946,-88.328,0.412,"C1","H"
"55OFA1T",0.0002697,178.131,0.333,219.01,-1.283,0.268,"C2","CW"
"55OFA1T",0.175,175.642,0,232,0,0,"C2","A"
"55OFA1T",0.061,174.567,0,232,0,0,"C2","CA"
"55OFA1T",0.0004221,163.293,0.129,230.81,-91.773,0.421,"C3","H"
"55OFA1T",0.0002907,181.103,0.144,234.611,-92.576,0.29,"C3","CH"
"55OFA1T",0.0004652,177.927,116.879,227.094,-3.592,0.464,"C3","W"
"55OFA1T",0.0002857,166.179,60.261,214.799,-0.605,0.284,"C3","CW"
"55OFA1T",0.166,168.71,0,240,0,0,"C3","A"
"55OFA1T",0.062,164.391,0,240,0,0,"C3","CA"
"55OFA1T",0.0004692,141.12,0.333,217,-90,0.468,"C4","H"
"55OFA1T",0.0002697,131.098,0.761,242.667,-89.786,0.268,"C1","CH"
"55OFA1T",0.0002667,135.05,0.333,210,-90,0.265,"C4","CH"
"55OFA1T",0.0004431,167.951,0.333,217.959,-0.39,0.442,"C4","W"
"55OFA1T",0.0002597,166.472,0.159,210.209,-0.222,0.258,"C4","CW"
"55OFA1T",0.153,169.162,0,228,0,0,"C4","A"
"55OFA1T",0.049,172.391,0,228,0,0,"C4","CA"
"55OFA1T",0.0004822,171.501,0.333,219.667,-89.881,0.481,"C5","H"
"55OFA1T",0.0002617,162.816,0,221.667,-90.441,0.26,"C5","CH"
"55OFA1T",0.0004371,165.057,0.724,212.249,0.659,0.436,"C5","W"
"55OFA1T",0.0002837,182.605,2.667,217.809,-0.406,0.282,"C5","CW"
"55OFA1T",0.161,172.435,0,235,0,0,"C5","A"
"55OFA1T",0.0004622,187.484,0,232,0,0.461,"C1","W"
"55OFA1T",0.055,176.24,0,235,0,0,"C5","CA"
"55OFA1T",0.0002757,191.588,0.333,225.65,0.209,0.274,"C1","CW"
"55OFA1T",0.163,185.459,0,254,0,0,"C1","A"
"55OFA1T",0.056,179.673,0,249,0,0,"C1","CA"
"55OFA1T",0.0004993,181.392,0.333,217.437,-89.539,0.498,"C2","H"
"55OFA1T",0.0002948,168.157,0.333,208.631,-90.782,0.293,"C2","CH"
"55OFA1T",0.0004722,171.363,1.221,211.126,-1.584,0.471,"C2","W"
"55OFA2T",0.0004527,143.094,6.781,213.676,-89.482,0.447,"C1","H"
"55OFA2T",0.0002248,129.657,0.42,201.26,1.569,0.221,"C2","CW"
"55OFA2T",0.144,147.005,0,230,0,0,"C2","A"
"55OFA2T",0.048,144.634,0,230,0,0,"C2","CA"
"55OFA2T",0.000466,148.659,0.056,219.767,-88.993,0.46,"C3","H"
"55OFA2T",0.0002708,114.867,0.333,203.22,-89.349,0.267,"C3","CH"
"55OFA2T",0.0003761,141.92,1.353,206.894,0.937,0.371,"C3","W"
"55OFA2T",0.0002606,151.071,0.475,222.171,1.353,0.257,"C3","CW"
"55OFA2T",0.139,154.384,0,245,0,0,"C3","A"
"55OFA2T",0.051,151.786,0,245,0,0,"C3","CA"
"55OFA2T",0.0004926,151.592,2.173,220.187,-90.596,0.486,"C4","H"
"55OFA2T",0.000278,145.559,1.359,222.667,-89.366,0.274,"C1","CH"
"55OFA2T",0.0002923,114.676,0,204.442,-90.402,0.288,"C4","CH"
"55OFA2T",0.0003393,138.33,0.712,209.499,1.212,0.335,"C4","W"
"55OFA2T",0.000233,153.06,25.022,200.336,1.01,0.23,"C4","CW"
"55OFA2T",0.148,142.548,0,225,0,0,"C4","A"
"55OFA2T",0.053,141.906,0,225,0,0,"C4","CA"
"55OFA2T",0.0004057,154.225,0.109,235.098,-88.987,0.4,"C5","H"
"55OFA2T",0.0002371,129.507,0.333,211.424,-88.264,0.234,"C5","CH"
"55OFA2T",0.0003485,141.262,0,213.667,0,0.344,"C5","W"
"55OFA2T",0.0002299,150.552,3.012,200.81,-0.256,0.226,"C5","CW"
"55OFA2T",0.123,151.934,0,238,0,0,"C5","A"
"55OFA2T",0.0003311,171.987,0.401,211.036,-0.355,0.327,"C1","W"
"55OFA2T",0.044,146.012,0,238,0,0,"C5","CA"
"55OFA2T",0.0002575,165.704,0,212.667,0,0.254,"C1","CW"
"55OFA2T",0.126,148.581,0,235,0,0,"C1","A"
"55OFA2T",0.052,148.932,0,235,0,0,"C1","CA"
"55OFA2T",0.0005161,152.485,0,213.952,-89.091,0.51,"C2","H"
"55OFA2T",0.0003015,156.278,0.333,224,-90,0.297,"C2","CH"
"55OFA2T",0.0003045,152.836,0,208.222,1.928,0.3,"C2","W"
"55OFA3T",0.0005374,152.554,4.667,215.189,-89.331,0.525,"C1","H"
"55OFA3T",0.000288,136.526,0.741,188.608,2.914,0.281,"C2","CW"
"55OFA3T",0.166,142.283,0,231,0,0,"C2","A"
"55OFA3T",0.072,135.592,0,228,0,0,"C2","CA"
"55OFA3T",0.0005416,141.586,0.965,202.242,-88.231,0.529,"C3","H"
"55OFA3T",0.0003183,122.414,1,207.816,-88.493,0.311,"C3","CH"
"55OFA3T",0.0004445,134.733,0.296,225.82,1.078,0.434,"C3","W"
"55OFA3T",0.0002901,129.798,0.333,229.789,0.827,0.283,"C3","CW"
"55OFA3T",0.185,140.696,0,230,0,0,"C3","A"
"55OFA3T",0.071,134.411,0,230,0,0,"C3","CA"
"55OFA3T",0.0005155,134.25,0.524,212.235,-87.561,0.504,"C4","H"
"55OFA3T",0.0003558,149.125,0.914,218.643,-90.674,0.347,"C1","CH"
"55OFA3T",0.0003245,108.973,0.198,208.849,-88.522,0.317,"C4","CH"
"55OFA3T",0.000479,155.025,0.459,216.185,0.876,0.468,"C4","W"
"55OFA3T",0.0003068,139.387,0.741,203.053,0.978,0.299,"C4","CW"
"55OFA3T",0.159,149.726,0,232,0,0,"C4","A"
"55OFA3T",0.07,140.818,0,228,0,0,"C4","CA"
"55OFA3T",0.0006271,138.044,0.422,199.986,-89.523,0.613,"C5","H"
"55OFA3T",0.0003798,135.47,0.322,198.333,-88.58,0.371,"C5","CH"
"55OFA3T",0.0003569,146.195,2.559,207.704,2.351,0.349,"C5","W"
"55OFA3T",0.000263,127.087,0.287,196.491,2.509,0.257,"C5","CW"
"55OFA3T",0.18,154.171,0,236,0,0,"C5","A"
"55OFA3T",0.0003965,143.942,0.333,228.556,2.568,0.388,"C1","W"
"55OFA3T",0.074,143.1,0,236,0,0,"C5","CA"
"55OFA3T",0.000287,150.227,0.333,228.388,2.299,0.28,"C1","CW"
"55OFA3T",0.185,143.147,0,237,0,0,"C1","A"
"55OFA3T",0.076,146.44,0,237,0,0,"C1","CA"
"55OFA3T",0.0004925,139.626,0.518,230.23,-85.246,0.481,"C2","H"
"55OFA3T",0.000289,124.335,0.13,184.036,-87.096,0.282,"C2","CH"
"55OFA3T",0.0004602,132.306,1,189.9,1.432,0.45,"C2","W"
"55OFA4T",0.0006276,160.821,4.657,210.732,-90.469,0.619,"C1","H"
"55OFA4T",0.0002994,141.403,90.186,209.11,-0.984,0.295,"C2","CW"
"55OFA4T",0.196,165.068,0,248,0,0,"C2","A"
"55OFA4T",0.09,142.092,0,248,0,0,"C2","CA"
"55OFA4T",0.0005968,149.259,87.854,202.987,-89.014,0.588,"C3","H"
"55OFA4T",0.0003876,128.63,1.1,186.166,-89.544,0.382,"C3","CH"
"55OFA4T",0.0004451,158.796,0.333,202.001,-0.794,0.439,"C3","W"
"55OFA4T",0.0003138,140.881,2.213,193.207,-0.751,0.309,"C3","CW"
"55OFA4T",0.182,165.113,0,221,0,0,"C3","A"
"55OFA4T",0.091,148.197,0,221,0,0,"C3","CA"
"55OFA4T",0.0005866,136.428,1.785,201.333,-88.896,0.578,"C4","H"
"55OFA4T",0.000362,155.671,112.667,200.523,-90.651,0.356,"C1","CH"
"55OFA4T",0.0003999,100.679,1,156.577,-89.264,0.394,"C4","CH"
"55OFA4T",0.0003805,138.799,0.216,203.369,0.774,0.375,"C4","W"
"55OFA4T",0.0003046,141.244,0.333,189.135,0.774,0.3,"C4","CW"
"55OFA4T",0.156,152.879,0,221,0,0,"C4","A"
"55OFA4T",0.091,133.388,0,202,0,0,"C4","CA"
"55OFA4T",0.0005927,139.141,1,195,-90,0.584,"C5","H"
"55OFA4T",0.0003846,123.606,0.333,180.684,-90.306,0.379,"C5","CH"
"55OFA4T",0.0003415,148.255,0.462,203.333,-0.69,0.336,"C5","W"
"55OFA4T",0.0002728,131.356,0.244,190.667,-0.649,0.268,"C5","CW"
"55OFA4T",0.152,156.515,0,215,0,0,"C5","A"
"55OFA4T",0.0004881,153.815,0.333,203.905,-2.411,0.481,"C1","W"
"55OFA4T",0.08,134.441,0,196,0,0,"C5","CA"
"55OFA4T",0.0003446,143.916,0.333,200.667,-2.564,0.34,"C1","CW"
"55OFA4T",0.23,174.157,0,233,0,0,"C1","A"
"55OFA4T",0.095,150.683,0,233,0,0,"C1","CA"
"55OFA4T",0.0006071,136.981,0.532,203.059,-93.105,0.598,"C2","H"
"55OFA4T",0.0003784,116.589,0,173.933,-91.401,0.373,"C2","CH"
"55OFA4T",0.000402,155.713,97,195.971,-0.44,0.396,"C2","W"
"55OFA5T",0.0004257,156.719,7.29,204.817,-90.437,0.409,"C1","H"
"55OFA5T",0.0002809,119.432,0.054,177.369,-1.548,0.269,"C2","CW"
"55OFA5T",0.151,155.061,0,233,0,0,"C2","A"
"55OFA5T",0.063,134.653,0,233,0,0,"C2","CA"
"55OFA5T",0.0003987,151.396,0.616,209.786,-90.311,0.383,"C3","H"
"55OFA5T",0.0002993,142.609,1.208,214.87,-90.83,0.287,"C3","CH"
"55OFA5T",0.0004549,151.012,4.817,192.426,-1.228,0.437,"C3","W"
"55OFA5T",0.0003177,129.131,0.354,184.311,-0.391,0.305,"C3","CW"
"55OFA5T",0.139,164.121,0,232,0,0,"C3","A"
"55OFA5T",0.067,145.026,0,232,0,0,"C3","CA"
"55OFA5T",0.000429,143.877,0.357,227.232,-89.711,0.412,"C4","H"
"55OFA5T",0.0003134,141.454,1.563,182.002,-90.793,0.3,"C1","CH"
"55OFA5T",0.0002939,110.224,0.333,192.667,-90,0.282,"C4","CH"
"55OFA5T",0.0003912,161.041,0.333,206.791,-0.794,0.375,"C4","W"
"55OFA5T",0.0002755,139.443,0.333,193,0,0.264,"C4","CW"
"55OFA5T",0.118,167.499,0,240,0,0,"C4","A"
"55OFA5T",0.057,150.591,0,227,0,0,"C4","CA"
"55OFA5T",0.0004571,134.912,0.333,182.834,-87.558,0.439,"C5","H"
"55OFA5T",0.0003026,119.456,0.437,182.074,-88.563,0.29,"C5","CH"
"55OFA5T",0.0003188,127.928,0.685,171.313,1.559,0.306,"C5","W"
"55OFA5T",0.0002453,127.242,0,204.083,1.521,0.235,"C5","CW"
"55OFA5T",0.102,143.83,0,218,0,0,"C5","A"
"55OFA5T",0.0004333,144.554,0.333,185.983,-0.573,0.416,"C1","W"
"55OFA5T",0.053,129.393,0,218,0,0,"C5","CA"
"55OFA5T",0.0003047,141.575,0.018,187.967,0.408,0.292,"C1","CW"
"55OFA5T",0.134,164.456,0,231,0,0,"C1","A"
"55OFA5T",0.074,150.21,0,231,0,0,"C1","CA"
"55OFA5T",0.0004679,149.105,0.667,207.139,-91.591,0.449,"C2","H"
"55OFA5T",0.0002939,110.491,0.108,196.407,-91.057,0.282,"C2","CH"
"55OFA5T",0.0004538,141.834,0.667,221.809,-2.596,0.436,"C2","W"
"15OFR1ML",0.000451,186.199,112.903,213.914,-92.573,0.448,"C1","H"
"15OFR1ML",0.0002447,152.777,0.333,204.667,0,0.242,"C2","CW"
"15OFR1ML",0.141,187.8,0,229,0,0,"C2","A"
"15OFR1ML",0.048,164.717,0,224,0,0,"C2","CA"
"15OFR1ML",0.0004459,194.812,2.315,225.377,-90.26,0.442,"C3","H"
"15OFR1ML",0.0002447,176.515,1.12,215.041,-91.426,0.242,"C3","CH"
"15OFR1ML",0.0004661,173.871,0.805,208.942,0.374,0.463,"C3","W"
"15OFR1ML",0.0002487,160.346,0.725,205.667,-0.468,0.246,"C3","CW"
"15OFR1ML",0.152,196.685,0,233,0,0,"C3","A"
"15OFR1ML",0.043,179.115,0,233,0,0,"C3","CA"
"15OFR1ML",0.000547,166.628,0.667,215.012,-92.121,0.543,"C4","H"
"15OFR1ML",0.0002154,135.8,0.34,219.047,-92.97,0.213,"C1","CH"
"15OFR1ML",0.0002963,139.385,0.333,212.689,-93.136,0.294,"C4","CH"
"15OFR1ML",0.0005015,159.132,0.333,207.859,1.504,0.498,"C4","W"
"15OFR1ML",0.00027,154.615,0.105,211.368,1.507,0.268,"C4","CW"
"15OFR1ML",0.189,170.221,0,227,0,0,"C4","A"
"15OFR1ML",0.058,156.17,0,227,0,0,"C4","CA"
"15OFR1ML",0.000362,174.211,0.528,217.19,-90.642,0.359,"C5","H"
"15OFR1ML",0.0002103,150.466,0.333,216.333,-90,0.208,"C5","CH"
"15OFR1ML",0.0004419,180.859,0.049,219.786,-0.526,0.438,"C5","W"
"15OFR1ML",0.0002568,157.598,1.121,210.536,0.906,0.254,"C5","CW"
"15OFR1ML",0.126,190.568,0,232,0,0,"C5","A"
"15OFR1ML",0.0004651,173.812,0.647,216.255,-0.125,0.462,"C1","W"
"15OFR1ML",0.042,171.038,0,231,0,0,"C5","CA"
"15OFR1ML",0.0002932,158.056,0,204.31,0.991,0.291,"C1","CW"
"15OFR1ML",0.151,193.047,0,240,0,0,"C1","A"
"15OFR1ML",0.041,171.113,0,240,0,0,"C1","CA"
"15OFR1ML",0.0004216,179.265,0.29,220.349,-91.515,0.418,"C2","H"
"15OFR1ML",0.0002679,158.493,0.333,215.333,-92.386,0.266,"C2","CH"
"15OFR1ML",0.0004216,176.577,0.346,217.758,-0.275,0.418,"C2","W"
"15OFR2ML",0.0003012,159.987,93.977,218.333,-89.836,0.324,"C1","H"
"15OFR2ML",0.0002274,144.631,0.667,198.667,0,0.245,"C2","CW"
"15OFR2ML",0.12,172.602,0,242,0,0,"C2","A"
"15OFR2ML",0.035,150.047,0,235,0,0,"C2","CA"
"15OFR2ML",0.0004231,157.359,1.146,221.667,-90.116,0.456,"C3","H"
"15OFR2ML",0.0002111,135.176,1,204.333,-90,0.227,"C3","CH"
"15OFR2ML",0.0003236,151.396,3.52,217.603,1.067,0.348,"C3","W"
"15OFR2ML",0.0002008,136.701,0.381,204.282,1.475,0.216,"C3","CW"
"15OFR2ML",0.12,168.94,0,231,0,0,"C3","A"
"15OFR2ML",0.034,142.483,0,226,0,0,"C3","CA"
"15OFR2ML",0.0003716,144.934,0.549,212.281,-86.945,0.4,"C4","H"
"15OFR2ML",0.0001742,149.969,87.333,200.667,-90,0.187,"C1","CH"
"15OFR2ML",0.0001854,105.085,0.05,214.417,-87.603,0.199,"C4","CH"
"15OFR2ML",0.0003407,137.16,0,180,0,0.367,"C4","W"
"15OFR2ML",0.0002034,114.852,0.333,161,0,0.219,"C4","CW"
"15OFR2ML",0.105,165.64,0,232,0,0,"C4","A"
"15OFR2ML",0.032,134.46,0,214,0,0,"C4","CA"
"15OFR2ML",0.0003416,165.674,0.856,231.008,-88.557,0.368,"C5","H"
"15OFR2ML",0.0001751,165.239,55.115,189.333,-88.871,0.188,"C5","CH"
"15OFR2ML",0.0004197,178.779,0.772,224.667,0.822,0.452,"C5","W"
"15OFR2ML",0.000218,157.366,1.93,224.988,-0.226,0.234,"C5","CW"
"15OFR2ML",0.13,170.807,0,237,0,0,"C5","A"
"15OFR2ML",0.0004025,155.649,95.769,225.12,-2.447,0.434,"C1","W"
"15OFR2ML",0.035,155.518,0,233,0,0,"C5","CA"
"15OFR2ML",0.0002094,131.508,75.995,199.667,-1.886,0.225,"C1","CW"
"15OFR2ML",0.105,168.813,0,244,0,0,"C1","A"
"15OFR2ML",0.032,138.711,0,224,0,0,"C1","CA"
"15OFR2ML",0.0003725,166.663,97.333,226.98,-89.074,0.401,"C2","H"
"15OFR2ML",0.0001948,133.192,0.139,229.339,-89.239,0.209,"C2","CH"
"15OFR2ML",0.0003424,157.251,0.333,222.667,0.288,0.369,"C2","W"
"15OFR3ML",0.0004005,166.155,2.667,204.333,-90,0.417,"C1","H"
"15OFR3ML",0.0001787,147.018,2.653,201.172,-0.295,0.186,"C2","CW"
"15OFR3ML",0.08,165.447,0,233,0,0,"C2","A"
"15OFR3ML",0.034,156.971,0,211,0,0,"C2","CA"
"15OFR3ML",0.0003455,163.973,1.181,217.928,-89.543,0.36,"C3","H"
"15OFR3ML",0.0002035,143.589,0.351,215.181,-89.222,0.212,"C3","CH"
"15OFR3ML",0.0003144,177.125,0.926,224.268,0.838,0.327,"C3","W"
"15OFR3ML",0.0002172,174.297,1.333,222.746,0.728,0.226,"C3","CW"
"15OFR3ML",0.095,178.228,0,229,0,0,"C3","A"
"15OFR3ML",0.038,161.301,0,226,0,0,"C3","CA"
"15OFR3ML",0.0002988,146.139,0.333,221.667,-90,0.311,"C4","H"
"15OFR3ML",0.0002273,157.663,9.823,211.3,-90.232,0.236,"C1","CH"
"15OFR3ML",0.0002007,161.557,0.333,202.667,-90,0.209,"C4","CH"
"15OFR3ML",0.0002942,156.353,0,204.333,0,0.306,"C4","W"
"15OFR3ML",0.0002016,150.429,0.333,201.317,0.262,0.21,"C4","CW"
"15OFR3ML",0.079,164.503,0,225,0,0,"C4","A"
"15OFR3ML",0.031,157.018,0,220,0,0,"C4","CA"
"15OFR3ML",0.0004354,166.732,75.228,211.667,-90.363,0.454,"C5","H"
"15OFR3ML",0.000286,155.5,78.795,198.807,-90.184,0.298,"C5","CH"
"15OFR3ML",0.0003318,170.827,4.895,205,0.635,0.346,"C5","W"
"15OFR3ML",0.0002236,163.302,2,201.42,0.472,0.233,"C5","CW"
"15OFR3ML",0.127,171.977,0,225,0,0,"C5","A"
"15OFR3ML",0.0003235,168.304,1,223.617,0.977,0.337,"C1","W"
"15OFR3ML",0.051,155.846,0,219,0,0,"C5","CA"
"15OFR3ML",0.0002136,150.223,0.667,206.897,1.235,0.222,"C1","CW"
"15OFR3ML",0.119,180.331,0,229,0,0,"C1","A"
"15OFR3ML",0.045,165.541,0,227,0,0,"C1","CA"
"15OFR3ML",0.0003318,145.862,0.35,194.721,-90.317,0.346,"C2","H"
"15OFR3ML",0.00022,136.086,1.333,185.02,-90.24,0.229,"C2","CH"
"15OFR3ML",0.0003006,158.932,2.355,191.774,0.35,0.313,"C2","W"
"15OFR4ML",0.0003435,164.797,1.333,198.667,-90,0.359,"C1","H"
"15OFR4ML",0.000236,137.461,0.333,217.194,0.888,0.246,"C2","CW"
"15OFR4ML",0.116,179.571,0,229,0,0,"C2","A"
"15OFR4ML",0.047,152.562,0,218,0,0,"C2","CA"
"15OFR4ML",0.0003536,161.295,0.667,204.789,-89.704,0.369,"C3","H"
"15OFR4ML",0.0002141,149.459,0.333,199.402,-89.265,0.223,"C3","CH"
"15OFR4ML",0.0003317,169.68,1.699,209.181,-0.158,0.347,"C3","W"
"15OFR4ML",0.0002069,154.814,0.982,200.997,-0.254,0.216,"C3","CW"
"15OFR4ML",0.09,166.366,0,219,0,0,"C3","A"
"15OFR4ML",0.038,143.695,0,219,0,0,"C3","CA"
"15OFR4ML",0.0003107,167.033,2.902,200.824,-87.474,0.325,"C4","H"
"15OFR4ML",0.0002105,112.798,0.206,230.58,-90.996,0.22,"C1","CH"
"15OFR4ML",0.0001914,152.159,0.333,206.635,-88.356,0.2,"C4","CH"
"15OFR4ML",0.0003855,161.014,0,202.859,-0.679,0.403,"C4","W"
"15OFR4ML",0.0002488,142.07,0.059,194.73,-0.843,0.26,"C4","CW"
"15OFR4ML",0.109,172.038,0,232,0,0,"C4","A"
"15OFR4ML",0.04,148.028,0,222,0,0,"C4","CA"
"15OFR4ML",0.000318,161.167,0.301,212.218,-87.861,0.332,"C5","H"
"15OFR4ML",0.0002069,142.518,0.333,203.667,-88.226,0.216,"C5","CH"
"15OFR4ML",0.0003417,163.771,1.608,209.465,0.46,0.357,"C5","W"
"15OFR4ML",0.0002324,133.907,2,197.102,0.902,0.242,"C5","CW"
"15OFR4ML",0.103,173.915,0,232,0,0,"C5","A"
"15OFR4ML",0.0003791,159.753,0.333,202.881,-0.276,0.396,"C1","W"
"15OFR4ML",0.039,146.716,0,232,0,0,"C5","CA"
"15OFR4ML",0.0002442,140.764,0,205.667,0,0.255,"C1","CW"
"15OFR4ML",0.116,174.444,0,235,0,0,"C1","A"
"15OFR4ML",0.044,154.279,0,235,0,0,"C1","CA"
"15OFR4ML",0.000359,177.12,0.495,215.712,-90.583,0.375,"C2","H"
"15OFR4ML",0.000236,141.285,0.217,208,-90.666,0.246,"C2","CH"
"15OFR4ML",0.0003736,170.753,0.333,224.333,0,0.39,"C2","W"
"15OFR5ML",0.0004512,144.969,50.517,198.333,-88.859,0.476,"C1","H"
"15OFR5ML",0.0002593,107.553,0,189.417,-0.597,0.273,"C2","CW"
"15OFR5ML",0.212,168.157,0,237,0,0,"C2","A"
"15OFR5ML",0.063,135.658,0,234,0,0,"C2","CA"
