"2021-07-16";"09:13:42";"WinControl (rev 1112) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:Depth"
"2021-07-15 10:57:12.998";"2021-07-15";"10:57:12";"C";"";"MI=3;SI=10;SW=0.8;AI=1;AW=0:30;AF=1.00;G=2;D=1;EF=0.84;FO=9;CW=5:00;CI=1;LW=0:10;LI=3;ID=0:45;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.12 ";""
"2021-07-15 10:57:13.000";"2021-07-15";"10:57:13";"F";"254";"211";"793";"17";"0.734";"3.6"
"2021-07-15 10:57:20.000";"2021-07-15";"10:57:20";"F";"255";"250";"799";"14";"0.687";"3.7"
"2021-07-15 10:57:27.000";"2021-07-15";"10:57:27";"F";"256";"416";"1270";"19";"0.672";"3.7"
"2021-07-15 10:57:32.000";"2021-07-15";"10:57:32";"F";"257";"324";"1089";"21";"0.702";"3.7"
"2021-07-15 10:57:37.000";"2021-07-15";"10:57:37";"F";"258";"326";"1063";"19";"0.693";"3.7"
"2021-07-15 10:57:53.000";"2021-07-15";"10:57:53";"F";"259";"402";"1346";"13";"0.701";"3.7"
"2021-07-15 10:57:59.000";"2021-07-15";"10:57:59";"F";"260";"394";"1239";"11";"0.682";"3.7"
"2021-07-15 10:58:04.000";"2021-07-15";"10:58:04";"F";"261";"361";"1223";"9";"0.705";"3.7"
"2021-07-15 10:58:09.000";"2021-07-15";"10:58:09";"F";"262";"389";"1283";"9";"0.697";"3.7"
"2021-07-15 10:58:15.000";"2021-07-15";"10:58:15";"F";"263";"347";"1178";"10";"0.705";"3.7"
"2021-07-15 10:58:27.000";"2021-07-15";"10:58:27";"F";"264";"383";"1362";"13";"0.719";"3.7"
"2021-07-15 10:58:33.000";"2021-07-15";"10:58:33";"F";"265";"338";"1212";"13";"0.721";"3.7"
"2021-07-15 10:58:37.000";"2021-07-15";"10:58:37";"F";"266";"370";"1288";"12";"0.713";"3.7"
"2021-07-15 10:58:43.000";"2021-07-15";"10:58:43";"F";"267";"383";"1151";"11";"0.667";"3.7"
"2021-07-15 10:58:47.000";"2021-07-15";"10:58:47";"F";"268";"399";"1274";"11";"0.687";"3.7"
"2021-07-15 10:58:52.000";"2021-07-15";"10:58:52";"F";"269";"329";"1069";"11";"0.692";"3.7"
"2021-07-15 10:58:57.000";"2021-07-15";"10:58:57";"F";"270";"268";"884";"11";"0.697";"3.7"
"2021-07-15 10:59:02.000";"2021-07-15";"10:59:02";"F";"271";"372";"1286";"11";"0.711";"3.7"
"2021-07-15 10:59:11.000";"2021-07-15";"10:59:11";"F";"272";"324";"1080";"10";"0.700";"3.7"
"2021-07-15 10:59:45.998";"2021-07-15";"10:59:45";"C";"";"MI=3;SI=10;SW=0.8;AI=1;AW=0:30;AF=1.00;G=2;D=1;EF=0.84;FO=7;CW=5:00;CI=1;LW=0:10;LI=3;ID=0:45;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.12 ";""
"2021-07-15 10:59:46.000";"2021-07-15";"10:59:46";"F";"274";"418";"1592";"14";"0.737";"3.7"
"2021-07-15 10:59:50.000";"2021-07-15";"10:59:50";"F";"275";"439";"1671";"12";"0.737";"3.7"
"2021-07-15 10:59:54.000";"2021-07-15";"10:59:54";"F";"276";"413";"1385";"11";"0.702";"3.7"
"2021-07-15 10:59:59.000";"2021-07-15";"10:59:59";"F";"277";"417";"1484";"11";"0.719";"3.6"
"2021-07-15 11:00:03.000";"2021-07-15";"11:00:03";"F";"278";"378";"1128";"9";"0.665";"3.7"
"2021-07-15 11:00:08.000";"2021-07-15";"11:00:08";"F";"279";"426";"1472";"9";"0.711";"3.7"
"2021-07-15 11:00:12.000";"2021-07-15";"11:00:12";"F";"280";"544";"1836";"9";"0.704";"3.7"
"2021-07-15 11:00:17.000";"2021-07-15";"11:00:17";"F";"281";"436";"1604";"10";"0.728";"3.6"
"2021-07-15 11:00:23.000";"2021-07-15";"11:00:23";"F";"282";"448";"1513";"11";"0.704";"3.6"
"2021-07-15 11:00:28.000";"2021-07-15";"11:00:28";"F";"283";"446";"1554";"12";"0.713";"3.6"
"2021-07-15 11:00:33.000";"2021-07-15";"11:00:33";"F";"284";"441";"1533";"12";"0.712";"3.7"
"2021-07-15 11:00:43.000";"2021-07-15";"11:00:43";"F";"285";"475";"1544";"12";"0.692";"3.6"
"2021-07-15 11:00:49.000";"2021-07-15";"11:00:49";"F";"286";"256";"873";"11";"0.707";"3.7"
"2021-07-15 11:00:54.000";"2021-07-15";"11:00:54";"F";"287";"407";"1385";"11";"0.706";"3.7"
"2021-07-15 11:00:59.000";"2021-07-15";"11:00:59";"F";"288";"430";"1362";"12";"0.684";"3.7"
"2021-07-15 11:01:05.000";"2021-07-15";"11:01:05";"F";"289";"507";"1545";"12";"0.672";"3.7"
"2021-07-15 11:01:09.000";"2021-07-15";"11:01:09";"F";"290";"402";"1405";"12";"0.714";"3.7"
"2021-07-15 11:01:14.000";"2021-07-15";"11:01:14";"F";"291";"393";"1087";"11";"0.638";"3.7"
"2021-07-15 11:01:18.000";"2021-07-15";"11:01:18";"F";"292";"402";"1482";"12";"0.729";"3.7"
"2021-07-15 11:02:11.998";"2021-07-15";"11:02:11";"C";"";"MI=3;SI=10;SW=0.8;AI=1;AW=0:30;AF=1.00;G=2;D=1;EF=0.84;FO=9;CW=5:00;CI=1;LW=0:10;LI=3;ID=0:45;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.12 ";""
"2021-07-15 11:02:12.000";"2021-07-15";"11:02:12";"F";"294";"22";"56";"3584";"0.607";"3.8"
"2021-07-15 11:02:35.000";"2021-07-15";"11:02:35";"F";"295";"14";"17";"3203";"-";"3.8"
"2021-07-15 11:02:57.000";"2021-07-15";"11:02:57";"F";"296";"0";"1";"63";"-";"3.6"
"2021-07-15 11:03:09.000";"2021-07-15";"11:03:09";"F";"297";"2";"0";"61";"-";"3.6"
"2021-07-15 20:37:16.998";"2021-07-15";"20:37:16";"C";"";"MI=3;SI=10;SW=0.8;AI=1;AW=0:30;AF=1.00;G=2;D=1;EF=0.84;FO=8;CW=5:00;CI=1;LW=0:10;LI=3;ID=0:45;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.12 ";""
"2021-07-15 20:37:17.000";"2021-07-15";"20:37:17";"F";"299";"500";"1304";"0";"0.617";"3.7"
"2021-07-15 20:37:48.000";"2021-07-15";"20:37:48";"F";"300";"481";"1084";"0";"0.556";"3.7"
"2021-07-15 20:38:00.000";"2021-07-15";"20:38:00";"F";"301";"346";"859";"0";"0.597";"3.7"
"2021-07-15 20:38:17.000";"2021-07-15";"20:38:17";"F";"302";"675";"1530";"0";"0.559";"3.7"
