"2021-07-22";"10:19:40";"WinControl (rev 1112) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR"
"2021-07-15 08:01:38.000";"2021-07-15";"08:01:38";"F";"64";"0";"0";"195";"-";"-"
"2021-07-15 08:01:44.000";"2021-07-15";"08:01:44";"F";"65";"0";"0";"178";"-";"-"
"2021-07-15 08:02:11.000";"2021-07-15";"08:02:11";"F";"66";"0";"0";"138";"-";"-"
"2021-07-15 08:07:12.998";"2021-07-15";"08:07:12";"C";"";"MI=3;SI=10;SW=0.8;AI=1;AW=0:30;AF=1.00;G=5;D=2;EF=0.84;FO=13;CW=5:00;CI=1;LW=0:10;LI=3;ID=0:45;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.12 ";""
"2021-07-15 08:07:13.000";"2021-07-15";"08:07:13";"F";"68";"5";"9";"109";"-";"-"
"2021-07-15 08:07:23.000";"2021-07-15";"08:07:23";"F";"69";"9";"13";"115";"-";"-"
"2021-07-15 08:07:31.000";"2021-07-15";"08:07:31";"F";"70";"1";"5";"119";"-";"-"
"2021-07-15 08:07:42.000";"2021-07-15";"08:07:42";"F";"71";"5";"7";"92";"-";"-"
"2021-07-15 08:07:49.000";"2021-07-15";"08:07:49";"F";"72";"4";"13";"68";"-";"-"
"2021-07-15 08:07:55.000";"2021-07-15";"08:07:55";"F";"73";"3";"9";"66";"-";"-"
"2021-07-15 08:08:04.000";"2021-07-15";"08:08:04";"F";"74";"7";"8";"59";"-";"-"
"2021-07-15 08:09:04.998";"2021-07-15";"08:09:04";"C";"";"MI=3;SI=10;SW=0.8;AI=1;AW=0:30;AF=1.00;G=5;D=2;EF=0.84;FO=17;CW=5:00;CI=1;LW=0:10;LI=3;ID=0:45;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.12 ";""
"2021-07-15 08:09:05.000";"2021-07-15";"08:09:05";"F";"76";"0";"3";"110";"-";"-"
"2021-07-15 08:09:41.000";"2021-07-15";"08:09:41";"F";"77";"0";"2";"50";"-";"-"
"2021-07-15 08:09:47.000";"2021-07-15";"08:09:47";"F";"78";"0";"3";"117";"-";"-"
"2021-07-15 08:09:55.000";"2021-07-15";"08:09:55";"F";"79";"0";"4";"135";"-";"-"
"2021-07-15 08:10:30.998";"2021-07-15";"08:10:30";"C";"";"MI=3;SI=10;SW=0.8;AI=1;AW=0:30;AF=1.00;G=5;D=2;EF=0.84;FO=15;CW=5:00;CI=1;LW=0:10;LI=3;ID=0:45;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.12 ";""
"2021-07-15 08:10:31.000";"2021-07-15";"08:10:31";"F";"81";"5";"5";"65";"-";"-"
"2021-07-15 08:10:36.000";"2021-07-15";"08:10:36";"F";"82";"3";"7";"70";"-";"-"
"2021-07-15 08:10:43.000";"2021-07-15";"08:10:43";"F";"83";"3";"6";"68";"-";"-"
"2021-07-15 08:13:32.000";"2021-07-15";"08:13:32";"F";"84";"1";"6";"70";"-";"-"
"2021-07-15 08:13:51.000";"2021-07-15";"08:13:51";"F";"85";"3";"7";"125";"-";"-"
"2021-07-15 08:14:02.000";"2021-07-15";"08:14:02";"F";"86";"9";"8";"138";"-";"-"
"2021-07-15 08:14:15.998";"2021-07-15";"08:14:15";"C";"";"MI=3;SI=10;SW=0.8;AI=1;AW=0:30;AF=1.00;G=5;D=2;EF=0.84;FO=19;CW=5:00;CI=1;LW=0:10;LI=3;ID=0:45;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.12 ";""
"2021-07-15 08:14:16.000";"2021-07-15";"08:14:16";"F";"88";"0";"0";"74";"-";"-"
"2021-07-15 08:14:23.000";"2021-07-15";"08:14:23";"F";"89";"3";"3";"64";"-";"-"
"2021-07-15 08:14:30.000";"2021-07-15";"08:14:30";"F";"90";"1";"5";"67";"-";"-"
"2021-07-15 09:48:11.000";"2021-07-15";"09:48:11";"F";"91";"7";"9";"43";"-";"-"
"2021-07-15 09:48:20.000";"2021-07-15";"09:48:20";"F";"92";"9";"9";"43";"-";"-"
"2021-07-15 09:48:28.000";"2021-07-15";"09:48:28";"F";"93";"6";"9";"44";"-";"-"
"2021-07-15 09:48:40.000";"2021-07-15";"09:48:40";"F";"94";"8";"9";"31";"-";"-"
"2021-07-15 09:48:46.000";"2021-07-15";"09:48:46";"F";"95";"8";"8";"23";"-";"-"
"2021-07-15 09:48:52.000";"2021-07-15";"09:48:52";"F";"96";"10";"8";"23";"-";"-"
"2021-07-15 09:49:11.000";"2021-07-15";"09:49:11";"F";"97";"9";"9";"8";"-";"-"
"2021-07-15 09:49:24.000";"2021-07-15";"09:49:24";"F";"98";"8";"9";"9";"-";"-"
"2021-07-15 09:49:32.000";"2021-07-15";"09:49:32";"F";"99";"9";"9";"10";"-";"-"
"2021-07-15 09:49:44.000";"2021-07-15";"09:49:44";"F";"100";"7";"9";"28";"-";"-"
"2021-07-15 09:49:52.000";"2021-07-15";"09:49:52";"F";"101";"8";"9";"47";"-";"-"
"2021-07-15 09:49:59.000";"2021-07-15";"09:49:59";"F";"102";"7";"9";"49";"-";"-"
"2021-07-15 09:54:17.998";"2021-07-15";"09:54:17";"C";"";"MI=3;SI=10;SW=0.8;AI=1;AW=0:30;AF=1.00;G=2;D=1;EF=0.84;FO=9;CW=5:00;CI=1;LW=0:10;LI=3;ID=0:45;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.12 ";""
"2021-07-15 09:54:18.000";"2021-07-15";"09:54:18";"F";"104";"333";"1065";"10";"0.687";"2.9"
"2021-07-15 09:54:25.000";"2021-07-15";"09:54:25";"F";"105";"359";"1041";"8";"0.655";"2.2"
"2021-07-15 09:54:32.000";"2021-07-15";"09:54:32";"F";"106";"341";"1073";"8";"0.682";"2.3"
"2021-07-15 09:57:58.000";"2021-07-15";"09:57:58";"F";"107";"384";"790";"1";"0.514";"0.2"
"2021-07-15 09:58:05.000";"2021-07-15";"09:58:05";"F";"108";"347";"714";"1";"0.514";"0.2"
"2021-07-15 09:58:15.000";"2021-07-15";"09:58:15";"F";"109";"332";"1128";"2";"0.706";"0.6"
"2021-07-15 09:58:21.000";"2021-07-15";"09:58:21";"F";"110";"421";"1255";"2";"0.665";"0.6"
"2021-07-15 09:58:50.000";"2021-07-15";"09:58:50";"F";"111";"366";"903";"7";"0.595";"1.7"
"2021-07-15 09:58:59.000";"2021-07-15";"09:58:59";"F";"112";"321";"775";"7";"0.586";"1.7"
"2021-07-15 10:00:39.998";"2021-07-15";"10:00:39";"C";"";"MI=3;SI=10;SW=0.8;AI=1;AW=0:30;AF=1.00;G=2;D=1;EF=0.84;FO=10;CW=5:00;CI=1;LW=0:10;LI=3;ID=0:45;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.12 ";""
"2021-07-15 10:00:40.000";"2021-07-15";"10:00:40";"F";"114";"467";"1540";"11";"0.697";"3.2"
"2021-07-15 10:00:52.000";"2021-07-15";"10:00:52";"F";"115";"501";"1279";"11";"0.608";"2.8"
"2021-07-15 10:01:12.000";"2021-07-15";"10:01:12";"F";"116";"430";"1405";"6";"0.694";"1.7"
"2021-07-15 10:02:51.000";"2021-07-15";"10:02:51";"F";"117";"0";"1";"54";"-";"-"
"2021-07-15 10:03:03.000";"2021-07-15";"10:03:03";"F";"118";"0";"0";"80";"-";"-"
"2021-07-15 10:03:10.000";"2021-07-15";"10:03:10";"F";"119";"0";"0";"79";"-";"-"
"2021-07-15 10:03:20.000";"2021-07-15";"10:03:20";"F";"120";"0";"0";"62";"-";"-"
"2021-07-15 10:03:27.000";"2021-07-15";"10:03:27";"F";"121";"0";"1";"37";"-";"-"
"2021-07-15 10:03:33.000";"2021-07-15";"10:03:33";"F";"122";"0";"0";"37";"-";"-"
"2021-07-15 10:03:47.000";"2021-07-15";"10:03:47";"F";"123";"0";"0";"21";"-";"-"
"2021-07-15 10:03:54.000";"2021-07-15";"10:03:54";"F";"124";"0";"0";"5";"-";"-"
"2021-07-15 10:04:02.000";"2021-07-15";"10:04:02";"F";"125";"0";"0";"5";"-";"-"
"2021-07-15 10:04:20.000";"2021-07-15";"10:04:20";"F";"126";"0";"0";"74";"-";"-"
"2021-07-15 10:04:27.000";"2021-07-15";"10:04:27";"F";"127";"0";"0";"73";"-";"-"
"2021-07-15 10:04:36.000";"2021-07-15";"10:04:36";"F";"128";"0";"0";"73";"-";"-"
"2021-07-15 10:06:01.998";"2021-07-15";"10:06:01";"C";"";"MI=3;SI=10;SW=0.8;AI=1;AW=0:30;AF=1.00;G=2;D=1;EF=0.84;FO=8;CW=5:00;CI=1;LW=0:10;LI=3;ID=0:45;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.12 ";""
"2021-07-15 10:06:02.000";"2021-07-15";"10:06:02";"F";"130";"250";"927";"82";"0.730";"25.1"
"2021-07-15 10:06:15.000";"2021-07-15";"10:06:15";"F";"131";"281";"599";"86";"0.531";"19.2"
"2021-07-15 10:06:24.000";"2021-07-15";"10:06:24";"F";"132";"319";"954";"87";"0.666";"24.3"
"2021-07-15 10:06:36.000";"2021-07-15";"10:06:36";"F";"133";"447";"501";"85";"0.108";"3.9"
"2021-07-15 10:06:53.000";"2021-07-15";"10:06:53";"F";"134";"373";"937";"81";"0.602";"20.5"
"2021-07-15 10:07:02.000";"2021-07-15";"10:07:02";"F";"135";"315";"744";"82";"0.577";"19.9"
"2021-07-15 10:07:12.000";"2021-07-15";"10:07:12";"F";"136";"479";"926";"82";"0.483";"16.6"
"2021-07-15 10:07:23.000";"2021-07-15";"10:07:23";"F";"137";"218";"235";"80";"0.072";"2.4"
"2021-07-15 10:07:37.000";"2021-07-15";"10:07:37";"F";"138";"347";"906";"78";"0.617";"20.2"
"2021-07-15 10:07:45.000";"2021-07-15";"10:07:45";"F";"139";"414";"955";"75";"0.566";"17.8"
"2021-07-15 10:07:54.000";"2021-07-15";"10:07:54";"F";"140";"315";"789";"74";"0.601";"18.7"
"2021-07-15 10:08:06.000";"2021-07-15";"10:08:06";"F";"141";"146";"160";"71";"0.088";"2.6"
"2021-07-15 10:08:16.000";"2021-07-15";"10:08:16";"F";"142";"305";"930";"64";"0.672";"18.1"
"2021-07-15 10:08:23.000";"2021-07-15";"10:08:23";"F";"143";"346";"1008";"63";"0.657";"17.4"
"2021-07-15 10:08:29.000";"2021-07-15";"10:08:29";"F";"144";"282";"439";"68";"0.358";"10.2"
"2021-07-15 10:08:35.000";"2021-07-15";"10:08:35";"F";"145";"463";"1183";"70";"0.609";"17.9"
"2021-07-15 10:08:41.000";"2021-07-15";"10:08:41";"F";"146";"169";"209";"69";"0.191";"5.5"
"2021-07-15 10:08:47.000";"2021-07-15";"10:08:47";"F";"147";"417";"607";"68";"0.313";"8.9"
"2021-07-15 10:08:54.000";"2021-07-15";"10:08:54";"F";"148";"359";"960";"68";"0.626";"17.9"
"2021-07-15 10:09:03.000";"2021-07-15";"10:09:03";"F";"149";"365";"827";"70";"0.559";"16.4"
"2021-07-15 10:09:04.000";"2021-07-15";"10:09:04";"F";"150";"694";"600";"71";"-";"-"
"2021-07-15 10:09:12.000";"2021-07-15";"10:09:12";"F";"151";"410";"656";"74";"0.375";"11.7"
"2021-07-15 10:09:17.000";"2021-07-15";"10:09:17";"F";"152";"441";"1115";"75";"0.604";"19.0"
"2021-07-15 10:09:24.000";"2021-07-15";"10:09:24";"F";"153";"403";"1085";"73";"0.629";"19.3"
"2021-07-15 10:09:32.000";"2021-07-15";"10:09:32";"F";"154";"349";"627";"72";"0.443";"13.4"
"2021-07-15 10:09:38.000";"2021-07-15";"10:09:38";"F";"155";"454";"1132";"70";"0.599";"17.6"
"2021-07-15 10:09:45.000";"2021-07-15";"10:09:45";"F";"156";"346";"1178";"72";"0.706";"21.3"
"2021-07-15 10:09:55.000";"2021-07-15";"10:09:55";"F";"157";"331";"572";"52";"0.421";"9.2"
"2021-07-15 10:09:59.000";"2021-07-15";"10:09:59";"F";"158";"408";"980";"27";"0.584";"6.6"
"2021-07-15 10:10:04.000";"2021-07-15";"10:10:04";"F";"159";"327";"878";"3";"0.628";"0.8"
"2021-07-15 10:10:09.000";"2021-07-15";"10:10:09";"F";"160";"211";"244";"2";"0.135";"0.1"
"2021-07-15 10:11:21.998";"2021-07-15";"10:11:21";"C";"";"MI=3;SI=10;SW=0.8;AI=1;AW=0:30;AF=1.00;G=2;D=1;EF=0.84;FO=9;CW=5:00;CI=1;LW=0:10;LI=3;ID=0:45;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.12 ";""
"2021-07-15 10:11:22.000";"2021-07-15";"10:11:22";"F";"162";"342";"1107";"87";"0.691";"25.2"
"2021-07-15 10:11:40.000";"2021-07-15";"10:11:40";"F";"163";"496";"1475";"80";"0.664";"22.3"
"2021-07-15 10:12:46.000";"2021-07-15";"10:12:46";"F";"164";"260";"988";"92";"0.737";"28.5"
"2021-07-15 10:12:55.000";"2021-07-15";"10:12:55";"F";"165";"341";"1229";"89";"0.723";"27.0"
"2021-07-15 10:14:17.998";"2021-07-15";"10:14:17";"C";"";"MI=3;SI=10;SW=0.8;AI=1;AW=0:30;AF=1.00;G=2;D=1;EF=0.84;FO=7;CW=5:00;CI=1;LW=0:10;LI=3;ID=0:45;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.12 ";""
"2021-07-15 10:14:18.000";"2021-07-15";"10:14:18";"F";"167";"2";"2";"98";"-";"-"
"2021-07-15 10:14:25.000";"2021-07-15";"10:14:25";"F";"168";"3";"3";"96";"-";"-"
"2021-07-15 10:14:33.000";"2021-07-15";"10:14:33";"F";"169";"1";"3";"109";"-";"-"
"2021-07-15 10:14:39.000";"2021-07-15";"10:14:39";"F";"170";"4";"4";"127";"-";"-"
"2021-07-15 10:14:46.000";"2021-07-15";"10:14:46";"F";"171";"3";"3";"146";"-";"-"
"2021-07-15 10:14:52.000";"2021-07-15";"10:14:52";"F";"172";"3";"4";"164";"-";"-"
"2021-07-15 10:15:32.000";"2021-07-15";"10:15:32";"F";"173";"2";"4";"172";"-";"-"
"2021-07-15 10:15:39.000";"2021-07-15";"10:15:39";"F";"174";"4";"4";"190";"-";"-"
"2021-07-15 10:15:52.000";"2021-07-15";"10:15:52";"F";"175";"2";"4";"221";"-";"-"
"2021-07-15 10:17:18.998";"2021-07-15";"10:17:18";"C";"";"MI=3;SI=10;SW=0.8;AI=1;AW=0:30;AF=1.00;G=2;D=1;EF=0.84;FO=8;CW=5:00;CI=1;LW=0:10;LI=3;ID=0:45;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.12 ";""
"2021-07-15 10:17:19.000";"2021-07-15";"10:17:19";"F";"177";"323";"1020";"140";"0.683";"40.2"
"2021-07-15 10:17:29.000";"2021-07-15";"10:17:29";"F";"178";"311";"1001";"115";"0.689";"33.3"
"2021-07-15 10:17:34.000";"2021-07-15";"10:17:34";"F";"179";"357";"1188";"67";"0.699";"19.7"
"2021-07-15 10:17:38.000";"2021-07-15";"10:17:38";"F";"180";"342";"933";"22";"0.633";"5.8"
"2021-07-15 10:17:42.000";"2021-07-15";"10:17:42";"F";"181";"449";"1471";"10";"0.695";"2.9"
"2021-07-15 10:17:47.000";"2021-07-15";"10:17:47";"F";"182";"375";"1257";"10";"0.702";"2.9"
"2021-07-15 10:17:52.000";"2021-07-15";"10:17:52";"F";"183";"421";"1441";"14";"0.708";"4.2"
"2021-07-15 10:17:58.000";"2021-07-15";"10:17:58";"F";"184";"456";"1223";"14";"0.627";"3.7"
"2021-07-15 10:18:04.000";"2021-07-15";"10:18:04";"F";"185";"368";"1065";"10";"0.654";"2.7"
"2021-07-15 10:18:09.000";"2021-07-15";"10:18:09";"F";"186";"412";"1309";"14";"0.685";"4.0"
"2021-07-15 10:18:14.000";"2021-07-15";"10:18:14";"F";"187";"495";"1407";"19";"0.648";"5.2"
"2021-07-15 10:18:19.000";"2021-07-15";"10:18:19";"F";"188";"531";"1244";"24";"0.573";"5.8"
"2021-07-15 10:18:25.000";"2021-07-15";"10:18:25";"F";"189";"496";"1488";"24";"0.667";"6.7"
"2021-07-15 10:18:30.000";"2021-07-15";"10:18:30";"F";"190";"445";"1458";"21";"0.695";"6.1"
"2021-07-15 10:18:36.000";"2021-07-15";"10:18:36";"F";"191";"324";"1068";"18";"0.697";"5.3"
"2021-07-15 10:18:41.000";"2021-07-15";"10:18:41";"F";"192";"377";"1068";"19";"0.647";"5.2"
"2021-07-15 10:18:47.000";"2021-07-15";"10:18:47";"F";"193";"360";"1001";"21";"0.640";"5.6"
"2021-07-15 10:18:52.000";"2021-07-15";"10:18:52";"F";"194";"404";"1052";"26";"0.616";"6.7"
"2021-07-15 10:18:57.000";"2021-07-15";"10:18:57";"F";"195";"343";"1159";"29";"0.704";"8.6"
"2021-07-15 10:19:03.000";"2021-07-15";"10:19:03";"F";"196";"358";"1108";"30";"0.677";"8.5"
"2021-07-15 10:19:10.000";"2021-07-15";"10:19:10";"F";"197";"398";"1114";"37";"0.643";"10.0"
"2021-07-15 10:19:21.000";"2021-07-15";"10:19:21";"F";"198";"268";"799";"82";"0.665";"22.9"
"2021-07-15 10:19:29.000";"2021-07-15";"10:19:29";"F";"199";"325";"993";"140";"0.673";"39.6"
"2021-07-15 10:19:37.000";"2021-07-15";"10:19:37";"F";"200";"516";"1382";"144";"0.627";"37.9"
"2021-07-15 10:19:43.000";"2021-07-15";"10:19:43";"F";"201";"351";"1039";"141";"0.662";"39.2"
"2021-07-15 10:19:49.000";"2021-07-15";"10:19:49";"F";"202";"367";"1025";"137";"0.642";"36.9"
"2021-07-15 10:19:57.000";"2021-07-15";"10:19:57";"F";"203";"469";"1352";"131";"0.653";"35.9"
"2021-07-15 10:20:03.000";"2021-07-15";"10:20:03";"F";"204";"414";"1123";"128";"0.631";"33.9"
"2021-07-15 10:20:14.000";"2021-07-15";"10:20:14";"F";"205";"372";"1160";"108";"0.679";"30.8"
"2021-07-15 10:20:21.000";"2021-07-15";"10:20:21";"F";"206";"422";"1212";"88";"0.652";"24.1"
"2021-07-15 10:20:27.000";"2021-07-15";"10:20:27";"F";"207";"341";"1047";"77";"0.674";"21.8"
"2021-07-15 10:20:33.000";"2021-07-15";"10:20:33";"F";"208";"273";"972";"80";"0.719";"24.2"
"2021-07-15 10:20:39.000";"2021-07-15";"10:20:39";"F";"209";"390";"1047";"82";"0.628";"21.6"
"2021-07-15 10:20:46.000";"2021-07-15";"10:20:46";"F";"210";"330";"947";"98";"0.652";"26.8"
"2021-07-15 10:20:52.000";"2021-07-15";"10:20:52";"F";"211";"312";"1023";"101";"0.695";"29.5"
"2021-07-15 10:20:58.000";"2021-07-15";"10:20:58";"F";"212";"429";"1348";"90";"0.682";"25.8"
"2021-07-15 10:21:04.000";"2021-07-15";"10:21:04";"F";"213";"370";"1032";"78";"0.641";"21.0"
