Data from 9JQ42_Trend18_1.txt Node
Standard Time	Epoch Time	Value
HH:MM:SS:000	(msec since 01/01/1900)
16:39:40.651	1657053580651.000651000	0.01
16:39:40.904	1657053580904.000904000	0.01
16:39:41.159	1657053581159.000159000	0.01
16:39:41.419	1657053581419.000419000	0.01
16:39:41.674	1657053581674.000674000	0.01
16:39:41.924	1657053581924.000924000	0.02
16:39:42.180	1657053582180.000180000	0.02
16:39:42.435	1657053582435.000435000	0.01
16:39:42.695	1657053582695.000695000	0.01
16:39:42.954	1657053582954.000954000	0.01
16:39:43.203	1657053583203.000203000	0.02
16:39:43.456	1657053583456.000456000	0.02
16:39:43.709	1657053583709.000709000	0.01
16:39:43.965	1657053583965.000965000	0.02
16:39:44.220	1657053584220.000220000	0.01
16:39:44.474	1657053584474.000474000	0.02
16:39:44.733	1657053584733.000733000	0.01
16:39:44.985	1657053584985.000985000	0.02
16:39:45.239	1657053585239.000239000	0.02
16:39:45.495	1657053585495.000495000	0.02
16:39:45.750	1657053585750.000750000	0.02
16:39:46.095	1657053586095.000095000	0.01
16:39:46.344	1657053586344.000344000	0.02
16:39:46.600	1657053586600.000600000	0.01
16:39:46.855	1657053586855.000855000	0.02
16:39:47.108	1657053587108.000108000	0.02
16:39:47.365	1657053587365.000365000	0.01
16:39:47.619	1657053587619.000619000	0.02
16:39:47.874	1657053587874.000874000	0.01
16:39:48.130	1657053588130.000130000	0.02
16:39:48.385	1657053588385.000385000	0.02
16:39:48.644	1657053588644.000644000	0.02
16:39:48.895	1657053588895.000895000	0.02
16:39:49.150	1657053589150.000150000	0.01
16:39:49.405	1657053589405.000405000	0.02
16:39:49.660	1657053589660.000660000	0.02
16:39:49.918	1657053589918.000918000	0.01
16:39:50.172	1657053590172.000172000	0.02
16:39:50.425	1657053590425.000425000	0.01
16:39:50.679	1657053590679.000679000	0.02
16:39:50.935	1657053590935.000935000	0.02
16:39:51.190	1657053591190.000190000	0.02
16:39:51.448	1657053591448.000448000	0.01
16:39:51.700	1657053591700.000700000	0.01
16:39:51.955	1657053591955.000955000	0.01
16:39:52.210	1657053592210.000210000	0.01
16:39:52.465	1657053592465.000465000	0.02
16:39:52.719	1657053592719.000719000	0.01
16:39:52.974	1657053592974.000974000	0.01
16:39:53.230	1657053593230.000230000	0.01
16:39:53.484	1657053593484.000484000	0.02
16:39:53.740	1657053593740.000740000	0.02
16:39:53.995	1657053593995.000995000	0.01
16:39:54.249	1657053594249.000249000	0.01
16:39:54.504	1657053594504.000504000	0.02
16:39:54.760	1657053594760.000760000	0.01
16:39:55.014	1657053595014.000014000	0.02
16:39:55.274	1657053595274.000274000	0.01
16:39:55.525	1657053595525.000525000	0.01
16:39:55.781	1657053595781.000781000	0.02
16:39:56.036	1657053596036.000036000	0.02
16:39:56.297	1657053596297.000297000	0.02
16:39:56.544	1657053596544.000544000	0.02
16:39:56.799	1657053596799.000799000	0.01
16:39:57.055	1657053597055.000055000	0.02
16:39:57.309	1657053597309.000309000	0.02
16:39:57.567	1657053597567.000567000	0.01
16:39:57.819	1657053597819.000819000	0.02
16:39:58.079	1657053598079.000079000	0.02
16:39:58.331	1657053598331.000331000	0.02
16:39:58.586	1657053598586.000586000	0.02
16:39:58.845	1657053598845.000845000	0.02
16:39:59.095	1657053599095.000095000	0.02
16:39:59.349	1657053599349.000349000	0.02
16:39:59.604	1657053599604.000604000	0.02
16:39:59.861	1657053599861.000861000	0.01
16:40:00.115	1657053600115.000115000	0.01
16:40:00.366	1657053600366.000366000	0.02
16:40:00.624	1657053600624.000624000	0.01
16:40:00.881	1657053600881.000881000	0.02
16:40:01.135	1657053601135.000135000	0.01
16:40:01.391	1657053601391.000391000	0.02
16:40:01.646	1657053601646.000646000	0.02
