 ,Area,Mean,Min,Max,Angle,Length
1,4.131E-4,195.828,102.075,251.946,-88.328,0.412
2,2.697E-4,131.098,0.761,242.667,-89.786,0.268
3,4.622E-4,187.484,0.000,232.000,0.000,0.461
4,2.757E-4,191.588,0.333,225.650,0.209,0.274
5,0.163,185.459,0.000,254.000,0.000,0.000
6,0.056,179.673,0.000,249.000,0.000,0.000
7,4.993E-4,181.392,0.333,217.437,-89.539,0.498
8,2.948E-4,168.157,0.333,208.631,-90.782,0.293
9,4.722E-4,171.363,1.221,211.126,-1.584,0.471
10,2.697E-4,178.131,0.333,219.010,-1.283,0.268
11,0.175,175.642,0.000,232.000,0.000,0.000
12,0.061,174.567,0.000,232.000,0.000,0.000
13,4.221E-4,163.293,0.129,230.810,-91.773,0.421
14,2.907E-4,181.103,0.144,234.611,-92.576,0.290
15,4.652E-4,177.927,116.879,227.094,-3.592,0.464
16,2.857E-4,166.179,60.261,214.799,-0.605,0.284
17,0.166,168.710,0.000,240.000,0.000,0.000
18,0.062,164.391,0.000,240.000,0.000,0.000
19,4.692E-4,141.120,0.333,217.000,-90.000,0.468
20,2.667E-4,135.050,0.333,210.000,-90.000,0.265
21,4.431E-4,167.951,0.333,217.959,-0.390,0.442
22,2.597E-4,166.472,0.159,210.209,-0.222,0.258
23,0.153,169.162,0.000,228.000,0.000,0.000
24,0.049,172.391,0.000,228.000,0.000,0.000
25,4.822E-4,171.501,0.333,219.667,-89.881,0.481
26,2.617E-4,162.816,0.000,221.667,-90.441,0.260
27,4.371E-4,165.057,0.724,212.249,0.659,0.436
28,2.837E-4,182.605,2.667,217.809,-0.406,0.282
29,0.161,172.435,0.000,235.000,0.000,0.000
30,0.055,176.240,0.000,235.000,0.000,0.000
