 ,Area,Mean,Min,Max,Angle,Length
1,5.320E-4,156.974,94.526,211.333,-90.997,0.524
2,3.081E-4,121.118,92.523,153.333,-90.575,0.303
3,4.375E-4,160.868,83.667,223.000,0.000,0.431
4,2.609E-4,135.062,83.524,193.473,0.453,0.256
5,0.159,178.409,0.000,233.000,0.000,0.000
6,0.061,144.619,0.000,224.000,0.000,0.000
7,4.180E-4,162.489,0.013,223.333,-92.539,0.412
8,2.619E-4,156.207,3.462,186.795,-93.155,0.258
9,3.481E-4,170.779,1.667,214.000,0.678,0.343
10,2.311E-4,152.782,0.333,200.711,1.279,0.227
11,0.114,181.669,0.000,232.000,0.000,0.000
12,0.047,156.292,0.000,212.000,0.000,0.000
13,4.046E-4,170.295,108.547,230.092,-88.980,0.398
14,2.444E-4,147.511,95.878,188.992,-89.275,0.240
15,4.252E-4,167.391,0.333,216.537,0.416,0.419
16,2.444E-4,137.723,0.705,193.000,1.450,0.240
17,0.124,178.516,0.000,247.000,0.000,0.000
18,0.041,147.977,0.000,217.000,0.000,0.000
19,4.108E-4,156.868,2.000,240.397,-89.713,0.404
20,2.660E-4,145.094,110.194,197.310,-89.334,0.261
21,3.533E-4,146.618,0.000,214.667,1.169,0.348
22,2.229E-4,126.355,0.338,179.667,1.326,0.219
23,0.107,165.967,0.000,245.000,0.000,0.000
24,0.043,134.027,0.000,208.000,0.000,0.000
25,4.899E-4,144.102,0.889,203.049,-90.602,0.482
26,2.958E-4,136.153,114.837,164.243,-90.998,0.291
27,4.067E-4,146.841,1.000,193.543,-0.580,0.400
28,2.526E-4,140.064,2.261,191.000,-0.234,0.248
29,0.140,166.636,0.000,225.000,0.000,0.000
30,0.057,140.346,0.000,217.000,0.000,0.000
