 ,Area,Mean,Min,Max,Angle,Length
1,4.583E-4,132.325,0.061,210.333,-89.187,0.475
2,2.969E-4,135.044,3.139,191.541,-89.102,0.307
3,4.434E-4,147.666,0.333,202.688,-1.321,0.460
4,2.913E-4,132.823,0.667,207.614,-1.464,0.302
5,0.180,164.056,0.000,239.000,0.000,0.000
6,0.071,140.005,0.000,221.000,0.000,0.000
7,4.332E-4,155.423,0.143,205.203,-90.738,0.449
8,2.987E-4,140.176,0.333,183.589,-90.535,0.309
9,4.416E-4,167.696,5.279,212.811,-0.965,0.458
10,2.913E-4,160.874,2.348,219.000,-0.366,0.301
11,0.149,169.349,0.000,229.000,0.000,0.000
12,0.061,150.522,0.000,220.000,0.000,0.000
13,4.991E-4,151.862,0.333,226.255,-92.133,0.518
14,3.451E-4,138.802,0.805,189.237,-93.865,0.357
15,3.896E-4,156.648,0.508,213.667,-0.137,0.404
16,2.727E-4,137.178,0.513,186.667,-0.196,0.282
17,0.178,169.541,0.000,234.000,0.000,0.000
18,0.078,148.848,0.000,227.000,0.000,0.000
19,4.713E-4,129.810,0.252,198.214,-89.435,0.488
20,2.931E-4,119.800,0.333,177.000,-90.000,0.303
21,4.351E-4,163.851,0.333,200.000,0.000,0.451
22,3.154E-4,147.502,0.333,204.959,0.507,0.327
23,0.199,169.372,0.000,237.000,0.000,0.000
24,0.072,142.188,0.000,237.000,0.000,0.000
25,4.592E-4,158.885,97.000,216.333,-90.000,0.476
26,3.395E-4,144.493,96.636,207.375,-91.099,0.352
27,4.073E-4,153.428,99.283,203.000,0.916,0.422
28,2.978E-4,139.056,96.942,178.383,0.358,0.308
29,0.178,172.577,0.000,240.000,0.000,0.000
30,0.074,150.333,0.000,240.000,0.000,0.000
