 ,Area,Mean,Min,Max,Angle,Length
1,4.111E-4,139.244,1.409,199.404,-90.488,0.439
2,2.523E-4,134.734,1.875,197.935,-90.398,0.269
3,3.823E-4,165.511,0.667,191.425,0.656,0.408
4,2.200E-4,147.150,0.667,194.000,1.369,0.235
5,0.133,170.188,0.000,229.000,0.000,0.000
6,0.050,149.748,0.000,216.000,0.000,0.000
7,3.326E-4,113.236,0.000,160.000,-89.095,0.355
8,1.886E-4,84.878,0.245,156.495,-88.934,0.201
9,3.291E-4,130.239,0.333,162.333,1.828,0.351
10,1.982E-4,121.297,0.009,157.619,0.507,0.211
11,0.089,140.328,0.000,199.000,0.000,0.000
12,0.032,124.787,0.000,178.000,0.000,0.000
13,4.077E-4,140.762,1.137,216.398,-90.123,0.435
14,2.331E-4,112.063,0.954,184.466,-89.354,0.249
15,3.177E-4,150.881,0.383,200.000,0.631,0.339
16,2.078E-4,134.596,0.430,201.030,0.725,0.221
17,0.115,164.528,0.000,224.000,0.000,0.000
18,0.039,144.594,0.000,214.000,0.000,0.000
19,3.143E-4,144.628,0.595,189.111,-87.607,0.336
20,1.746E-4,88.184,0.080,179.965,-87.123,0.186
21,3.134E-4,147.623,0.333,196.229,-0.320,0.334
22,1.676E-4,142.322,1.450,211.333,0.300,0.178
23,0.076,157.996,0.000,219.000,0.000,0.000
24,0.024,144.712,0.000,219.000,0.000,0.000
25,3.308E-4,157.888,0.000,211.556,-88.939,0.353
26,2.078E-4,131.510,0.321,214.032,-89.517,0.221
27,3.064E-4,158.261,91.373,211.438,0.164,0.327
28,1.990E-4,141.120,86.599,180.843,0.757,0.212
29,0.085,160.354,0.000,223.000,0.000,0.000
30,0.034,146.011,0.000,223.000,0.000,0.000
