 ,Area,Mean,Min,Max,Angle,Length
1,5.168E-4,183.138,0.813,227.415,-88.603,0.504
2,3.103E-4,165.465,1.000,232.105,-88.835,0.302
3,5.199E-4,184.698,1.000,213.069,-0.116,0.507
4,2.694E-4,170.122,0.333,210.318,-0.448,0.262
5,0.166,186.780,0.000,252.000,0.000,0.000
6,0.061,174.162,0.000,252.000,0.000,0.000
7,4.539E-4,136.770,0.883,219.333,-87.349,0.443
8,2.935E-4,124.071,1.011,191.301,-87.537,0.286
9,4.822E-4,163.452,1.000,202.046,1.123,0.470
10,3.030E-4,149.011,0.000,193.674,1.193,0.295
11,0.148,170.567,0.000,234.000,0.000,0.000
12,0.068,152.309,0.000,216.000,0.000,0.000
13,5.084E-4,180.720,58.850,225.921,-89.290,0.496
14,2.946E-4,157.722,100.000,217.667,-90.000,0.287
15,3.952E-4,161.299,0.555,226.667,-0.457,0.385
16,2.705E-4,160.939,0.333,218.905,0.223,0.263
17,0.149,188.399,0.000,240.000,0.000,0.000
18,0.059,160.968,0.000,238.000,0.000,0.000
19,5.252E-4,170.316,96.863,229.025,-89.771,0.512
20,3.271E-4,141.124,1.000,209.000,-90.000,0.318
21,3.973E-4,183.567,0.333,226.206,-0.606,0.387
22,2.579E-4,174.087,0.333,214.873,0.234,0.251
23,0.157,185.982,0.000,240.000,0.000,0.000
24,0.057,161.352,0.000,234.000,0.000,0.000
25,4.591E-4,168.103,80.529,220.698,-90.262,0.447
26,2.851E-4,154.053,74.000,206.333,-90.000,0.277
27,4.581E-4,178.066,2.382,216.315,0.131,0.446
28,2.694E-4,169.952,1.667,205.333,0.000,0.262
29,0.154,180.432,0.000,239.000,0.000,0.000
30,0.059,151.681,0.000,217.000,0.000,0.000
