 ,Area,Mean,Min,Max,Angle,Length
1,4.134E-4,135.563,0.213,213.559,-91.214,0.441
2,2.272E-4,99.584,0.333,218.923,-90.664,0.242
3,3.871E-4,162.237,0.541,213.691,1.166,0.413
4,2.228E-4,145.799,0.333,197.042,1.579,0.238
5,0.134,158.088,0.000,236.000,0.000,0.000
6,0.042,137.303,0.000,236.000,0.000,0.000
7,3.461E-4,124.552,0.186,188.574,-89.275,0.369
8,2.176E-4,103.112,0.180,179.657,-90.231,0.232
9,2.875E-4,148.504,0.142,196.333,1.746,0.307
10,2.141E-4,132.264,7.801,176.333,-0.235,0.228
11,0.096,153.041,0.000,214.000,0.000,0.000
12,0.041,131.740,0.000,209.000,0.000,0.000
13,3.959E-4,150.582,44.090,210.632,-89.620,0.423
14,2.429E-4,131.985,89.043,192.913,-90.827,0.259
15,3.190E-4,159.638,0.033,209.333,0.315,0.340
16,2.237E-4,134.773,0.333,198.000,0.000,0.238
17,0.118,167.539,0.000,224.000,0.000,0.000
18,0.044,145.249,0.000,224.000,0.000,0.000
19,3.522E-4,129.675,0.333,199.333,-89.572,0.376
20,2.438E-4,133.278,0.667,182.667,-90.000,0.260
21,3.251E-4,136.639,0.629,190.667,-1.081,0.347
22,2.089E-4,128.595,0.181,178.952,-0.241,0.222
23,0.094,151.592,0.000,210.000,0.000,0.000
24,0.044,132.666,0.000,204.000,0.000,0.000
25,3.697E-4,123.788,0.355,184.652,-92.036,0.395
26,2.080E-4,115.469,0.509,179.277,-90.242,0.222
27,3.496E-4,137.247,1.254,181.799,-1.436,0.373
28,2.115E-4,139.793,0.333,202.333,-0.238,0.225
29,0.108,161.055,0.000,233.000,0.000,0.000
30,0.040,142.042,0.000,204.000,0.000,0.000
