SENSOR,Date,Time,LightRaw,LightCrrx,Light_int_10m,depth,old_date
12081,2021-07-13,18:10:00,88,11.5368,0.00692208,shallow,13/07/2021 
12081,2021-07-13,18:20:00,51,6.6861,0.00401166,shallow,13/07/2021 
12081,2021-07-13,18:30:00,30,3.933,0.0023598,shallow,13/07/2021 
12081,2021-07-13,18:40:00,20,2.622,0.0015732,shallow,13/07/2021 
12081,2021-07-13,18:50:00,16,2.0976,0.00125856,shallow,13/07/2021 
12081,2021-07-13,19:00:00,3,0.3933,0.00023598,shallow,13/07/2021 
12081,2021-07-13,19:10:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,19:20:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,19:30:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,19:40:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,19:50:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,20:00:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,20:10:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,20:20:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,20:30:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,20:40:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,20:50:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,21:00:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,21:10:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,21:20:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,21:30:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,21:40:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,21:50:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,22:00:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,22:10:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,22:20:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,22:30:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,22:40:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,22:50:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,23:00:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,23:10:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,23:20:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,23:30:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,23:40:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,23:50:00,0,0,0,shallow,13/07/2021 
12081,2021-07-13,24:00:00,0,0,0,shallow,13/07/2021 
12081,2021-07-14,0:10:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,0:20:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,0:30:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,0:40:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,0:50:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,1:00:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,1:10:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,1:20:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,1:30:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,1:40:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,1:50:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,2:00:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,2:10:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,2:20:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,2:30:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,2:40:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,2:50:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,3:00:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,3:10:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,3:20:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,3:30:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,3:40:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,3:50:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,4:00:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,4:10:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,4:20:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,4:30:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,4:40:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,4:50:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,5:00:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,5:10:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,5:20:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,5:30:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,5:40:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,5:50:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,6:00:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,6:10:00,9,1.1799,0.00070794,shallow,14/07/2021 
12081,2021-07-14,6:20:00,27,3.5397,0.00212382,shallow,14/07/2021 
12081,2021-07-14,6:30:00,53,6.9483,0.00416898,shallow,14/07/2021 
12081,2021-07-14,6:40:00,86,11.2746,0.00676476,shallow,14/07/2021 
12081,2021-07-14,6:50:00,125,16.3875,0.0098325,shallow,14/07/2021 
12081,2021-07-14,7:00:00,171,22.4181,0.01345086,shallow,14/07/2021 
12081,2021-07-14,7:10:00,222,29.1042,0.01746252,shallow,14/07/2021 
12081,2021-07-14,7:20:00,281,36.8391,0.02210346,shallow,14/07/2021 
12081,2021-07-14,7:30:00,343,44.9673,0.02698038,shallow,14/07/2021 
12081,2021-07-14,7:40:00,416,54.5376,0.03272256,shallow,14/07/2021 
12081,2021-07-14,7:50:00,492,64.5012,0.03870072,shallow,14/07/2021 
12081,2021-07-14,8:00:00,567,74.3337,0.04460022,shallow,14/07/2021 
12081,2021-07-14,8:10:00,644,84.4284,0.05065704,shallow,14/07/2021 
12081,2021-07-14,8:20:00,715,93.7365,0.0562419,shallow,14/07/2021 
12081,2021-07-14,8:30:00,773,101.3403,0.06080418,shallow,14/07/2021 
12081,2021-07-14,8:40:00,892,116.9412,0.07016472,shallow,14/07/2021 
12081,2021-07-14,8:50:00,983,128.8713,0.07732278,shallow,14/07/2021 
12081,2021-07-14,9:00:00,1071,140.4081,0.08424486,shallow,14/07/2021 
12081,2021-07-14,9:10:00,1159,151.9449,0.09116694,shallow,14/07/2021 
12081,2021-07-14,9:20:00,1244,163.0884,0.09785304,shallow,14/07/2021 
12081,2021-07-14,9:30:00,1298,170.1678,0.10210068,shallow,14/07/2021 
12081,2021-07-14,9:40:00,1371,179.7381,0.10784286,shallow,14/07/2021 
12081,2021-07-14,9:50:00,1440,188.784,0.1132704,shallow,14/07/2021 
12081,2021-07-14,10:00:00,1523,199.6653,0.11979918,shallow,14/07/2021 
12081,2021-07-14,10:10:00,1595,209.1045,0.1254627,shallow,14/07/2021 
12081,2021-07-14,10:20:00,1682,220.5102,0.13230612,shallow,14/07/2021 
12081,2021-07-14,10:30:00,1761,230.8671,0.13852026,shallow,14/07/2021 
12081,2021-07-14,10:40:00,1797,235.5867,0.14135202,shallow,14/07/2021 
12081,2021-07-14,10:50:00,1864,244.3704,0.14662224,shallow,14/07/2021 
12081,2021-07-14,11:00:00,1926,252.4986,0.15149916,shallow,14/07/2021 
12081,2021-07-14,11:10:00,1978,259.3158,0.15558948,shallow,14/07/2021 
12081,2021-07-14,11:20:00,2017,264.4287,0.15865722,shallow,14/07/2021 
12081,2021-07-14,11:30:00,2050,268.755,0.161253,shallow,14/07/2021 
12081,2021-07-14,11:40:00,2084,273.2124,0.16392744,shallow,14/07/2021 
12081,2021-07-14,11:50:00,2121,278.0631,0.16683786,shallow,14/07/2021 
12081,2021-07-14,12:00:00,2148,281.6028,0.16896168,shallow,14/07/2021 
12081,2021-07-14,12:10:00,2167,284.0937,0.17045622,shallow,14/07/2021 
12081,2021-07-14,12:20:00,2171,284.6181,0.17077086,shallow,14/07/2021 
12081,2021-07-14,12:30:00,2164,283.7004,0.17022024,shallow,14/07/2021 
12081,2021-07-14,12:40:00,2174,285.0114,0.17100684,shallow,14/07/2021 
12081,2021-07-14,12:50:00,2178,285.5358,0.17132148,shallow,14/07/2021 
12081,2021-07-14,13:00:00,2146,281.3406,0.16880436,shallow,14/07/2021 
12081,2021-07-14,13:10:00,2101,275.4411,0.16526466,shallow,14/07/2021 
12081,2021-07-14,13:20:00,1269,166.3659,0.09981954,shallow,14/07/2021 
12081,2021-07-14,13:30:00,1880,246.468,0.1478808,shallow,14/07/2021 
12081,2021-07-14,13:40:00,1926,252.4986,0.15149916,shallow,14/07/2021 
12081,2021-07-14,13:50:00,1665,218.2815,0.1309689,shallow,14/07/2021 
12081,2021-07-14,14:00:00,1596,209.2356,0.12554136,shallow,14/07/2021 
12081,2021-07-14,14:10:00,1326,173.8386,0.10430316,shallow,14/07/2021 
12081,2021-07-14,14:20:00,1218,159.6798,0.09580788,shallow,14/07/2021 
12081,2021-07-14,14:30:00,657,86.1327,0.05167962,shallow,14/07/2021 
12081,2021-07-14,14:40:00,694,90.9834,0.05459004,shallow,14/07/2021 
12081,2021-07-14,14:50:00,762,99.8982,0.05993892,shallow,14/07/2021 
12081,2021-07-14,15:00:00,1056,138.4416,0.08306496,shallow,14/07/2021 
12081,2021-07-14,15:10:00,897,117.5967,0.07055802,shallow,14/07/2021 
12081,2021-07-14,15:20:00,501,65.6811,0.03940866,shallow,14/07/2021 
12081,2021-07-14,15:30:00,769,100.8159,0.06048954,shallow,14/07/2021 
12081,2021-07-14,15:40:00,796,104.3556,0.06261336,shallow,14/07/2021 
12081,2021-07-14,15:50:00,465,60.9615,0.0365769,shallow,14/07/2021 
12081,2021-07-14,16:00:00,537,70.4007,0.04224042,shallow,14/07/2021 
12081,2021-07-14,16:10:00,780,102.258,0.0613548,shallow,14/07/2021 
12081,2021-07-14,16:20:00,853,111.8283,0.06709698,shallow,14/07/2021 
12081,2021-07-14,16:30:00,893,117.0723,0.07024338,shallow,14/07/2021 
12081,2021-07-14,16:40:00,734,96.2274,0.05773644,shallow,14/07/2021 
12081,2021-07-14,16:50:00,604,79.1844,0.04751064,shallow,14/07/2021 
12081,2021-07-14,17:00:00,545,71.4495,0.0428697,shallow,14/07/2021 
12081,2021-07-14,17:10:00,204,26.7444,0.01604664,shallow,14/07/2021 
12081,2021-07-14,17:20:00,161,21.1071,0.01266426,shallow,14/07/2021 
12081,2021-07-14,17:30:00,116,15.2076,0.00912456,shallow,14/07/2021 
12081,2021-07-14,17:40:00,92,12.0612,0.00723672,shallow,14/07/2021 
12081,2021-07-14,17:50:00,90,11.799,0.0070794,shallow,14/07/2021 
12081,2021-07-14,18:00:00,107,14.0277,0.00841662,shallow,14/07/2021 
12081,2021-07-14,18:10:00,119,15.6009,0.00936054,shallow,14/07/2021 
12081,2021-07-14,18:20:00,110,14.421,0.0086526,shallow,14/07/2021 
12081,2021-07-14,18:30:00,89,11.6679,0.00700074,shallow,14/07/2021 
12081,2021-07-14,18:40:00,66,8.6526,0.00519156,shallow,14/07/2021 
12081,2021-07-14,18:50:00,48,6.2928,0.00377568,shallow,14/07/2021 
12081,2021-07-14,19:00:00,24,3.1464,0.00188784,shallow,14/07/2021 
12081,2021-07-14,19:10:00,4,0.5244,0.00031464,shallow,14/07/2021 
12081,2021-07-14,19:20:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,19:30:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,19:40:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,19:50:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,20:00:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,20:10:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,20:20:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,20:30:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,20:40:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,20:50:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,21:00:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,21:10:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,21:20:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,21:30:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,21:40:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,21:50:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,22:00:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,22:10:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,22:20:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,22:30:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,22:40:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,22:50:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,23:00:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,23:10:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,23:20:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,23:30:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,23:40:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,23:50:00,0,0,0,shallow,14/07/2021 
12081,2021-07-14,24:00:00,0,0,0,shallow,14/07/2021 
12081,2021-07-15,0:10:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,0:20:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,0:30:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,0:40:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,0:50:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,1:00:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,1:10:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,1:20:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,1:30:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,1:40:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,1:50:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,2:00:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,2:10:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,2:20:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,2:30:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,2:40:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,2:50:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,3:00:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,3:10:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,3:20:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,3:30:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,3:40:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,3:50:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,4:00:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,4:10:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,4:20:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,4:30:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,4:40:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,4:50:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,5:00:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,5:10:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,5:20:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,5:30:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,5:40:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,5:50:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,6:00:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,6:10:00,13,1.7043,0.00102258,shallow,15/07/2021 
12081,2021-07-15,6:20:00,33,4.3263,0.00259578,shallow,15/07/2021 
12081,2021-07-15,6:30:00,66,8.6526,0.00519156,shallow,15/07/2021 
12081,2021-07-15,6:40:00,100,13.11,0.007866,shallow,15/07/2021 
12081,2021-07-15,6:50:00,150,19.665,0.011799,shallow,15/07/2021 
12081,2021-07-15,7:00:00,203,26.6133,0.01596798,shallow,15/07/2021 
12081,2021-07-15,7:10:00,265,34.7415,0.0208449,shallow,15/07/2021 
12081,2021-07-15,7:20:00,338,44.3118,0.02658708,shallow,15/07/2021 
12081,2021-07-15,7:30:00,416,54.5376,0.03272256,shallow,15/07/2021 
12081,2021-07-15,7:40:00,492,64.5012,0.03870072,shallow,15/07/2021 
12081,2021-07-15,7:50:00,553,72.4983,0.04349898,shallow,15/07/2021 
12081,2021-07-15,8:00:00,633,82.9863,0.04979178,shallow,15/07/2021 
12081,2021-07-15,8:10:00,836,109.5996,0.06575976,shallow,15/07/2021 
12081,2021-07-15,8:20:00,834,109.3374,0.06560244,shallow,15/07/2021 
12081,2021-07-15,8:30:00,1000,131.1,0.07866,shallow,15/07/2021 
12081,2021-07-15,8:40:00,1077,141.1947,0.08471682,shallow,15/07/2021 
12081,2021-07-15,8:50:00,1021,133.8531,0.08031186,shallow,15/07/2021 
12081,2021-07-15,9:00:00,1160,152.076,0.0912456,shallow,15/07/2021 
12081,2021-07-15,9:10:00,1279,167.6769,0.10060614,shallow,15/07/2021 
12081,2021-07-15,9:20:00,1385,181.5735,0.1089441,shallow,15/07/2021 
12081,2021-07-15,9:30:00,1472,192.9792,0.11578752,shallow,15/07/2021 
12081,2021-07-15,9:40:00,1583,207.5313,0.12451878,shallow,15/07/2021 
12081,2021-07-15,9:50:00,1686,221.0346,0.13262076,shallow,15/07/2021 
12081,2021-07-15,10:00:00,1762,230.9982,0.13859892,shallow,15/07/2021 
12081,2021-07-15,10:10:00,1846,242.0106,0.14520636,shallow,15/07/2021 
12081,2021-07-15,10:20:00,1898,248.8278,0.14929668,shallow,15/07/2021 
12081,2021-07-15,10:30:00,1964,257.4804,0.15448824,shallow,15/07/2021 
12081,2021-07-15,10:40:00,1981,259.7091,0.15582546,shallow,15/07/2021 
12081,2021-07-15,10:50:00,2158,282.9138,0.16974828,shallow,15/07/2021 
12081,2021-07-15,11:00:00,2235,293.0085,0.1758051,shallow,15/07/2021 
12081,2021-07-15,11:10:00,2246,294.4506,0.17667036,shallow,15/07/2021 
12081,2021-07-15,11:20:00,2403,315.0333,0.18901998,shallow,15/07/2021 
12081,2021-07-15,11:30:00,2443,320.2773,0.19216638,shallow,15/07/2021 
12081,2021-07-15,11:40:00,1717,225.0987,0.13505922,shallow,15/07/2021 
12081,2021-07-15,11:50:00,1123,147.2253,0.08833518,shallow,15/07/2021 
12081,2021-07-15,12:00:00,1263,165.5793,0.09934758,shallow,15/07/2021 
12081,2021-07-15,12:10:00,2046,268.2306,0.16093836,shallow,15/07/2021 
12081,2021-07-15,12:20:00,1882,246.7302,0.14803812,shallow,15/07/2021 
12081,2021-07-15,12:30:00,2106,276.0966,0.16565796,shallow,15/07/2021 
12081,2021-07-15,12:40:00,2008,263.2488,0.15794928,shallow,15/07/2021 
12081,2021-07-15,12:50:00,1497,196.2567,0.11775402,shallow,15/07/2021 
12081,2021-07-15,13:00:00,2490,326.439,0.1958634,shallow,15/07/2021 
12081,2021-07-15,13:10:00,2545,333.6495,0.2001897,shallow,15/07/2021 
12081,2021-07-15,13:20:00,1739,227.9829,0.13678974,shallow,15/07/2021 
12081,2021-07-15,13:30:00,2099,275.1789,0.16510734,shallow,15/07/2021 
12081,2021-07-15,13:40:00,2034,266.6574,0.15999444,shallow,15/07/2021 
12081,2021-07-15,13:50:00,2081,272.8191,0.16369146,shallow,15/07/2021 
12081,2021-07-15,14:00:00,2157,282.7827,0.16966962,shallow,15/07/2021 
12081,2021-07-15,14:10:00,2140,280.554,0.1683324,shallow,15/07/2021 
12081,2021-07-15,14:20:00,1321,173.1831,0.10390986,shallow,15/07/2021 
12081,2021-07-15,14:30:00,971,127.2981,0.07637886,shallow,15/07/2021 
12081,2021-07-15,14:40:00,827,108.4197,0.06505182,shallow,15/07/2021 
12081,2021-07-15,14:50:00,756,99.1116,0.05946696,shallow,15/07/2021 
12081,2021-07-15,15:00:00,798,104.6178,0.06277068,shallow,15/07/2021 
12081,2021-07-15,15:10:00,701,91.9011,0.05514066,shallow,15/07/2021 
12081,2021-07-15,15:20:00,503,65.9433,0.03956598,shallow,15/07/2021 
12081,2021-07-15,15:30:00,529,69.3519,0.04161114,shallow,15/07/2021 
12081,2021-07-15,15:40:00,566,74.2026,0.04452156,shallow,15/07/2021 
12081,2021-07-15,15:50:00,566,74.2026,0.04452156,shallow,15/07/2021 
12081,2021-07-15,16:00:00,455,59.6505,0.0357903,shallow,15/07/2021 
12081,2021-07-15,16:10:00,601,78.7911,0.04727466,shallow,15/07/2021 
12081,2021-07-15,16:20:00,631,82.7241,0.04963446,shallow,15/07/2021 
12081,2021-07-15,16:30:00,427,55.9797,0.03358782,shallow,15/07/2021 
12081,2021-07-15,16:40:00,438,57.4218,0.03445308,shallow,15/07/2021 
12081,2021-07-15,16:50:00,474,62.1414,0.03728484,shallow,15/07/2021 
12081,2021-07-15,17:00:00,281,36.8391,0.02210346,shallow,15/07/2021 
12081,2021-07-15,17:10:00,297,38.9367,0.02336202,shallow,15/07/2021 
12081,2021-07-15,17:20:00,243,31.8573,0.01911438,shallow,15/07/2021 
12081,2021-07-15,17:30:00,176,23.0736,0.01384416,shallow,15/07/2021 
12081,2021-07-15,17:40:00,171,22.4181,0.01345086,shallow,15/07/2021 
12081,2021-07-15,17:50:00,135,17.6985,0.0106191,shallow,15/07/2021 
12081,2021-07-15,18:00:00,204,26.7444,0.01604664,shallow,15/07/2021 
12081,2021-07-15,18:10:00,138,18.0918,0.01085508,shallow,15/07/2021 
12081,2021-07-15,18:20:00,81,10.6191,0.00637146,shallow,15/07/2021 
12081,2021-07-15,18:30:00,52,6.8172,0.00409032,shallow,15/07/2021 
12081,2021-07-15,18:40:00,35,4.5885,0.0027531,shallow,15/07/2021 
12081,2021-07-15,18:50:00,26,3.4086,0.00204516,shallow,15/07/2021 
12081,2021-07-15,19:00:00,15,1.9665,0.0011799,shallow,15/07/2021 
12081,2021-07-15,19:10:00,3,0.3933,0.00023598,shallow,15/07/2021 
12081,2021-07-15,19:20:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,19:30:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,19:40:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,19:50:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,20:00:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,20:10:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,20:20:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,20:30:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,20:40:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,20:50:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,21:00:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,21:10:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,21:20:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,21:30:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,21:40:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,21:50:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,22:00:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,22:10:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,22:20:00,0,0,0,shallow,15/07/2021 
12081,2021-07-15,22:30:00,0,0,0,shallow,15/07/2021 
