#,Datetime,Shallow_DO,Shallow_Temp,Deep_DO,Deep_Temp
100,2021-07-19 15:15:00,7.77,28.96,7.74,28.9
101,2021-07-19 15:20:00,7.74,28.96,7.75,28.9
102,2021-07-19 15:25:00,7.75,28.96,7.75,28.9
103,2021-07-19 15:30:00,7.72,28.96,7.75,28.9
104,2021-07-19 15:35:00,7.7,28.96,7.76,28.9
105,2021-07-19 15:40:00,7.69,28.96,7.77,28.9
106,2021-07-19 15:45:00,7.69,28.96,7.77,28.9
107,2021-07-19 15:50:00,7.68,28.96,7.77,28.9
108,2021-07-19 15:55:00,7.7,28.96,7.78,28.9
109,2021-07-19 16:00:00,7.68,28.96,7.79,28.9
110,2021-07-19 16:05:00,7.68,28.96,7.79,28.9
111,2021-07-19 16:10:00,7.69,28.96,7.77,28.9
112,2021-07-19 16:15:00,7.66,28.96,7.8,28.9
113,2021-07-19 16:20:00,7.66,28.94,7.81,28.9
114,2021-07-19 16:25:00,7.63,28.94,7.79,28.9
115,2021-07-19 16:30:00,7.64,28.94,7.79,28.9
116,2021-07-19 16:35:00,7.65,28.94,7.79,28.9
117,2021-07-19 16:40:00,7.61,28.92,7.78,28.9
118,2021-07-19 16:45:00,7.62,28.92,7.79,28.9
119,2021-07-19 16:50:00,7.6,28.92,7.78,28.9
120,2021-07-19 16:55:00,7.61,28.92,7.81,28.88
121,2021-07-19 17:00:00,7.6,28.92,7.82,28.88
122,2021-07-19 17:05:00,7.59,28.92,7.86,28.88
123,2021-07-19 17:10:00,7.58,28.9,7.89,28.88
124,2021-07-19 17:15:00,7.56,28.9,7.88,28.88
125,2021-07-19 17:20:00,7.56,28.9,7.85,28.88
126,2021-07-19 17:25:00,7.55,28.9,7.88,28.88
127,2021-07-19 17:30:00,7.55,28.88,7.86,28.88
128,2021-07-19 17:35:00,7.54,28.88,7.83,28.88
129,2021-07-19 17:40:00,7.52,28.88,7.85,28.88
130,2021-07-19 17:45:00,7.5,28.88,7.85,28.88
131,2021-07-19 17:50:00,7.5,28.88,7.85,28.88
132,2021-07-19 17:55:00,7.48,28.88,7.88,28.88
133,2021-07-19 18:00:00,7.48,28.86,7.89,28.86
134,2021-07-19 18:05:00,7.45,28.86,7.85,28.86
135,2021-07-19 18:10:00,7.44,28.88,7.85,28.86
136,2021-07-19 18:15:00,7.45,28.86,7.83,28.88
137,2021-07-19 18:20:00,7.43,28.86,7.82,28.88
138,2021-07-19 18:25:00,7.41,28.86,7.81,28.88
139,2021-07-19 18:30:00,7.39,28.86,7.81,28.88
140,2021-07-19 18:35:00,7.39,28.86,7.81,28.88
141,2021-07-19 18:40:00,7.4,28.86,7.78,28.88
142,2021-07-19 18:45:00,7.32,28.86,7.75,28.9
143,2021-07-19 18:50:00,7.33,28.86,7.75,28.88
144,2021-07-19 18:55:00,7.33,28.86,7.77,28.88
145,2021-07-19 19:00:00,7.3,28.86,7.77,28.88
146,2021-07-19 19:05:00,7.33,28.86,7.77,28.88
147,2021-07-19 19:10:00,7.31,28.86,7.76,28.88
148,2021-07-19 19:15:00,7.29,28.86,7.78,28.86
149,2021-07-19 19:20:00,7.31,28.86,7.76,28.86
150,2021-07-19 19:25:00,7.27,28.86,7.76,28.86
151,2021-07-19 19:30:00,7.23,28.86,7.78,28.86
152,2021-07-19 19:35:00,7.25,28.84,7.75,28.86
153,2021-07-19 19:40:00,7.28,28.84,7.77,28.86
154,2021-07-19 19:45:00,7.21,28.84,7.74,28.86
155,2021-07-19 19:50:00,7.26,28.84,7.74,28.86
156,2021-07-19 19:55:00,7.28,28.84,7.73,28.86
157,2021-07-19 20:00:00,7.26,28.82,7.69,28.86
158,2021-07-19 20:05:00,7.28,28.82,7.74,28.86
159,2021-07-19 20:10:00,7.28,28.82,7.77,28.86
160,2021-07-19 20:15:00,7.28,28.82,7.76,28.86
161,2021-07-19 20:20:00,7.27,28.82,7.75,28.86
162,2021-07-19 20:25:00,7.29,28.82,7.77,28.86
163,2021-07-19 20:30:00,7.22,28.82,7.77,28.86
164,2021-07-19 20:35:00,7.19,28.82,7.75,28.86
165,2021-07-19 20:40:00,7.25,28.82,7.74,28.86
166,2021-07-19 20:45:00,7.23,28.82,7.67,28.86
167,2021-07-19 20:50:00,7.28,28.82,7.71,28.86
168,2021-07-19 20:55:00,7.22,28.82,7.73,28.86
169,2021-07-19 21:00:00,7.21,28.82,7.7,28.86
170,2021-07-19 21:05:00,7.23,28.82,7.69,28.86
171,2021-07-19 21:10:00,7.23,28.8,7.67,28.86
172,2021-07-19 21:15:00,7.26,28.8,7.68,28.86
173,2021-07-19 21:20:00,7.23,28.8,7.67,28.86
174,2021-07-19 21:25:00,7.2,28.8,7.7,28.84
175,2021-07-19 21:30:00,7.13,28.8,7.7,28.84
176,2021-07-19 21:35:00,7.17,28.8,7.7,28.84
177,2021-07-19 21:40:00,7.12,28.8,7.68,28.84
178,2021-07-19 21:45:00,7.16,28.8,7.74,28.84
179,2021-07-19 21:50:00,7.16,28.8,7.75,28.84
180,2021-07-19 21:55:00,7.16,28.8,7.73,28.84
181,2021-07-19 22:00:00,7.19,28.8,7.77,28.84
182,2021-07-19 22:05:00,7.23,28.78,7.7,28.84
183,2021-07-19 22:10:00,7.23,28.78,7.7,28.84
184,2021-07-19 22:15:00,7.21,28.78,7.73,28.84
185,2021-07-19 22:20:00,7.19,28.78,7.79,28.84
186,2021-07-19 22:25:00,7.23,28.78,7.78,28.84
187,2021-07-19 22:30:00,7.18,28.78,7.78,28.84
188,2021-07-19 22:35:00,7.18,28.78,7.75,28.84
189,2021-07-19 22:40:00,7.18,28.78,7.78,28.84
190,2021-07-19 22:45:00,7.15,28.78,7.74,28.84
191,2021-07-19 22:50:00,7.19,28.78,7.74,28.84
192,2021-07-19 22:55:00,7.16,28.78,7.74,28.84
193,2021-07-19 23:00:00,7.14,28.78,7.75,28.84
194,2021-07-19 23:05:00,7.14,28.78,7.74,28.84
195,2021-07-19 23:10:00,7.11,28.78,7.76,28.84
196,2021-07-19 23:15:00,7.15,28.78,7.74,28.84
197,2021-07-19 23:20:00,7.13,28.78,7.71,28.84
198,2021-07-19 23:25:00,7.12,28.8,7.7,28.84
199,2021-07-19 23:30:00,7.12,28.8,7.68,28.84
200,2021-07-19 23:35:00,7.12,28.8,7.65,28.84
201,2021-07-19 23:40:00,7.14,28.78,7.69,28.84
202,2021-07-19 23:45:00,7.12,28.78,7.63,28.84
203,2021-07-19 23:50:00,7.12,28.78,7.64,28.84
204,2021-07-19 23:55:00,7.09,28.78,7.67,28.84
205,2021-07-20 00:00:00,7.07,28.78,7.68,28.84
206,2021-07-20 00:05:00,7.05,28.78,7.7,28.84
207,2021-07-20 00:10:00,7.07,28.8,7.67,28.84
208,2021-07-20 00:15:00,7.05,28.78,7.67,28.84
209,2021-07-20 00:20:00,7.07,28.78,7.69,28.82
210,2021-07-20 00:25:00,7.07,28.78,7.65,28.82
211,2021-07-20 00:30:00,7.05,28.78,7.65,28.82
212,2021-07-20 00:35:00,7.01,28.78,7.59,28.82
213,2021-07-20 00:40:00,7.04,28.78,7.64,28.82
214,2021-07-20 00:45:00,7.09,28.78,7.67,28.82
215,2021-07-20 00:50:00,7.07,28.78,7.65,28.82
216,2021-07-20 00:55:00,7.05,28.76,7.69,28.82
217,2021-07-20 01:00:00,7.09,28.76,7.66,28.82
218,2021-07-20 01:05:00,7.06,28.76,7.68,28.82
219,2021-07-20 01:10:00,7.03,28.78,7.66,28.82
220,2021-07-20 01:15:00,7.01,28.78,7.69,28.82
221,2021-07-20 01:20:00,7.09,28.76,7.65,28.8
222,2021-07-20 01:25:00,7.05,28.76,7.7,28.8
223,2021-07-20 01:30:00,6.99,28.78,7.73,28.8
224,2021-07-20 01:35:00,6.98,28.78,7.73,28.8
225,2021-07-20 01:40:00,7.03,28.78,7.73,28.8
226,2021-07-20 01:45:00,7.01,28.78,7.71,28.8
227,2021-07-20 01:50:00,7.08,28.76,7.74,28.8
228,2021-07-20 01:55:00,7.13,28.74,7.7,28.78
229,2021-07-20 02:00:00,7.16,28.74,7.73,28.78
230,2021-07-20 02:05:00,7.14,28.74,7.73,28.78
231,2021-07-20 02:10:00,7.16,28.74,7.69,28.78
232,2021-07-20 02:15:00,7.18,28.72,7.69,28.78
233,2021-07-20 02:20:00,7.15,28.72,7.7,28.78
234,2021-07-20 02:25:00,7.13,28.72,7.67,28.78
235,2021-07-20 02:30:00,7.18,28.72,7.77,28.78
236,2021-07-20 02:35:00,7.17,28.72,7.76,28.78
237,2021-07-20 02:40:00,7.09,28.72,7.76,28.76
238,2021-07-20 02:45:00,7.08,28.72,7.74,28.78
239,2021-07-20 02:50:00,7.09,28.72,7.75,28.78
240,2021-07-20 02:55:00,7.07,28.72,7.73,28.78
241,2021-07-20 03:00:00,7.12,28.72,7.69,28.78
242,2021-07-20 03:05:00,7.15,28.72,7.67,28.78
243,2021-07-20 03:10:00,7.11,28.72,7.69,28.78
244,2021-07-20 03:15:00,7.09,28.72,7.68,28.78
245,2021-07-20 03:20:00,7.12,28.72,7.64,28.78
246,2021-07-20 03:25:00,7.09,28.72,7.63,28.78
247,2021-07-20 03:30:00,7.13,28.72,7.65,28.78
248,2021-07-20 03:35:00,7.08,28.72,7.67,28.78
249,2021-07-20 03:40:00,7.07,28.72,7.62,28.8
250,2021-07-20 03:45:00,7.08,28.72,7.63,28.8
251,2021-07-20 03:50:00,7.11,28.72,7.61,28.8
252,2021-07-20 03:55:00,7.05,28.72,7.61,28.8
253,2021-07-20 04:00:00,7.07,28.74,7.61,28.8
254,2021-07-20 04:05:00,7.06,28.74,7.65,28.8
255,2021-07-20 04:10:00,7.05,28.74,7.71,28.78
256,2021-07-20 04:15:00,7.01,28.74,7.71,28.78
257,2021-07-20 04:20:00,6.99,28.74,7.7,28.78
258,2021-07-20 04:25:00,7.04,28.74,7.69,28.78
259,2021-07-20 04:30:00,7.05,28.74,7.69,28.78
260,2021-07-20 04:35:00,7.02,28.74,7.76,28.76
261,2021-07-20 04:40:00,7.06,28.74,7.75,28.76
262,2021-07-20 04:45:00,7.07,28.72,7.73,28.76
263,2021-07-20 04:50:00,7.05,28.72,7.74,28.76
264,2021-07-20 04:55:00,7.06,28.72,7.76,28.76
265,2021-07-20 05:00:00,7.11,28.72,7.74,28.76
266,2021-07-20 05:05:00,7.07,28.72,7.73,28.76
267,2021-07-20 05:10:00,7.04,28.72,7.69,28.76
268,2021-07-20 05:15:00,7.07,28.72,7.73,28.76
269,2021-07-20 05:20:00,7.06,28.72,7.68,28.76
270,2021-07-20 05:25:00,7.04,28.72,7.73,28.76
271,2021-07-20 05:30:00,7.08,28.72,7.7,28.76
272,2021-07-20 05:35:00,7.06,28.72,7.7,28.76
273,2021-07-20 05:40:00,7.06,28.72,7.7,28.76
274,2021-07-20 05:45:00,7.04,28.7,7.69,28.76
275,2021-07-20 05:50:00,7.02,28.72,7.69,28.76
276,2021-07-20 05:55:00,7.05,28.7,7.68,28.76
277,2021-07-20 06:00:00,7.04,28.7,7.65,28.76
278,2021-07-20 06:05:00,7.05,28.7,7.66,28.76
279,2021-07-20 06:10:00,7.02,28.7,7.65,28.76
280,2021-07-20 06:15:00,7,28.7,7.62,28.76
281,2021-07-20 06:20:00,7.04,28.7,7.57,28.76
282,2021-07-20 06:25:00,7.03,28.7,7.58,28.76
283,2021-07-20 06:30:00,7.03,28.7,7.6,28.76
284,2021-07-20 06:35:00,7.02,28.7,7.62,28.76
285,2021-07-20 06:40:00,7.01,28.7,7.64,28.76
286,2021-07-20 06:45:00,7.02,28.7,7.64,28.74
287,2021-07-20 06:50:00,7.06,28.7,7.63,28.74
288,2021-07-20 06:55:00,7.05,28.7,7.66,28.74
289,2021-07-20 07:00:00,7.03,28.7,7.68,28.74
290,2021-07-20 07:05:00,7.05,28.7,7.68,28.72
291,2021-07-20 07:10:00,7.08,28.7,7.67,28.72
292,2021-07-20 07:15:00,7.14,28.7,7.68,28.72
293,2021-07-20 07:20:00,7.15,28.7,7.67,28.72
294,2021-07-20 07:25:00,7.14,28.7,7.66,28.72
295,2021-07-20 07:30:00,7.11,28.7,7.67,28.72
296,2021-07-20 07:35:00,7.12,28.7,7.65,28.72
297,2021-07-20 07:40:00,7.14,28.7,7.66,28.72
298,2021-07-20 07:45:00,7.16,28.7,7.65,28.72
299,2021-07-20 07:50:00,7.16,28.7,7.67,28.72
300,2021-07-20 07:55:00,7.16,28.7,7.65,28.72
301,2021-07-20 08:00:00,7.16,28.7,7.65,28.72
302,2021-07-20 08:05:00,7.17,28.7,7.64,28.72
303,2021-07-20 08:10:00,7.17,28.7,7.66,28.72
304,2021-07-20 08:15:00,7.19,28.7,7.66,28.72
305,2021-07-20 08:20:00,7.21,28.7,7.64,28.72
306,2021-07-20 08:25:00,7.23,28.7,7.65,28.72
307,2021-07-20 08:30:00,7.26,28.7,7.65,28.72
308,2021-07-20 08:35:00,7.26,28.7,7.64,28.72
309,2021-07-20 08:40:00,7.28,28.7,7.63,28.72
310,2021-07-20 08:45:00,7.3,28.7,7.63,28.72
311,2021-07-20 08:50:00,7.31,28.7,7.62,28.72
312,2021-07-20 08:55:00,7.32,28.7,7.61,28.72
313,2021-07-20 09:00:00,7.31,28.7,7.64,28.72
314,2021-07-20 09:05:00,7.31,28.7,7.64,28.72
315,2021-07-20 09:10:00,7.33,28.7,7.66,28.72
316,2021-07-20 09:15:00,7.36,28.7,7.65,28.72
317,2021-07-20 09:20:00,7.37,28.7,7.67,28.72
318,2021-07-20 09:25:00,7.41,28.7,7.66,28.72
319,2021-07-20 09:30:00,7.42,28.72,7.66,28.72
320,2021-07-20 09:35:00,7.42,28.72,7.66,28.72
321,2021-07-20 09:40:00,7.32,28.7,7.63,28.72
322,2021-07-20 09:45:00,7.3,28.7,7.64,28.72
323,2021-07-20 09:50:00,7.27,28.7,7.62,28.72
324,2021-07-20 09:55:00,7.27,28.7,7.6,28.72
325,2021-07-20 10:00:00,7.32,28.72,7.59,28.72
326,2021-07-20 10:05:00,7.39,28.72,7.62,28.74
327,2021-07-20 10:10:00,7.44,28.74,7.63,28.74
328,2021-07-20 10:15:00,7.49,28.74,7.62,28.74
329,2021-07-20 10:20:00,7.51,28.74,7.61,28.74
330,2021-07-20 10:25:00,7.55,28.76,7.61,28.74
331,2021-07-20 10:30:00,7.54,28.76,7.65,28.74
332,2021-07-20 10:35:00,7.59,28.76,7.67,28.74
333,2021-07-20 10:40:00,7.55,28.78,7.64,28.74
334,2021-07-20 10:45:00,7.52,28.78,7.65,28.74
335,2021-07-20 10:50:00,7.57,28.78,7.63,28.74
336,2021-07-20 10:55:00,7.64,28.8,7.63,28.74
337,2021-07-20 11:00:00,7.7,28.8,7.63,28.74
338,2021-07-20 11:05:00,7.66,28.8,7.64,28.74
339,2021-07-20 11:10:00,7.69,28.8,7.65,28.74
340,2021-07-20 11:15:00,7.68,28.82,7.62,28.74
341,2021-07-20 11:20:00,7.73,28.82,7.62,28.74
342,2021-07-20 11:25:00,7.76,28.82,7.63,28.74
343,2021-07-20 11:30:00,7.69,28.82,7.66,28.74
344,2021-07-20 11:35:00,7.76,28.84,7.67,28.76
345,2021-07-20 11:40:00,7.7,28.84,7.68,28.76
346,2021-07-20 11:45:00,7.73,28.84,7.68,28.76
347,2021-07-20 11:50:00,7.78,28.84,7.66,28.76
348,2021-07-20 11:55:00,7.77,28.84,7.66,28.76
349,2021-07-20 12:00:00,7.76,28.84,7.64,28.76
350,2021-07-20 12:05:00,7.79,28.86,7.63,28.76
351,2021-07-20 12:10:00,7.84,28.86,7.62,28.76
352,2021-07-20 12:15:00,7.79,28.86,7.64,28.76
353,2021-07-20 12:20:00,7.83,28.86,7.65,28.76
354,2021-07-20 12:25:00,7.76,28.88,7.62,28.76
355,2021-07-20 12:30:00,7.8,28.88,7.66,28.76
356,2021-07-20 12:35:00,7.83,28.88,7.65,28.78
357,2021-07-20 12:40:00,7.76,28.88,7.67,28.78
358,2021-07-20 12:45:00,7.8,28.9,7.64,28.78
359,2021-07-20 12:50:00,7.79,28.9,7.65,28.78
360,2021-07-20 12:55:00,7.75,28.9,7.65,28.78
361,2021-07-20 13:00:00,7.77,28.9,7.66,28.78
362,2021-07-20 13:05:00,7.74,28.9,7.65,28.78
363,2021-07-20 13:10:00,7.8,28.92,7.65,28.78
364,2021-07-20 13:15:00,7.79,28.92,7.65,28.78
365,2021-07-20 13:20:00,7.66,28.92,7.67,28.76
366,2021-07-20 13:25:00,7.73,28.92,7.65,28.76
367,2021-07-20 13:30:00,7.77,28.92,7.63,28.76
368,2021-07-20 13:35:00,7.8,28.92,7.68,28.76
369,2021-07-20 13:40:00,7.78,28.94,7.68,28.76
370,2021-07-20 13:45:00,7.83,28.94,7.67,28.76
371,2021-07-20 13:50:00,7.79,28.94,7.67,28.74
372,2021-07-20 13:55:00,7.74,28.94,7.66,28.74
373,2021-07-20 14:00:00,7.77,28.96,7.67,28.74
374,2021-07-20 14:05:00,7.74,28.96,7.66,28.74
375,2021-07-20 14:10:00,7.77,28.96,7.66,28.74
376,2021-07-20 14:15:00,7.74,28.96,7.65,28.74
377,2021-07-20 14:20:00,7.73,28.96,7.6,28.74
378,2021-07-20 14:25:00,7.78,28.96,7.62,28.74
379,2021-07-20 14:30:00,7.69,28.94,7.68,28.74
380,2021-07-20 14:35:00,7.59,28.94,7.67,28.74
381,2021-07-20 14:40:00,7.49,28.94,7.66,28.74
382,2021-07-20 14:45:00,7.5,28.94,7.65,28.74
383,2021-07-20 14:50:00,7.56,28.94,7.65,28.74
384,2021-07-20 14:55:00,7.55,28.94,7.63,28.74
385,2021-07-20 15:00:00,7.59,28.94,7.63,28.74
386,2021-07-20 15:05:00,7.55,28.96,7.6,28.74
387,2021-07-20 15:10:00,7.59,28.96,7.61,28.74
388,2021-07-20 15:15:00,7.62,28.96,7.59,28.74
389,2021-07-20 15:20:00,7.61,28.96,7.57,28.74
390,2021-07-20 15:25:00,7.61,28.96,7.57,28.74
391,2021-07-20 15:30:00,7.65,28.96,7.63,28.74
392,2021-07-20 15:35:00,7.63,28.96,7.61,28.74
393,2021-07-20 15:40:00,7.68,28.96,7.63,28.74
394,2021-07-20 15:45:00,7.69,28.98,7.59,28.76
395,2021-07-20 15:50:00,7.64,28.98,7.61,28.76
396,2021-07-20 15:55:00,7.64,28.98,7.61,28.76
397,2021-07-20 16:00:00,7.62,28.98,7.57,28.76
398,2021-07-20 16:05:00,7.62,28.98,7.6,28.76
399,2021-07-20 16:10:00,7.62,28.98,7.59,28.76
400,2021-07-20 16:15:00,7.65,28.98,7.54,28.76
401,2021-07-20 16:20:00,7.65,28.98,7.5,28.76
402,2021-07-20 16:25:00,7.62,28.98,7.54,28.76
403,2021-07-20 16:30:00,7.62,28.96,7.49,28.76
404,2021-07-20 16:35:00,7.62,28.96,7.5,28.76
405,2021-07-20 16:40:00,7.63,28.96,7.46,28.76
406,2021-07-20 16:45:00,7.61,28.94,7.52,28.76
407,2021-07-20 16:50:00,7.59,28.94,7.49,28.76
408,2021-07-20 16:55:00,7.59,28.94,7.52,28.76
409,2021-07-20 17:00:00,7.59,28.94,7.45,28.76
410,2021-07-20 17:05:00,7.58,28.94,7.4,28.76
411,2021-07-20 17:10:00,7.58,28.94,7.36,28.76
412,2021-07-20 17:15:00,7.57,28.94,7.39,28.76
413,2021-07-20 17:20:00,7.56,28.94,7.35,28.76
414,2021-07-20 17:25:00,7.56,28.92,7.39,28.76
415,2021-07-20 17:30:00,7.51,28.92,7.35,28.76
416,2021-07-20 17:35:00,7.51,28.92,7.31,28.76
417,2021-07-20 17:40:00,7.5,28.92,7.28,28.76
418,2021-07-20 17:45:00,7.49,28.92,7.42,28.76
419,2021-07-20 17:50:00,7.47,28.92,7.29,28.76
420,2021-07-20 17:55:00,7.46,28.92,7.28,28.76
421,2021-07-20 18:00:00,7.46,28.9,7.29,28.76
422,2021-07-20 18:05:00,7.46,28.88,7.29,28.76
423,2021-07-20 18:10:00,7.44,28.88,7.18,28.76
424,2021-07-20 18:15:00,7.42,28.88,7.54,28.76
425,2021-07-20 18:20:00,7.4,28.88,7.27,28.76
426,2021-07-20 18:25:00,7.44,28.88,7.23,28.76
427,2021-07-20 18:30:00,7.37,28.88,7.46,28.76
428,2021-07-20 18:35:00,7.37,28.86,7.05,28.76
429,2021-07-20 18:40:00,7.37,28.86,7.23,28.76
430,2021-07-20 18:45:00,7.33,28.86,7.22,28.76
431,2021-07-20 18:50:00,7.31,28.86,7.17,28.76
432,2021-07-20 18:55:00,7.29,28.86,7.42,28.76
433,2021-07-20 19:00:00,7.33,28.86,7.15,28.8
434,2021-07-20 19:05:00,7.29,28.86,7.04,28.78
435,2021-07-20 19:10:00,7.27,28.86,7.2,28.78
436,2021-07-20 19:15:00,7.21,28.86,7.36,28.8
437,2021-07-20 19:20:00,7.28,28.84,7.34,28.8
438,2021-07-20 19:25:00,7.27,28.82,7.4,28.8
439,2021-07-20 19:30:00,7.3,28.82,7.45,28.8
440,2021-07-20 19:35:00,7.29,28.8,7.44,28.8
441,2021-07-20 19:40:00,7.26,28.8,7.4,28.8
442,2021-07-20 19:45:00,7.21,28.8,7.38,28.8
443,2021-07-20 19:50:00,7.22,28.8,7.44,28.8
444,2021-07-20 19:55:00,7.27,28.78,7.42,28.8
445,2021-07-20 20:00:00,7.25,28.78,7.36,28.8
446,2021-07-20 20:05:00,7.2,28.78,7.31,28.8
447,2021-07-20 20:10:00,7.27,28.76,7.39,28.8
448,2021-07-20 20:15:00,7.28,28.76,7.28,28.8
449,2021-07-20 20:20:00,7.25,28.76,7.84,28.8
450,2021-07-20 20:25:00,7.21,28.74,7.81,28.8
451,2021-07-20 20:30:00,7.18,28.74,7.83,28.8
452,2021-07-20 20:35:00,7.15,28.74,7.84,28.8
453,2021-07-20 20:40:00,7.13,28.74,7.83,28.8
454,2021-07-20 20:45:00,7.11,28.74,7.83,28.8
455,2021-07-20 20:50:00,7.18,28.74,7.82,28.8
456,2021-07-20 20:55:00,7.25,28.72,7.8,28.8
457,2021-07-20 21:00:00,7.21,28.72,7.76,28.8
458,2021-07-20 21:05:00,7.22,28.72,7.73,28.78
459,2021-07-20 21:10:00,7.15,28.72,7.76,28.78
460,2021-07-20 21:15:00,7.15,28.72,7.71,28.78
461,2021-07-20 21:20:00,7.13,28.72,7.79,28.78
462,2021-07-20 21:25:00,7.21,28.7,7.81,28.78
463,2021-07-20 21:30:00,7.22,28.7,7.77,28.78
464,2021-07-20 21:35:00,7.12,28.7,7.75,28.78
465,2021-07-20 21:40:00,7.09,28.7,7.81,28.78
466,2021-07-20 21:45:00,7.07,28.7,7.79,28.78
467,2021-07-20 21:50:00,7.22,28.7,7.79,28.78
468,2021-07-20 21:55:00,7.3,28.68,7.8,28.78
469,2021-07-20 22:00:00,7.19,28.68,7.81,28.78
470,2021-07-20 22:05:00,7.25,28.68,7.8,28.78
471,2021-07-20 22:10:00,7.28,28.68,7.83,28.76
472,2021-07-20 22:15:00,7.19,28.66,7.79,28.76
473,2021-07-20 22:20:00,7.19,28.66,7.8,28.76
474,2021-07-20 22:25:00,7.11,28.68,7.79,28.76
475,2021-07-20 22:30:00,7.16,28.68,7.81,28.76
476,2021-07-20 22:35:00,7.18,28.68,7.8,28.76
477,2021-07-20 22:40:00,7.08,28.68,7.79,28.76
478,2021-07-20 22:45:00,7.07,28.68,7.75,28.76
479,2021-07-20 22:50:00,7.12,28.7,7.77,28.76
480,2021-07-20 22:55:00,7.06,28.7,7.78,28.76
481,2021-07-20 23:00:00,7.09,28.7,7.76,28.76
482,2021-07-20 23:05:00,7.11,28.7,7.78,28.76
483,2021-07-20 23:10:00,7.09,28.7,7.77,28.76
484,2021-07-20 23:15:00,7.09,28.7,7.76,28.78
485,2021-07-20 23:20:00,7.09,28.7,7.75,28.78
486,2021-07-20 23:25:00,7.06,28.7,7.76,28.78
487,2021-07-20 23:30:00,7.02,28.72,7.77,28.78
488,2021-07-20 23:35:00,7.05,28.72,7.77,28.76
489,2021-07-20 23:40:00,7.03,28.72,7.78,28.78
490,2021-07-20 23:45:00,7.04,28.72,7.8,28.76
491,2021-07-20 23:50:00,7.04,28.72,7.84,28.76
492,2021-07-20 23:55:00,6.97,28.72,7.83,28.76
493,2021-07-21 00:00:00,7.05,28.72,7.79,28.76
494,2021-07-21 00:05:00,7.02,28.72,7.8,28.76
495,2021-07-21 00:10:00,7.13,28.72,7.76,28.76
496,2021-07-21 00:15:00,7.07,28.7,7.82,28.76
497,2021-07-21 00:20:00,7.03,28.7,7.8,28.76
498,2021-07-21 00:25:00,7.04,28.7,7.84,28.76
499,2021-07-21 00:30:00,7.06,28.7,7.82,28.76
500,2021-07-21 00:35:00,7.03,28.7,7.79,28.76
501,2021-07-21 00:40:00,7.02,28.7,7.79,28.76
502,2021-07-21 00:45:00,7.04,28.7,7.8,28.76
503,2021-07-21 00:50:00,7,28.7,7.84,28.74
504,2021-07-21 00:55:00,7.02,28.68,7.84,28.74
505,2021-07-21 01:00:00,7.09,28.68,7.83,28.74
506,2021-07-21 01:05:00,6.99,28.68,7.79,28.74
507,2021-07-21 01:10:00,7,28.68,7.8,28.74
508,2021-07-21 01:15:00,6.97,28.68,7.78,28.74
509,2021-07-21 01:20:00,7.01,28.68,7.8,28.74
510,2021-07-21 01:25:00,6.99,28.68,7.8,28.74
511,2021-07-21 01:30:00,6.94,28.68,7.8,28.74
512,2021-07-21 01:35:00,7.07,28.66,7.79,28.74
513,2021-07-21 01:40:00,7.02,28.68,7.79,28.74
514,2021-07-21 01:45:00,6.93,28.68,7.79,28.74
515,2021-07-21 01:50:00,6.93,28.68,7.78,28.74
516,2021-07-21 01:55:00,6.97,28.68,7.79,28.74
517,2021-07-21 02:00:00,6.93,28.68,7.8,28.72
518,2021-07-21 02:05:00,6.96,28.68,7.82,28.72
519,2021-07-21 02:10:00,6.94,28.68,7.81,28.72
520,2021-07-21 02:15:00,7.02,28.68,7.82,28.72
521,2021-07-21 02:20:00,7.05,28.66,7.82,28.72
522,2021-07-21 02:25:00,7.01,28.66,7.84,28.72
523,2021-07-21 02:30:00,6.97,28.66,7.85,28.72
524,2021-07-21 02:35:00,7.04,28.66,7.82,28.72
525,2021-07-21 02:40:00,6.99,28.66,7.79,28.72
526,2021-07-21 02:45:00,7.04,28.66,7.8,28.72
527,2021-07-21 02:50:00,7.03,28.66,7.76,28.72
528,2021-07-21 02:55:00,6.98,28.66,7.67,28.72
529,2021-07-21 03:00:00,7.01,28.64,7.71,28.72
530,2021-07-21 03:05:00,6.97,28.64,7.68,28.72
531,2021-07-21 03:10:00,6.92,28.64,7.68,28.72
532,2021-07-21 03:15:00,6.97,28.64,7.68,28.72
533,2021-07-21 03:20:00,6.96,28.64,7.65,28.72
534,2021-07-21 03:25:00,6.92,28.64,7.79,28.72
535,2021-07-21 03:30:00,6.98,28.64,7.81,28.72
536,2021-07-21 03:35:00,7,28.64,7.76,28.72
537,2021-07-21 03:40:00,6.96,28.64,7.77,28.72
538,2021-07-21 03:45:00,6.92,28.64,7.75,28.72
539,2021-07-21 03:50:00,6.9,28.66,7.75,28.72
540,2021-07-21 03:55:00,6.94,28.64,7.71,28.72
541,2021-07-21 04:00:00,6.93,28.64,7.75,28.72
542,2021-07-21 04:05:00,6.93,28.64,7.75,28.7
543,2021-07-21 04:10:00,6.94,28.64,7.76,28.7
544,2021-07-21 04:15:00,6.93,28.64,7.76,28.7
545,2021-07-21 04:20:00,6.94,28.64,7.75,28.7
546,2021-07-21 04:25:00,7,28.64,7.74,28.7
547,2021-07-21 04:30:00,7,28.64,7.75,28.7
548,2021-07-21 04:35:00,6.96,28.64,7.73,28.7
549,2021-07-21 04:40:00,6.91,28.64,7.71,28.7
