Date,Time,LightRaw,LightCrrx,Light_int_10m,depth,datetime
2021-07-13,10:10:00,174,22.8114,0.01368684,shallow,2021-07-13T14:10:00Z
2021-07-13,10:20:00,500,65.55,0.03933,shallow,2021-07-13T14:20:00Z
2021-07-13,10:30:00,1131,148.2741,0.08896446,shallow,2021-07-13T14:30:00Z
2021-07-13,10:40:00,1309,171.6099,0.10296594,shallow,2021-07-13T14:40:00Z
2021-07-13,10:50:00,866,113.5326,0.06811956,shallow,2021-07-13T14:50:00Z
2021-07-13,11:00:00,601,78.7911,0.04727466,shallow,2021-07-13T15:00:00Z
2021-07-13,11:10:00,616,80.7576,0.04845456,shallow,2021-07-13T15:10:00Z
2021-07-13,11:20:00,1281,167.9391,0.10076346,shallow,2021-07-13T15:20:00Z
2021-07-13,11:30:00,1207,158.2377,0.09494262,shallow,2021-07-13T15:30:00Z
2021-07-13,11:40:00,1125,147.4875,0.0884925,shallow,2021-07-13T15:40:00Z
2021-07-13,11:50:00,1503,197.0433,0.11822598,shallow,2021-07-13T15:50:00Z
2021-07-13,12:00:00,1585,207.7935,0.1246761,shallow,2021-07-13T16:00:00Z
2021-07-13,12:10:00,1527,200.1897,0.12011382,shallow,2021-07-13T16:10:00Z
2021-07-13,12:20:00,1527,200.1897,0.12011382,shallow,2021-07-13T16:20:00Z
2021-07-13,12:30:00,1481,194.1591,0.11649546,shallow,2021-07-13T16:30:00Z
2021-07-13,12:40:00,1558,204.2538,0.12255228,shallow,2021-07-13T16:40:00Z
2021-07-13,12:50:00,1530,200.583,0.1203498,shallow,2021-07-13T16:50:00Z
2021-07-13,13:00:00,1098,143.9478,0.08636868,shallow,2021-07-13T17:00:00Z
2021-07-13,13:10:00,1552,203.4672,0.12208032,shallow,2021-07-13T17:10:00Z
2021-07-13,13:20:00,1494,195.8634,0.11751804,shallow,2021-07-13T17:20:00Z
2021-07-13,13:30:00,1115,146.1765,0.0877059,shallow,2021-07-13T17:30:00Z
2021-07-13,13:40:00,1106,144.9966,0.08699796,shallow,2021-07-13T17:40:00Z
2021-07-13,13:50:00,1336,175.1496,0.10508976,shallow,2021-07-13T17:50:00Z
2021-07-13,14:00:00,1010,132.411,0.0794466,shallow,2021-07-13T18:00:00Z
2021-07-13,14:10:00,658,86.2638,0.05175828,shallow,2021-07-13T18:10:00Z
2021-07-13,14:20:00,591,77.4801,0.04648806,shallow,2021-07-13T18:20:00Z
2021-07-13,14:30:00,764,100.1604,0.06009624,shallow,2021-07-13T18:30:00Z
2021-07-13,14:40:00,627,82.199700000000007,0.04931982,shallow,2021-07-13T18:40:00Z
2021-07-13,14:50:00,873,114.4503,0.06867018,shallow,2021-07-13T18:50:00Z
2021-07-13,15:00:00,654,85.7394,0.05144364,shallow,2021-07-13T19:00:00Z
2021-07-13,15:10:00,356,46.6716,0.02800296,shallow,2021-07-13T19:10:00Z
2021-07-13,15:20:00,468,61.3548,0.03681288,shallow,2021-07-13T19:20:00Z
2021-07-13,15:30:00,460,60.306,0.0361836,shallow,2021-07-13T19:30:00Z
2021-07-13,15:40:00,241,31.5951,0.01895706,shallow,2021-07-13T19:40:00Z
2021-07-13,15:50:00,308,40.3788,0.02422728,shallow,2021-07-13T19:50:00Z
2021-07-13,16:00:00,250,32.775,0.019665,shallow,2021-07-13T20:00:00Z
2021-07-13,16:10:00,202,26.4822,0.01588932,shallow,2021-07-13T20:10:00Z
2021-07-13,16:20:00,197,25.8267,0.01549602,shallow,2021-07-13T20:20:00Z
2021-07-13,16:30:00,235,30.8085,0.0184851,shallow,2021-07-13T20:30:00Z
2021-07-13,16:40:00,248,32.5128,0.01950768,shallow,2021-07-13T20:40:00Z
2021-07-13,16:50:00,281,36.8391,0.02210346,shallow,2021-07-13T20:50:00Z
2021-07-13,17:00:00,432,56.6352,0.03398112,shallow,2021-07-13T21:00:00Z
2021-07-13,17:10:00,277,36.3147,0.02178882,shallow,2021-07-13T21:10:00Z
2021-07-13,17:20:00,268,35.1348,0.02108088,shallow,2021-07-13T21:20:00Z
2021-07-13,17:30:00,195,25.5645,0.0153387,shallow,2021-07-13T21:30:00Z
2021-07-13,17:40:00,173,22.6803,0.01360818,shallow,2021-07-13T21:40:00Z
2021-07-13,17:50:00,105,13.7655,0.0082593,shallow,2021-07-13T21:50:00Z
2021-07-13,18:00:00,90,11.799,0.0070794,shallow,2021-07-13T22:00:00Z
2021-07-13,18:10:00,88,11.5368,0.00692208,shallow,2021-07-13T22:10:00Z
2021-07-13,18:20:00,51,6.6861,0.00401166,shallow,2021-07-13T22:20:00Z
2021-07-13,18:30:00,30,3.933,0.0023598,shallow,2021-07-13T22:30:00Z
2021-07-13,18:40:00,20,2.622,0.0015732,shallow,2021-07-13T22:40:00Z
2021-07-13,18:50:00,16,2.0976,0.00125856,shallow,2021-07-13T22:50:00Z
2021-07-13,19:00:00,3,0.3933,2.3598e-4,shallow,2021-07-13T23:00:00Z
2021-07-13,19:10:00,0,0,0,shallow,2021-07-13T23:10:00Z
2021-07-13,19:20:00,0,0,0,shallow,2021-07-13T23:20:00Z
2021-07-13,19:30:00,0,0,0,shallow,2021-07-13T23:30:00Z
2021-07-13,19:40:00,0,0,0,shallow,2021-07-13T23:40:00Z
2021-07-13,19:50:00,0,0,0,shallow,2021-07-13T23:50:00Z
2021-07-13,20:00:00,0,0,0,shallow,2021-07-14T00:00:00Z
2021-07-13,20:10:00,0,0,0,shallow,2021-07-14T00:10:00Z
2021-07-13,20:20:00,0,0,0,shallow,2021-07-14T00:20:00Z
2021-07-13,20:30:00,0,0,0,shallow,2021-07-14T00:30:00Z
2021-07-13,20:40:00,0,0,0,shallow,2021-07-14T00:40:00Z
2021-07-13,20:50:00,0,0,0,shallow,2021-07-14T00:50:00Z
2021-07-13,21:00:00,0,0,0,shallow,2021-07-14T01:00:00Z
2021-07-13,21:10:00,0,0,0,shallow,2021-07-14T01:10:00Z
2021-07-13,21:20:00,0,0,0,shallow,2021-07-14T01:20:00Z
2021-07-13,21:30:00,0,0,0,shallow,2021-07-14T01:30:00Z
2021-07-13,21:40:00,0,0,0,shallow,2021-07-14T01:40:00Z
2021-07-13,21:50:00,0,0,0,shallow,2021-07-14T01:50:00Z
2021-07-13,22:00:00,0,0,0,shallow,2021-07-14T02:00:00Z
2021-07-13,22:10:00,0,0,0,shallow,2021-07-14T02:10:00Z
2021-07-13,22:20:00,0,0,0,shallow,2021-07-14T02:20:00Z
2021-07-13,22:30:00,0,0,0,shallow,2021-07-14T02:30:00Z
2021-07-13,22:40:00,0,0,0,shallow,2021-07-14T02:40:00Z
2021-07-13,22:50:00,0,0,0,shallow,2021-07-14T02:50:00Z
2021-07-13,23:00:00,0,0,0,shallow,2021-07-14T03:00:00Z
2021-07-13,23:10:00,0,0,0,shallow,2021-07-14T03:10:00Z
2021-07-13,23:20:00,0,0,0,shallow,2021-07-14T03:20:00Z
2021-07-13,23:30:00,0,0,0,shallow,2021-07-14T03:30:00Z
2021-07-13,23:40:00,0,0,0,shallow,2021-07-14T03:40:00Z
2021-07-13,23:50:00,0,0,0,shallow,2021-07-14T03:50:00Z
2021-07-13,24:00:00,0,0,0,shallow,2021-07-14T04:00:00Z
2021-07-14,0:10:00,0,0,0,shallow,2021-07-14T04:10:00Z
2021-07-14,0:20:00,0,0,0,shallow,2021-07-14T04:20:00Z
2021-07-14,0:30:00,0,0,0,shallow,2021-07-14T04:30:00Z
2021-07-14,0:40:00,0,0,0,shallow,2021-07-14T04:40:00Z
2021-07-14,0:50:00,0,0,0,shallow,2021-07-14T04:50:00Z
2021-07-14,1:00:00,0,0,0,shallow,2021-07-14T05:00:00Z
2021-07-14,1:10:00,0,0,0,shallow,2021-07-14T05:10:00Z
2021-07-14,1:20:00,0,0,0,shallow,2021-07-14T05:20:00Z
2021-07-14,1:30:00,0,0,0,shallow,2021-07-14T05:30:00Z
2021-07-14,1:40:00,0,0,0,shallow,2021-07-14T05:40:00Z
2021-07-14,1:50:00,0,0,0,shallow,2021-07-14T05:50:00Z
2021-07-14,2:00:00,0,0,0,shallow,2021-07-14T06:00:00Z
2021-07-14,2:10:00,0,0,0,shallow,2021-07-14T06:10:00Z
2021-07-14,2:20:00,0,0,0,shallow,2021-07-14T06:20:00Z
2021-07-14,2:30:00,0,0,0,shallow,2021-07-14T06:30:00Z
2021-07-14,2:40:00,0,0,0,shallow,2021-07-14T06:40:00Z
2021-07-14,2:50:00,0,0,0,shallow,2021-07-14T06:50:00Z
2021-07-14,3:00:00,0,0,0,shallow,2021-07-14T07:00:00Z
2021-07-14,3:10:00,0,0,0,shallow,2021-07-14T07:10:00Z
2021-07-14,3:20:00,0,0,0,shallow,2021-07-14T07:20:00Z
2021-07-14,3:30:00,0,0,0,shallow,2021-07-14T07:30:00Z
2021-07-14,3:40:00,0,0,0,shallow,2021-07-14T07:40:00Z
2021-07-14,3:50:00,0,0,0,shallow,2021-07-14T07:50:00Z
2021-07-14,4:00:00,0,0,0,shallow,2021-07-14T08:00:00Z
2021-07-14,4:10:00,0,0,0,shallow,2021-07-14T08:10:00Z
2021-07-14,4:20:00,0,0,0,shallow,2021-07-14T08:20:00Z
2021-07-14,4:30:00,0,0,0,shallow,2021-07-14T08:30:00Z
2021-07-14,4:40:00,0,0,0,shallow,2021-07-14T08:40:00Z
2021-07-14,4:50:00,0,0,0,shallow,2021-07-14T08:50:00Z
2021-07-14,5:00:00,0,0,0,shallow,2021-07-14T09:00:00Z
2021-07-14,5:10:00,0,0,0,shallow,2021-07-14T09:10:00Z
2021-07-14,5:20:00,0,0,0,shallow,2021-07-14T09:20:00Z
2021-07-14,5:30:00,0,0,0,shallow,2021-07-14T09:30:00Z
2021-07-14,5:40:00,0,0,0,shallow,2021-07-14T09:40:00Z
2021-07-14,5:50:00,0,0,0,shallow,2021-07-14T09:50:00Z
2021-07-14,6:00:00,0,0,0,shallow,2021-07-14T10:00:00Z
2021-07-14,6:10:00,9,1.1799,7.0794e-4,shallow,2021-07-14T10:10:00Z
2021-07-14,6:20:00,27,3.5397,0.00212382,shallow,2021-07-14T10:20:00Z
2021-07-14,6:30:00,53,6.9483,0.00416898,shallow,2021-07-14T10:30:00Z
2021-07-14,6:40:00,86,11.2746,0.00676476,shallow,2021-07-14T10:40:00Z
2021-07-14,6:50:00,125,16.3875,0.0098325,shallow,2021-07-14T10:50:00Z
2021-07-14,7:00:00,171,22.4181,0.01345086,shallow,2021-07-14T11:00:00Z
2021-07-14,7:10:00,222,29.1042,0.01746252,shallow,2021-07-14T11:10:00Z
2021-07-14,7:20:00,281,36.8391,0.02210346,shallow,2021-07-14T11:20:00Z
2021-07-14,7:30:00,343,44.9673,0.02698038,shallow,2021-07-14T11:30:00Z
2021-07-14,7:40:00,416,54.5376,0.03272256,shallow,2021-07-14T11:40:00Z
2021-07-14,7:50:00,492,64.5012,0.03870072,shallow,2021-07-14T11:50:00Z
2021-07-14,8:00:00,567,74.3337,0.04460022,shallow,2021-07-14T12:00:00Z
2021-07-14,8:10:00,644,84.4284,0.05065704,shallow,2021-07-14T12:10:00Z
2021-07-14,8:20:00,715,93.7365,0.0562419,shallow,2021-07-14T12:20:00Z
2021-07-14,8:30:00,773,101.3403,0.06080418,shallow,2021-07-14T12:30:00Z
2021-07-14,8:40:00,892,116.9412,0.07016472,shallow,2021-07-14T12:40:00Z
2021-07-14,8:50:00,983,128.8713,0.07732278,shallow,2021-07-14T12:50:00Z
2021-07-14,9:00:00,1071,140.4081,0.08424486,shallow,2021-07-14T13:00:00Z
2021-07-14,9:10:00,1159,151.9449,0.09116694,shallow,2021-07-14T13:10:00Z
2021-07-14,9:20:00,1244,163.0884,0.09785304,shallow,2021-07-14T13:20:00Z
2021-07-14,9:30:00,1298,170.1678,0.10210068,shallow,2021-07-14T13:30:00Z
2021-07-14,9:40:00,1371,179.7381,0.10784286,shallow,2021-07-14T13:40:00Z
2021-07-14,9:50:00,1440,188.784,0.1132704,shallow,2021-07-14T13:50:00Z
2021-07-14,10:00:00,1523,199.6653,0.11979918,shallow,2021-07-14T14:00:00Z
2021-07-14,10:10:00,1595,209.1045,0.1254627,shallow,2021-07-14T14:10:00Z
2021-07-14,10:20:00,1682,220.5102,0.13230612,shallow,2021-07-14T14:20:00Z
2021-07-14,10:30:00,1761,230.8671,0.13852026,shallow,2021-07-14T14:30:00Z
2021-07-14,10:40:00,1797,235.5867,0.14135202,shallow,2021-07-14T14:40:00Z
2021-07-14,10:50:00,1864,244.3704,0.14662224,shallow,2021-07-14T14:50:00Z
2021-07-14,11:00:00,1926,252.4986,0.15149916,shallow,2021-07-14T15:00:00Z
2021-07-14,11:10:00,1978,259.3158,0.15558948,shallow,2021-07-14T15:10:00Z
2021-07-14,11:20:00,2017,264.4287,0.15865722,shallow,2021-07-14T15:20:00Z
2021-07-14,11:30:00,2050,268.755,0.161253,shallow,2021-07-14T15:30:00Z
2021-07-14,11:40:00,2084,273.2124,0.16392744,shallow,2021-07-14T15:40:00Z
2021-07-14,11:50:00,2121,278.0631,0.16683786,shallow,2021-07-14T15:50:00Z
2021-07-14,12:00:00,2148,281.6028,0.16896168,shallow,2021-07-14T16:00:00Z
2021-07-14,12:10:00,2167,284.0937,0.17045622,shallow,2021-07-14T16:10:00Z
2021-07-14,12:20:00,2171,284.6181,0.17077086,shallow,2021-07-14T16:20:00Z
2021-07-14,12:30:00,2164,283.7004,0.17022024,shallow,2021-07-14T16:30:00Z
2021-07-14,12:40:00,2174,285.0114,0.17100684,shallow,2021-07-14T16:40:00Z
2021-07-14,12:50:00,2178,285.5358,0.17132148,shallow,2021-07-14T16:50:00Z
2021-07-14,13:00:00,2146,281.3406,0.16880436,shallow,2021-07-14T17:00:00Z
2021-07-14,13:10:00,2101,275.4411,0.16526466,shallow,2021-07-14T17:10:00Z
2021-07-14,13:20:00,1269,166.3659,0.09981954,shallow,2021-07-14T17:20:00Z
2021-07-14,13:30:00,1880,246.468,0.1478808,shallow,2021-07-14T17:30:00Z
2021-07-14,13:40:00,1926,252.4986,0.15149916,shallow,2021-07-14T17:40:00Z
2021-07-14,13:50:00,1665,218.2815,0.1309689,shallow,2021-07-14T17:50:00Z
2021-07-14,14:00:00,1596,209.2356,0.12554136,shallow,2021-07-14T18:00:00Z
2021-07-14,14:10:00,1326,173.8386,0.10430316,shallow,2021-07-14T18:10:00Z
2021-07-14,14:20:00,1218,159.6798,0.09580788,shallow,2021-07-14T18:20:00Z
2021-07-14,14:30:00,657,86.1327,0.05167962,shallow,2021-07-14T18:30:00Z
2021-07-14,14:40:00,694,90.9834,0.05459004,shallow,2021-07-14T18:40:00Z
2021-07-14,14:50:00,762,99.8982,0.05993892,shallow,2021-07-14T18:50:00Z
2021-07-14,15:00:00,1056,138.4416,0.08306496,shallow,2021-07-14T19:00:00Z
2021-07-14,15:10:00,897,117.5967,0.07055802,shallow,2021-07-14T19:10:00Z
2021-07-14,15:20:00,501,65.6811,0.03940866,shallow,2021-07-14T19:20:00Z
2021-07-14,15:30:00,769,100.8159,0.06048954,shallow,2021-07-14T19:30:00Z
2021-07-14,15:40:00,796,104.3556,0.06261336,shallow,2021-07-14T19:40:00Z
2021-07-14,15:50:00,465,60.9615,0.0365769,shallow,2021-07-14T19:50:00Z
2021-07-14,16:00:00,537,70.4007,0.04224042,shallow,2021-07-14T20:00:00Z
2021-07-14,16:10:00,780,102.258,0.0613548,shallow,2021-07-14T20:10:00Z
2021-07-14,16:20:00,853,111.8283,0.06709698,shallow,2021-07-14T20:20:00Z
2021-07-14,16:30:00,893,117.0723,0.07024338,shallow,2021-07-14T20:30:00Z
2021-07-14,16:40:00,734,96.2274,0.05773644,shallow,2021-07-14T20:40:00Z
2021-07-14,16:50:00,604,79.1844,0.04751064,shallow,2021-07-14T20:50:00Z
2021-07-14,17:00:00,545,71.4495,0.0428697,shallow,2021-07-14T21:00:00Z
2021-07-14,17:10:00,204,26.7444,0.01604664,shallow,2021-07-14T21:10:00Z
2021-07-14,17:20:00,161,21.1071,0.01266426,shallow,2021-07-14T21:20:00Z
2021-07-14,17:30:00,116,15.2076,0.00912456,shallow,2021-07-14T21:30:00Z
2021-07-14,17:40:00,92,12.0612,0.00723672,shallow,2021-07-14T21:40:00Z
2021-07-14,17:50:00,90,11.799,0.0070794,shallow,2021-07-14T21:50:00Z
2021-07-14,18:00:00,107,14.0277,0.00841662,shallow,2021-07-14T22:00:00Z
2021-07-14,18:10:00,119,15.6009,0.00936054,shallow,2021-07-14T22:10:00Z
2021-07-14,18:20:00,110,14.421,0.0086526,shallow,2021-07-14T22:20:00Z
2021-07-14,18:30:00,89,11.6679,0.00700074,shallow,2021-07-14T22:30:00Z
2021-07-14,18:40:00,66,8.6526,0.00519156,shallow,2021-07-14T22:40:00Z
2021-07-14,18:50:00,48,6.2928,0.00377568,shallow,2021-07-14T22:50:00Z
2021-07-14,19:00:00,24,3.1464,0.00188784,shallow,2021-07-14T23:00:00Z
2021-07-14,19:10:00,4,0.5244,3.1464e-4,shallow,2021-07-14T23:10:00Z
2021-07-14,19:20:00,0,0,0,shallow,2021-07-14T23:20:00Z
2021-07-14,19:30:00,0,0,0,shallow,2021-07-14T23:30:00Z
2021-07-14,19:40:00,0,0,0,shallow,2021-07-14T23:40:00Z
2021-07-14,19:50:00,0,0,0,shallow,2021-07-14T23:50:00Z
2021-07-14,20:00:00,0,0,0,shallow,2021-07-15T00:00:00Z
2021-07-14,20:10:00,0,0,0,shallow,2021-07-15T00:10:00Z
2021-07-14,20:20:00,0,0,0,shallow,2021-07-15T00:20:00Z
2021-07-14,20:30:00,0,0,0,shallow,2021-07-15T00:30:00Z
2021-07-14,20:40:00,0,0,0,shallow,2021-07-15T00:40:00Z
2021-07-14,20:50:00,0,0,0,shallow,2021-07-15T00:50:00Z
2021-07-14,21:00:00,0,0,0,shallow,2021-07-15T01:00:00Z
2021-07-14,21:10:00,0,0,0,shallow,2021-07-15T01:10:00Z
2021-07-14,21:20:00,0,0,0,shallow,2021-07-15T01:20:00Z
2021-07-14,21:30:00,0,0,0,shallow,2021-07-15T01:30:00Z
2021-07-14,21:40:00,0,0,0,shallow,2021-07-15T01:40:00Z
2021-07-14,21:50:00,0,0,0,shallow,2021-07-15T01:50:00Z
2021-07-14,22:00:00,0,0,0,shallow,2021-07-15T02:00:00Z
2021-07-14,22:10:00,0,0,0,shallow,2021-07-15T02:10:00Z
2021-07-14,22:20:00,0,0,0,shallow,2021-07-15T02:20:00Z
2021-07-14,22:30:00,0,0,0,shallow,2021-07-15T02:30:00Z
2021-07-14,22:40:00,0,0,0,shallow,2021-07-15T02:40:00Z
2021-07-14,22:50:00,0,0,0,shallow,2021-07-15T02:50:00Z
2021-07-14,23:00:00,0,0,0,shallow,2021-07-15T03:00:00Z
2021-07-14,23:10:00,0,0,0,shallow,2021-07-15T03:10:00Z
2021-07-14,23:20:00,0,0,0,shallow,2021-07-15T03:20:00Z
2021-07-14,23:30:00,0,0,0,shallow,2021-07-15T03:30:00Z
2021-07-14,23:40:00,0,0,0,shallow,2021-07-15T03:40:00Z
2021-07-14,23:50:00,0,0,0,shallow,2021-07-15T03:50:00Z
2021-07-14,24:00:00,0,0,0,shallow,2021-07-15T04:00:00Z
2021-07-15,0:10:00,0,0,0,shallow,2021-07-15T04:10:00Z
2021-07-15,0:20:00,0,0,0,shallow,2021-07-15T04:20:00Z
2021-07-15,0:30:00,0,0,0,shallow,2021-07-15T04:30:00Z
2021-07-15,0:40:00,0,0,0,shallow,2021-07-15T04:40:00Z
2021-07-15,0:50:00,0,0,0,shallow,2021-07-15T04:50:00Z
2021-07-15,1:00:00,0,0,0,shallow,2021-07-15T05:00:00Z
2021-07-15,1:10:00,0,0,0,shallow,2021-07-15T05:10:00Z
2021-07-15,1:20:00,0,0,0,shallow,2021-07-15T05:20:00Z
2021-07-15,1:30:00,0,0,0,shallow,2021-07-15T05:30:00Z
2021-07-15,1:40:00,0,0,0,shallow,2021-07-15T05:40:00Z
2021-07-15,1:50:00,0,0,0,shallow,2021-07-15T05:50:00Z
2021-07-15,2:00:00,0,0,0,shallow,2021-07-15T06:00:00Z
2021-07-15,2:10:00,0,0,0,shallow,2021-07-15T06:10:00Z
2021-07-15,2:20:00,0,0,0,shallow,2021-07-15T06:20:00Z
2021-07-15,2:30:00,0,0,0,shallow,2021-07-15T06:30:00Z
2021-07-15,2:40:00,0,0,0,shallow,2021-07-15T06:40:00Z
2021-07-15,2:50:00,0,0,0,shallow,2021-07-15T06:50:00Z
2021-07-15,3:00:00,0,0,0,shallow,2021-07-15T07:00:00Z
2021-07-15,3:10:00,0,0,0,shallow,2021-07-15T07:10:00Z
2021-07-15,3:20:00,0,0,0,shallow,2021-07-15T07:20:00Z
2021-07-15,3:30:00,0,0,0,shallow,2021-07-15T07:30:00Z
2021-07-15,3:40:00,0,0,0,shallow,2021-07-15T07:40:00Z
2021-07-15,3:50:00,0,0,0,shallow,2021-07-15T07:50:00Z
2021-07-15,4:00:00,0,0,0,shallow,2021-07-15T08:00:00Z
2021-07-15,4:10:00,0,0,0,shallow,2021-07-15T08:10:00Z
2021-07-15,4:20:00,0,0,0,shallow,2021-07-15T08:20:00Z
2021-07-15,4:30:00,0,0,0,shallow,2021-07-15T08:30:00Z
2021-07-15,4:40:00,0,0,0,shallow,2021-07-15T08:40:00Z
2021-07-15,4:50:00,0,0,0,shallow,2021-07-15T08:50:00Z
2021-07-15,5:00:00,0,0,0,shallow,2021-07-15T09:00:00Z
2021-07-15,5:10:00,0,0,0,shallow,2021-07-15T09:10:00Z
2021-07-15,5:20:00,0,0,0,shallow,2021-07-15T09:20:00Z
2021-07-15,5:30:00,0,0,0,shallow,2021-07-15T09:30:00Z
2021-07-15,5:40:00,0,0,0,shallow,2021-07-15T09:40:00Z
2021-07-15,5:50:00,0,0,0,shallow,2021-07-15T09:50:00Z
2021-07-15,6:00:00,0,0,0,shallow,2021-07-15T10:00:00Z
2021-07-15,6:10:00,13,1.7043,0.00102258,shallow,2021-07-15T10:10:00Z
2021-07-15,6:20:00,33,4.3263,0.00259578,shallow,2021-07-15T10:20:00Z
2021-07-15,6:30:00,66,8.6526,0.00519156,shallow,2021-07-15T10:30:00Z
2021-07-15,6:40:00,100,13.11,0.007866,shallow,2021-07-15T10:40:00Z
2021-07-15,6:50:00,150,19.665,0.011799,shallow,2021-07-15T10:50:00Z
2021-07-15,7:00:00,203,26.6133,0.01596798,shallow,2021-07-15T11:00:00Z
2021-07-15,7:10:00,265,34.7415,0.0208449,shallow,2021-07-15T11:10:00Z
2021-07-15,7:20:00,338,44.3118,0.02658708,shallow,2021-07-15T11:20:00Z
2021-07-15,7:30:00,416,54.5376,0.03272256,shallow,2021-07-15T11:30:00Z
2021-07-15,7:40:00,492,64.5012,0.03870072,shallow,2021-07-15T11:40:00Z
2021-07-15,7:50:00,553,72.4983,0.04349898,shallow,2021-07-15T11:50:00Z
2021-07-15,8:00:00,633,82.9863,0.04979178,shallow,2021-07-15T12:00:00Z
2021-07-15,8:10:00,836,109.5996,0.06575976,shallow,2021-07-15T12:10:00Z
2021-07-15,8:20:00,834,109.3374,0.06560244,shallow,2021-07-15T12:20:00Z
2021-07-15,8:30:00,1000,131.1,0.07866,shallow,2021-07-15T12:30:00Z
2021-07-15,8:40:00,1077,141.1947,0.08471682,shallow,2021-07-15T12:40:00Z
2021-07-15,8:50:00,1021,133.8531,0.08031186,shallow,2021-07-15T12:50:00Z
2021-07-15,9:00:00,1160,152.076,0.0912456,shallow,2021-07-15T13:00:00Z
2021-07-15,9:10:00,1279,167.6769,0.10060614,shallow,2021-07-15T13:10:00Z
2021-07-15,9:20:00,1385,181.5735,0.1089441,shallow,2021-07-15T13:20:00Z
2021-07-15,9:30:00,1472,192.9792,0.11578752,shallow,2021-07-15T13:30:00Z
2021-07-15,9:40:00,1583,207.5313,0.12451878,shallow,2021-07-15T13:40:00Z
2021-07-15,9:50:00,1686,221.0346,0.13262076,shallow,2021-07-15T13:50:00Z
2021-07-15,10:00:00,1762,230.9982,0.13859892,shallow,2021-07-15T14:00:00Z
2021-07-15,10:10:00,1846,242.0106,0.14520636,shallow,2021-07-15T14:10:00Z
2021-07-15,10:20:00,1898,248.8278,0.14929668,shallow,2021-07-15T14:20:00Z
2021-07-15,10:30:00,1964,257.4804,0.15448824,shallow,2021-07-15T14:30:00Z
2021-07-15,10:40:00,1981,259.7091,0.15582546,shallow,2021-07-15T14:40:00Z
2021-07-15,10:50:00,2158,282.9138,0.16974828,shallow,2021-07-15T14:50:00Z
2021-07-15,11:00:00,2235,293.0085,0.1758051,shallow,2021-07-15T15:00:00Z
2021-07-15,11:10:00,2246,294.4506,0.17667036,shallow,2021-07-15T15:10:00Z
2021-07-15,11:20:00,2403,315.0333,0.18901998,shallow,2021-07-15T15:20:00Z
2021-07-15,11:30:00,2443,320.2773,0.19216638,shallow,2021-07-15T15:30:00Z
2021-07-15,11:40:00,1717,225.0987,0.13505922,shallow,2021-07-15T15:40:00Z
2021-07-15,11:50:00,1123,147.2253,0.08833518,shallow,2021-07-15T15:50:00Z
2021-07-15,12:00:00,1263,165.5793,0.09934758,shallow,2021-07-15T16:00:00Z
2021-07-15,12:10:00,2046,268.2306,0.16093836,shallow,2021-07-15T16:10:00Z
2021-07-15,12:20:00,1882,246.7302,0.14803812,shallow,2021-07-15T16:20:00Z
2021-07-15,12:30:00,2106,276.0966,0.16565796,shallow,2021-07-15T16:30:00Z
2021-07-15,12:40:00,2008,263.2488,0.15794928,shallow,2021-07-15T16:40:00Z
2021-07-15,12:50:00,1497,196.2567,0.11775402,shallow,2021-07-15T16:50:00Z
2021-07-15,13:00:00,2490,326.439,0.1958634,shallow,2021-07-15T17:00:00Z
2021-07-15,13:10:00,2545,333.6495,0.2001897,shallow,2021-07-15T17:10:00Z
2021-07-15,13:20:00,1739,227.9829,0.13678974,shallow,2021-07-15T17:20:00Z
2021-07-15,13:30:00,2099,275.1789,0.16510734,shallow,2021-07-15T17:30:00Z
2021-07-15,13:40:00,2034,266.6574,0.15999444,shallow,2021-07-15T17:40:00Z
2021-07-15,13:50:00,2081,272.8191,0.16369146,shallow,2021-07-15T17:50:00Z
2021-07-15,14:00:00,2157,282.7827,0.16966962,shallow,2021-07-15T18:00:00Z
2021-07-15,14:10:00,2140,280.554,0.1683324,shallow,2021-07-15T18:10:00Z
2021-07-15,14:20:00,1321,173.1831,0.10390986,shallow,2021-07-15T18:20:00Z
2021-07-15,14:30:00,971,127.2981,0.07637886,shallow,2021-07-15T18:30:00Z
2021-07-15,14:40:00,827,108.4197,0.06505182,shallow,2021-07-15T18:40:00Z
2021-07-15,14:50:00,756,99.1116,0.05946696,shallow,2021-07-15T18:50:00Z
2021-07-15,15:00:00,798,104.6178,0.06277068,shallow,2021-07-15T19:00:00Z
2021-07-15,15:10:00,701,91.9011,0.05514066,shallow,2021-07-15T19:10:00Z
2021-07-15,15:20:00,503,65.9433,0.03956598,shallow,2021-07-15T19:20:00Z
2021-07-15,15:30:00,529,69.3519,0.04161114,shallow,2021-07-15T19:30:00Z
2021-07-15,15:40:00,566,74.2026,0.04452156,shallow,2021-07-15T19:40:00Z
2021-07-15,15:50:00,566,74.2026,0.04452156,shallow,2021-07-15T19:50:00Z
2021-07-15,16:00:00,455,59.6505,0.0357903,shallow,2021-07-15T20:00:00Z
2021-07-15,16:10:00,601,78.7911,0.04727466,shallow,2021-07-15T20:10:00Z
2021-07-15,16:20:00,631,82.7241,0.04963446,shallow,2021-07-15T20:20:00Z
2021-07-15,16:30:00,427,55.9797,0.03358782,shallow,2021-07-15T20:30:00Z
2021-07-15,16:40:00,438,57.4218,0.03445308,shallow,2021-07-15T20:40:00Z
2021-07-15,16:50:00,474,62.1414,0.03728484,shallow,2021-07-15T20:50:00Z
