datetime,Date,Time,depth,LightCrrx,DO_mg.L,Temp_C
2021-07-26T18:00:25Z,2021-07-26,NA,shallow,NA,7.34,29.48
2021-07-26T18:00:30Z,2021-07-26,NA,shallow,NA,7.37,29.48
2021-07-26T18:00:35Z,2021-07-26,NA,shallow,NA,7.35,29.48
2021-07-26T18:00:40Z,2021-07-26,NA,shallow,NA,7.35,29.48
2021-07-26T18:00:45Z,2021-07-26,NA,shallow,NA,7.31,29.46
2021-07-26T18:00:50Z,2021-07-26,NA,shallow,NA,7.32,29.46
2021-07-26T18:00:55Z,2021-07-26,NA,shallow,NA,7.28,29.46
2021-07-26T18:10:00Z,2021-07-26,14:10:00,shallow,296.0375,NA,NA
2021-07-26T18:20:00Z,2021-07-26,14:20:00,shallow,293.15,NA,NA
2021-07-26T18:30:00Z,2021-07-26,14:30:00,shallow,269.3625,NA,NA
2021-07-26T18:40:00Z,2021-07-26,14:40:00,shallow,288.8875,NA,NA
2021-07-26T18:50:00Z,2021-07-26,14:50:00,shallow,271.975,NA,NA
2021-07-26T19:00:00Z,2021-07-26,15:00:00,shallow,252.0375,7.26,29.46
2021-07-26T19:00:05Z,2021-07-26,NA,shallow,NA,7.2,29.44
2021-07-26T19:00:10Z,2021-07-26,NA,shallow,NA,7.19,29.44
2021-07-26T19:00:15Z,2021-07-26,NA,shallow,NA,7.2,29.44
2021-07-26T19:00:20Z,2021-07-26,NA,shallow,NA,7.23,29.44
2021-07-26T19:00:25Z,2021-07-26,NA,shallow,NA,7.23,29.44
2021-07-26T19:00:30Z,2021-07-26,NA,shallow,NA,7.21,29.44
2021-07-26T19:00:35Z,2021-07-26,NA,shallow,NA,7.15,29.44
2021-07-26T19:00:40Z,2021-07-26,NA,shallow,NA,7.17,29.44
2021-07-26T19:00:45Z,2021-07-26,NA,shallow,NA,7.09,29.44
2021-07-26T19:00:50Z,2021-07-26,NA,shallow,NA,7.08,29.44
2021-07-26T19:00:55Z,2021-07-26,NA,shallow,NA,7.06,29.44
2021-07-26T19:10:00Z,2021-07-26,15:10:00,shallow,242.9625,NA,NA
2021-07-26T19:20:00Z,2021-07-26,15:20:00,shallow,223.575,NA,NA
2021-07-26T19:30:00Z,2021-07-26,15:30:00,shallow,199.925,NA,NA
2021-07-26T19:40:00Z,2021-07-26,15:40:00,shallow,165,NA,NA
2021-07-26T19:50:00Z,2021-07-26,15:50:00,shallow,146.4375,NA,NA
2021-07-26T20:00:00Z,2021-07-26,16:00:00,shallow,170.9125,7.08,29.44
2021-07-26T20:00:05Z,2021-07-26,NA,shallow,NA,7.17,29.42
2021-07-26T20:00:10Z,2021-07-26,NA,shallow,NA,7.16,29.42
2021-07-26T20:00:15Z,2021-07-26,NA,shallow,NA,7.17,29.42
2021-07-26T20:00:20Z,2021-07-26,NA,shallow,NA,7.16,29.4
2021-07-26T20:00:25Z,2021-07-26,NA,shallow,NA,7.12,29.4
2021-07-26T20:00:30Z,2021-07-26,NA,shallow,NA,7.14,29.4
2021-07-26T20:00:35Z,2021-07-26,NA,shallow,NA,7.09,29.4
2021-07-26T20:00:40Z,2021-07-26,NA,shallow,NA,7.08,29.4
2021-07-26T20:00:45Z,2021-07-26,NA,shallow,NA,7.06,29.4
2021-07-26T20:00:50Z,2021-07-26,NA,shallow,NA,7.11,29.4
2021-07-26T20:00:55Z,2021-07-26,NA,shallow,NA,7.11,29.4
2021-07-26T20:10:00Z,2021-07-26,16:10:00,shallow,163.9,NA,NA
2021-07-26T20:20:00Z,2021-07-26,16:20:00,shallow,137.6375,NA,NA
2021-07-26T20:30:00Z,2021-07-26,16:30:00,shallow,103.4,NA,NA
2021-07-26T20:40:00Z,2021-07-26,16:40:00,shallow,122.925,NA,NA
2021-07-26T20:50:00Z,2021-07-26,16:50:00,shallow,103.125,NA,NA
2021-07-26T21:00:00Z,2021-07-26,17:00:00,shallow,60.6375,7.14,29.4
2021-07-26T21:00:05Z,2021-07-26,NA,shallow,NA,7.07,29.4
2021-07-26T21:00:10Z,2021-07-26,NA,shallow,NA,7.08,29.38
2021-07-26T21:00:15Z,2021-07-26,NA,shallow,NA,7.08,29.38
2021-07-26T21:00:20Z,2021-07-26,NA,shallow,NA,7.12,29.38
2021-07-26T21:00:25Z,2021-07-26,NA,shallow,NA,7.11,29.36
2021-07-26T21:00:30Z,2021-07-26,NA,shallow,NA,7.09,29.36
2021-07-26T21:00:35Z,2021-07-26,NA,shallow,NA,7.16,29.36
2021-07-26T21:00:40Z,2021-07-26,NA,shallow,NA,7.15,29.36
2021-07-26T21:00:45Z,2021-07-26,NA,shallow,NA,7.14,29.36
2021-07-26T21:00:50Z,2021-07-26,NA,shallow,NA,7.13,29.36
2021-07-26T21:00:55Z,2021-07-26,NA,shallow,NA,7.07,29.36
2021-07-26T21:10:00Z,2021-07-26,17:10:00,shallow,54.8625,NA,NA
2021-07-26T21:20:00Z,2021-07-26,17:20:00,shallow,52.8,NA,NA
2021-07-26T21:30:00Z,2021-07-26,17:30:00,shallow,45.1,NA,NA
2021-07-26T21:40:00Z,2021-07-26,17:40:00,shallow,36.025,NA,NA
2021-07-26T21:50:00Z,2021-07-26,17:50:00,shallow,24.2,NA,NA
2021-07-26T22:00:00Z,2021-07-26,18:00:00,shallow,25.1625,7.09,29.36
2021-07-26T22:00:05Z,2021-07-26,NA,shallow,NA,7.06,29.36
2021-07-26T22:00:10Z,2021-07-26,NA,shallow,NA,7.09,29.36
2021-07-26T22:00:15Z,2021-07-26,NA,shallow,NA,7.07,29.34
2021-07-26T22:00:20Z,2021-07-26,NA,shallow,NA,7.11,29.34
2021-07-26T22:00:25Z,2021-07-26,NA,shallow,NA,7.12,29.34
2021-07-26T22:00:30Z,2021-07-26,NA,shallow,NA,7.12,29.34
2021-07-26T22:00:35Z,2021-07-26,NA,shallow,NA,7.05,29.34
2021-07-26T22:00:40Z,2021-07-26,NA,shallow,NA,7.04,29.34
2021-07-26T22:00:45Z,2021-07-26,NA,shallow,NA,7.08,29.34
2021-07-26T22:00:50Z,2021-07-26,NA,shallow,NA,7.03,29.34
2021-07-26T22:00:55Z,2021-07-26,NA,shallow,NA,7,29.32
2021-07-26T22:10:00Z,2021-07-26,18:10:00,shallow,20.2125,NA,NA
2021-07-26T22:20:00Z,2021-07-26,18:20:00,shallow,18.0125,NA,NA
2021-07-26T22:30:00Z,2021-07-26,18:30:00,shallow,12.925,NA,NA
2021-07-26T22:40:00Z,2021-07-26,18:40:00,shallow,8.1125,NA,NA
2021-07-26T22:50:00Z,2021-07-26,18:50:00,shallow,4.675,NA,NA
2021-07-26T23:00:00Z,2021-07-26,19:00:00,shallow,1.7875,7.09,29.32
2021-07-26T23:00:05Z,2021-07-26,NA,shallow,NA,7.07,29.32
2021-07-26T23:00:10Z,2021-07-26,NA,shallow,NA,7.02,29.32
2021-07-26T23:00:15Z,2021-07-26,NA,shallow,NA,7.09,29.32
2021-07-26T23:00:20Z,2021-07-26,NA,shallow,NA,7.13,29.32
2021-07-26T23:00:25Z,2021-07-26,NA,shallow,NA,7.16,29.3
2021-07-26T23:00:30Z,2021-07-26,NA,shallow,NA,7.09,29.3
2021-07-26T23:00:35Z,2021-07-26,NA,shallow,NA,7.07,29.3
2021-07-26T23:00:40Z,2021-07-26,NA,shallow,NA,7.11,29.3
2021-07-26T23:00:45Z,2021-07-26,NA,shallow,NA,7.09,29.3
2021-07-26T23:00:50Z,2021-07-26,NA,shallow,NA,7.07,29.3
2021-07-26T23:00:55Z,2021-07-26,NA,shallow,NA,7.03,29.3
2021-07-26T23:10:00Z,2021-07-26,19:10:00,shallow,0,NA,NA
2021-07-26T23:20:00Z,2021-07-26,19:20:00,shallow,0,NA,NA
2021-07-26T23:30:00Z,2021-07-26,19:30:00,shallow,0,NA,NA
2021-07-26T23:40:00Z,2021-07-26,19:40:00,shallow,0,NA,NA
2021-07-26T23:50:00Z,2021-07-26,19:50:00,shallow,0,NA,NA
2021-07-27T00:00:00Z,2021-07-26,20:00:00,shallow,0,NA,NA
2021-07-27T00:10:00Z,2021-07-26,20:10:00,shallow,0,NA,NA
2021-07-27T00:20:00Z,2021-07-26,20:20:00,shallow,0,NA,NA
2021-07-27T00:30:00Z,2021-07-26,20:30:00,shallow,0,NA,NA
2021-07-27T00:40:00Z,2021-07-26,20:40:00,shallow,0,NA,NA
2021-07-27T00:50:00Z,2021-07-26,20:50:00,shallow,0,NA,NA
2021-07-27T01:00:00Z,2021-07-26,21:00:00,shallow,0,NA,NA
2021-07-27T01:10:00Z,2021-07-26,21:10:00,shallow,0,NA,NA
2021-07-27T01:20:00Z,2021-07-26,21:20:00,shallow,0,NA,NA
2021-07-27T01:30:00Z,2021-07-26,21:30:00,shallow,0,NA,NA
2021-07-27T01:40:00Z,2021-07-26,21:40:00,shallow,0,NA,NA
2021-07-27T01:50:00Z,2021-07-26,21:50:00,shallow,0,NA,NA
2021-07-27T02:00:00Z,2021-07-26,22:00:00,shallow,0,NA,NA
2021-07-27T02:10:00Z,2021-07-26,22:10:00,shallow,0,NA,NA
2021-07-27T02:20:00Z,2021-07-26,22:20:00,shallow,0,NA,NA
2021-07-27T02:30:00Z,2021-07-26,22:30:00,shallow,0,NA,NA
2021-07-27T02:40:00Z,2021-07-26,22:40:00,shallow,0,NA,NA
2021-07-27T02:50:00Z,2021-07-26,22:50:00,shallow,0,NA,NA
2021-07-27T03:00:00Z,2021-07-26,23:00:00,shallow,0,NA,NA
2021-07-27T03:10:00Z,2021-07-26,23:10:00,shallow,0,NA,NA
2021-07-27T03:20:00Z,2021-07-26,23:20:00,shallow,0,NA,NA
2021-07-27T03:30:00Z,2021-07-26,23:30:00,shallow,0,NA,NA
2021-07-27T03:40:00Z,2021-07-26,23:40:00,shallow,0,NA,NA
2021-07-27T03:50:00Z,2021-07-26,23:50:00,shallow,0,NA,NA
2021-07-27T04:00:00Z,2021-07-26,24:00:00,shallow,0,NA,NA
2021-07-27T00:00:00Z,2021-07-27,NA,deep,NA,7.77,29.36
2021-07-27T00:00:05Z,2021-07-27,NA,deep,NA,7.77,29.36
2021-07-27T00:00:10Z,2021-07-27,NA,deep,NA,7.79,29.36
2021-07-27T00:00:15Z,2021-07-27,NA,deep,NA,7.81,29.34
2021-07-27T00:00:20Z,2021-07-27,NA,deep,NA,7.82,29.34
2021-07-27T00:00:25Z,2021-07-27,NA,deep,NA,7.88,29.34
2021-07-27T00:00:30Z,2021-07-27,NA,deep,NA,7.84,29.34
2021-07-27T00:00:35Z,2021-07-27,NA,deep,NA,7.83,29.34
2021-07-27T00:00:40Z,2021-07-27,NA,deep,NA,7.82,29.34
2021-07-27T00:00:45Z,2021-07-27,NA,deep,NA,7.8,29.34
2021-07-27T00:00:50Z,2021-07-27,NA,deep,NA,7.84,29.34
2021-07-27T00:00:55Z,2021-07-27,NA,deep,NA,7.84,29.34
2021-07-27T01:00:00Z,2021-07-27,NA,deep,NA,7.82,29.34
2021-07-27T01:00:05Z,2021-07-27,NA,deep,NA,7.85,29.34
2021-07-27T01:00:10Z,2021-07-27,NA,deep,NA,7.82,29.34
2021-07-27T01:00:15Z,2021-07-27,NA,deep,NA,7.82,29.34
2021-07-27T01:00:20Z,2021-07-27,NA,deep,NA,7.8,29.34
2021-07-27T01:00:25Z,2021-07-27,NA,deep,NA,7.76,29.34
2021-07-27T01:00:30Z,2021-07-27,NA,deep,NA,7.86,29.34
2021-07-27T01:00:35Z,2021-07-27,NA,deep,NA,7.83,29.34
2021-07-27T01:00:40Z,2021-07-27,NA,deep,NA,7.8,29.34
2021-07-27T01:00:45Z,2021-07-27,NA,deep,NA,7.85,29.34
2021-07-27T01:00:50Z,2021-07-27,NA,deep,NA,7.8,29.34
2021-07-27T01:00:55Z,2021-07-27,NA,deep,NA,7.78,29.34
2021-07-27T02:00:00Z,2021-07-27,NA,deep,NA,7.78,29.34
2021-07-27T02:00:05Z,2021-07-27,NA,deep,NA,7.82,29.34
2021-07-27T02:00:10Z,2021-07-27,NA,deep,NA,7.79,29.32
2021-07-27T02:00:15Z,2021-07-27,NA,deep,NA,7.78,29.32
2021-07-27T02:00:20Z,2021-07-27,NA,deep,NA,7.67,29.32
2021-07-27T02:00:25Z,2021-07-27,NA,deep,NA,7.63,29.32
2021-07-27T02:00:30Z,2021-07-27,NA,deep,NA,7.67,29.32
2021-07-27T02:00:35Z,2021-07-27,NA,deep,NA,7.76,29.32
2021-07-27T02:00:40Z,2021-07-27,NA,deep,NA,7.75,29.32
2021-07-27T02:00:45Z,2021-07-27,NA,deep,NA,7.74,29.32
2021-07-27T02:00:50Z,2021-07-27,NA,deep,NA,7.74,29.32
2021-07-27T02:00:55Z,2021-07-27,NA,deep,NA,7.69,29.32
2021-07-27T03:00:00Z,2021-07-27,NA,deep,NA,7.78,29.32
2021-07-27T03:00:05Z,2021-07-27,NA,deep,NA,7.79,29.32
2021-07-27T03:00:10Z,2021-07-27,NA,deep,NA,7.8,29.32
2021-07-27T03:00:15Z,2021-07-27,NA,deep,NA,7.79,29.32
2021-07-27T03:00:20Z,2021-07-27,NA,deep,NA,7.78,29.32
2021-07-27T03:00:25Z,2021-07-27,NA,deep,NA,7.78,29.32
2021-07-27T03:00:30Z,2021-07-27,NA,deep,NA,7.77,29.32
2021-07-27T03:00:35Z,2021-07-27,NA,deep,NA,7.79,29.32
2021-07-27T03:00:40Z,2021-07-27,NA,deep,NA,7.8,29.32
2021-07-27T03:00:45Z,2021-07-27,NA,deep,NA,7.79,29.32
2021-07-27T03:00:50Z,2021-07-27,NA,deep,NA,7.8,29.32
2021-07-27T03:00:55Z,2021-07-27,NA,deep,NA,7.78,29.32
2021-07-27T04:00:00Z,2021-07-27,NA,deep,NA,7.77,29.32
2021-07-27T04:00:05Z,2021-07-27,NA,deep,NA,7.8,29.32
2021-07-27T04:00:10Z,2021-07-27,NA,deep,NA,7.76,29.3
2021-07-27T04:00:15Z,2021-07-27,NA,deep,NA,7.79,29.3
2021-07-27T04:00:20Z,2021-07-27,NA,deep,NA,7.77,29.3
2021-07-27T04:00:25Z,2021-07-27,NA,deep,NA,7.77,29.3
2021-07-27T04:00:30Z,2021-07-27,NA,deep,NA,7.7,29.3
2021-07-27T04:00:35Z,2021-07-27,NA,deep,NA,7.73,29.3
2021-07-27T04:00:40Z,2021-07-27,NA,deep,NA,7.73,29.3
2021-07-27T04:00:45Z,2021-07-27,NA,deep,NA,7.75,29.28
2021-07-27T04:00:50Z,2021-07-27,NA,deep,NA,7.77,29.28
2021-07-27T04:00:55Z,2021-07-27,NA,deep,NA,7.74,29.28
2021-07-27T04:10:00Z,2021-07-27,0:10:00,deep,0,NA,NA
2021-07-27T04:20:00Z,2021-07-27,0:20:00,deep,0,NA,NA
2021-07-27T04:30:00Z,2021-07-27,0:30:00,deep,0,NA,NA
2021-07-27T04:40:00Z,2021-07-27,0:40:00,deep,0,NA,NA
2021-07-27T04:50:00Z,2021-07-27,0:50:00,deep,0,NA,NA
2021-07-27T05:00:00Z,2021-07-27,1:00:00,deep,0,7.65,29.28
2021-07-27T05:00:05Z,2021-07-27,NA,deep,NA,7.68,29.28
2021-07-27T05:00:10Z,2021-07-27,NA,deep,NA,7.73,29.28
2021-07-27T05:00:15Z,2021-07-27,NA,deep,NA,7.77,29.28
2021-07-27T05:00:20Z,2021-07-27,NA,deep,NA,7.7,29.28
2021-07-27T05:00:25Z,2021-07-27,NA,deep,NA,7.69,29.28
2021-07-27T05:00:30Z,2021-07-27,NA,deep,NA,7.66,29.26
2021-07-27T05:00:35Z,2021-07-27,NA,deep,NA,7.66,29.26
2021-07-27T05:00:40Z,2021-07-27,NA,deep,NA,7.64,29.26
2021-07-27T05:00:45Z,2021-07-27,NA,deep,NA,7.67,29.26
2021-07-27T05:00:50Z,2021-07-27,NA,deep,NA,7.67,29.26
2021-07-27T05:00:55Z,2021-07-27,NA,deep,NA,7.64,29.28
2021-07-27T05:10:00Z,2021-07-27,1:10:00,deep,0,NA,NA
2021-07-27T05:20:00Z,2021-07-27,1:20:00,deep,0,NA,NA
2021-07-27T05:30:00Z,2021-07-27,1:30:00,deep,0,NA,NA
2021-07-27T05:40:00Z,2021-07-27,1:40:00,deep,0,NA,NA
2021-07-27T05:50:00Z,2021-07-27,1:50:00,deep,0,NA,NA
2021-07-27T06:00:00Z,2021-07-27,2:00:00,deep,0,7.64,29.28
2021-07-27T06:00:05Z,2021-07-27,NA,deep,NA,7.7,29.26
2021-07-27T06:00:10Z,2021-07-27,NA,deep,NA,7.65,29.26
2021-07-27T06:00:15Z,2021-07-27,NA,deep,NA,7.65,29.26
2021-07-27T06:00:20Z,2021-07-27,NA,deep,NA,7.69,29.26
2021-07-27T06:00:25Z,2021-07-27,NA,deep,NA,7.68,29.26
2021-07-27T06:00:30Z,2021-07-27,NA,deep,NA,7.67,29.26
2021-07-27T06:00:35Z,2021-07-27,NA,deep,NA,7.63,29.24
2021-07-27T06:00:40Z,2021-07-27,NA,deep,NA,7.6,29.24
2021-07-27T06:00:45Z,2021-07-27,NA,deep,NA,7.63,29.24
2021-07-27T06:00:50Z,2021-07-27,NA,deep,NA,7.62,29.24
2021-07-27T06:00:55Z,2021-07-27,NA,deep,NA,7.67,29.24
2021-07-27T06:10:00Z,2021-07-27,2:10:00,deep,0,NA,NA
2021-07-27T06:20:00Z,2021-07-27,2:20:00,deep,0,NA,NA
2021-07-27T06:30:00Z,2021-07-27,2:30:00,deep,0,NA,NA
2021-07-27T06:40:00Z,2021-07-27,2:40:00,deep,0,NA,NA
2021-07-27T06:50:00Z,2021-07-27,2:50:00,deep,0,NA,NA
2021-07-27T07:00:00Z,2021-07-27,3:00:00,deep,0,7.68,29.24
2021-07-27T07:00:05Z,2021-07-27,NA,deep,NA,7.63,29.24
2021-07-27T07:00:10Z,2021-07-27,NA,deep,NA,7.67,29.24
2021-07-27T07:00:15Z,2021-07-27,NA,deep,NA,7.62,29.24
2021-07-27T07:00:20Z,2021-07-27,NA,deep,NA,7.43,29.24
2021-07-27T07:00:25Z,2021-07-27,NA,deep,NA,7.45,29.24
2021-07-27T07:00:30Z,2021-07-27,NA,deep,NA,7.4,29.26
2021-07-27T07:00:35Z,2021-07-27,NA,deep,NA,7.38,29.26
2021-07-27T07:00:40Z,2021-07-27,NA,deep,NA,7.43,29.26
2021-07-27T07:00:45Z,2021-07-27,NA,deep,NA,7.44,29.26
2021-07-27T07:00:50Z,2021-07-27,NA,deep,NA,7.52,29.26
2021-07-27T07:00:55Z,2021-07-27,NA,deep,NA,7.45,29.26
2021-07-27T07:10:00Z,2021-07-27,3:10:00,deep,0,NA,NA
2021-07-27T07:20:00Z,2021-07-27,3:20:00,deep,0,NA,NA
2021-07-27T07:30:00Z,2021-07-27,3:30:00,deep,0,NA,NA
2021-07-27T07:40:00Z,2021-07-27,3:40:00,deep,0,NA,NA
2021-07-27T07:50:00Z,2021-07-27,3:50:00,deep,0,NA,NA
2021-07-27T08:00:00Z,2021-07-27,4:00:00,deep,0,7.45,29.26
2021-07-27T08:00:05Z,2021-07-27,NA,deep,NA,7.44,29.26
2021-07-27T08:00:10Z,2021-07-27,NA,deep,NA,7.43,29.26
2021-07-27T08:00:15Z,2021-07-27,NA,deep,NA,7.46,29.26
2021-07-27T08:00:20Z,2021-07-27,NA,deep,NA,7.45,29.26
2021-07-27T08:00:25Z,2021-07-27,NA,deep,NA,7.59,29.26
2021-07-27T08:00:30Z,2021-07-27,NA,deep,NA,7.69,29.24
2021-07-27T08:00:35Z,2021-07-27,NA,deep,NA,7.66,29.24
2021-07-27T08:00:40Z,2021-07-27,NA,deep,NA,7.68,29.24
2021-07-27T08:00:45Z,2021-07-27,NA,deep,NA,7.68,29.24
2021-07-27T08:00:50Z,2021-07-27,NA,deep,NA,7.68,29.24
2021-07-27T08:00:55Z,2021-07-27,NA,deep,NA,7.67,29.24
2021-07-27T08:10:00Z,2021-07-27,4:10:00,deep,0,NA,NA
2021-07-27T08:20:00Z,2021-07-27,4:20:00,deep,0,NA,NA
2021-07-27T08:30:00Z,2021-07-27,4:30:00,deep,0,NA,NA
2021-07-27T08:40:00Z,2021-07-27,4:40:00,deep,0,NA,NA
2021-07-27T08:50:00Z,2021-07-27,4:50:00,deep,0,NA,NA
2021-07-27T09:00:00Z,2021-07-27,5:00:00,deep,0,7.7,29.24
2021-07-27T09:00:05Z,2021-07-27,NA,deep,NA,7.71,29.22
2021-07-27T09:00:10Z,2021-07-27,NA,deep,NA,7.71,29.22
2021-07-27T09:00:15Z,2021-07-27,NA,deep,NA,7.73,29.22
2021-07-27T09:00:20Z,2021-07-27,NA,deep,NA,7.75,29.22
2021-07-27T09:00:25Z,2021-07-27,NA,deep,NA,7.71,29.22
2021-07-27T09:00:30Z,2021-07-27,NA,deep,NA,7.69,29.22
2021-07-27T09:00:35Z,2021-07-27,NA,deep,NA,7.68,29.22
2021-07-27T09:00:40Z,2021-07-27,NA,deep,NA,7.7,29.22
2021-07-27T09:00:45Z,2021-07-27,NA,deep,NA,7.73,29.22
2021-07-27T09:00:50Z,2021-07-27,NA,deep,NA,7.74,29.22
2021-07-27T09:00:55Z,2021-07-27,NA,deep,NA,7.73,29.22
2021-07-27T09:10:00Z,2021-07-27,5:10:00,deep,0,NA,NA
2021-07-27T09:20:00Z,2021-07-27,5:20:00,deep,0,NA,NA
2021-07-27T09:30:00Z,2021-07-27,5:30:00,deep,0,NA,NA
2021-07-27T09:40:00Z,2021-07-27,5:40:00,deep,0,NA,NA
2021-07-27T09:50:00Z,2021-07-27,5:50:00,deep,0,NA,NA
2021-07-27T10:00:00Z,2021-07-27,6:00:00,deep,0,7.71,29.22
2021-07-27T10:00:05Z,2021-07-27,NA,deep,NA,7.7,29.22
2021-07-27T10:00:10Z,2021-07-27,NA,deep,NA,7.7,29.22
2021-07-27T10:00:15Z,2021-07-27,NA,deep,NA,7.73,29.22
2021-07-27T10:00:20Z,2021-07-27,NA,deep,NA,7.75,29.22
2021-07-27T10:00:25Z,2021-07-27,NA,deep,NA,7.74,29.22
2021-07-27T10:00:30Z,2021-07-27,NA,deep,NA,7.76,29.22
2021-07-27T10:00:35Z,2021-07-27,NA,deep,NA,7.77,29.22
2021-07-27T10:00:40Z,2021-07-27,NA,deep,NA,7.76,29.22
2021-07-27T10:00:45Z,2021-07-27,NA,deep,NA,7.77,29.22
2021-07-27T10:00:50Z,2021-07-27,NA,deep,NA,7.76,29.22
2021-07-27T10:00:55Z,2021-07-27,NA,deep,NA,7.76,29.22
2021-07-27T10:10:00Z,2021-07-27,6:10:00,deep,0,NA,NA
2021-07-27T10:20:00Z,2021-07-27,6:20:00,deep,0,NA,NA
2021-07-27T10:30:00Z,2021-07-27,6:30:00,deep,0.9616,NA,NA
2021-07-27T10:40:00Z,2021-07-27,6:40:00,deep,1.9232,NA,NA
2021-07-27T10:50:00Z,2021-07-27,6:50:00,deep,3.606,NA,NA
2021-07-27T11:00:00Z,2021-07-27,7:00:00,deep,5.0484,7.77,29.22
2021-07-27T11:00:05Z,2021-07-27,NA,deep,NA,7.76,29.22
2021-07-27T11:00:10Z,2021-07-27,NA,deep,NA,7.75,29.22
2021-07-27T11:00:15Z,2021-07-27,NA,deep,NA,7.77,29.22
2021-07-27T11:00:20Z,2021-07-27,NA,deep,NA,7.78,29.24
2021-07-27T11:00:25Z,2021-07-27,NA,deep,NA,7.78,29.22
2021-07-27T11:00:30Z,2021-07-27,NA,deep,NA,7.77,29.24
2021-07-27T11:00:35Z,2021-07-27,NA,deep,NA,7.78,29.24
2021-07-27T11:00:40Z,2021-07-27,NA,deep,NA,7.77,29.22
2021-07-27T11:00:45Z,2021-07-27,NA,deep,NA,7.77,29.24
2021-07-27T11:00:50Z,2021-07-27,NA,deep,NA,7.79,29.24
2021-07-27T11:00:55Z,2021-07-27,NA,deep,NA,7.79,29.24
2021-07-27T11:10:00Z,2021-07-27,7:10:00,deep,6.9716,NA,NA
2021-07-27T11:20:00Z,2021-07-27,7:20:00,deep,8.6544,NA,NA
2021-07-27T11:30:00Z,2021-07-27,7:30:00,deep,10.5776,NA,NA
2021-07-27T11:40:00Z,2021-07-27,7:40:00,deep,12.9816,NA,NA
2021-07-27T11:50:00Z,2021-07-27,7:50:00,deep,15.8664,NA,NA
2021-07-27T12:00:00Z,2021-07-27,8:00:00,deep,18.7512,7.79,29.24
2021-07-27T12:00:05Z,2021-07-27,NA,deep,NA,7.81,29.24
2021-07-27T12:00:10Z,2021-07-27,NA,deep,NA,7.84,29.22
2021-07-27T12:00:15Z,2021-07-27,NA,deep,NA,7.82,29.22
2021-07-27T12:00:20Z,2021-07-27,NA,deep,NA,7.83,29.22
2021-07-27T12:00:25Z,2021-07-27,NA,deep,NA,7.83,29.22
2021-07-27T12:00:30Z,2021-07-27,NA,deep,NA,7.88,29.22
2021-07-27T12:00:35Z,2021-07-27,NA,deep,NA,7.82,29.22
2021-07-27T12:00:40Z,2021-07-27,NA,deep,NA,7.8,29.22
2021-07-27T12:00:45Z,2021-07-27,NA,deep,NA,7.88,29.22
2021-07-27T12:00:50Z,2021-07-27,NA,deep,NA,7.85,29.22
2021-07-27T12:00:55Z,2021-07-27,NA,deep,NA,7.89,29.22
2021-07-27T12:10:00Z,2021-07-27,8:10:00,deep,21.636,NA,NA
2021-07-27T12:20:00Z,2021-07-27,8:20:00,deep,24.5208,NA,NA
2021-07-27T12:30:00Z,2021-07-27,8:30:00,deep,26.9248,NA,NA
2021-07-27T12:40:00Z,2021-07-27,8:40:00,deep,30.2904,NA,NA
2021-07-27T12:50:00Z,2021-07-27,8:50:00,deep,32.9348,NA,NA
2021-07-27T13:00:00Z,2021-07-27,9:00:00,deep,35.5792,7.88,29.22
2021-07-27T13:00:05Z,2021-07-27,NA,deep,NA,7.85,29.22
2021-07-27T13:00:10Z,2021-07-27,NA,deep,NA,7.84,29.22
2021-07-27T13:00:15Z,2021-07-27,NA,deep,NA,7.84,29.22
2021-07-27T13:00:20Z,2021-07-27,NA,deep,NA,7.88,29.22
2021-07-27T13:00:25Z,2021-07-27,NA,deep,NA,7.86,29.22
2021-07-27T13:00:30Z,2021-07-27,NA,deep,NA,7.88,29.22
2021-07-27T13:00:35Z,2021-07-27,NA,deep,NA,7.89,29.22
2021-07-27T13:00:40Z,2021-07-27,NA,deep,NA,7.89,29.22
2021-07-27T13:00:45Z,2021-07-27,NA,deep,NA,7.92,29.22
2021-07-27T13:00:50Z,2021-07-27,NA,deep,NA,7.86,29.22
2021-07-27T13:00:55Z,2021-07-27,NA,deep,NA,7.9,29.22
2021-07-27T13:10:00Z,2021-07-27,9:10:00,deep,38.9448,NA,NA
2021-07-27T13:20:00Z,2021-07-27,9:20:00,deep,42.3104,NA,NA
2021-07-27T13:30:00Z,2021-07-27,9:30:00,deep,46.3972,NA,NA
2021-07-27T13:40:00Z,2021-07-27,9:40:00,deep,50.2436,NA,NA
2021-07-27T13:50:00Z,2021-07-27,9:50:00,deep,55.292,NA,NA
2021-07-27T14:00:00Z,2021-07-27,10:00:00,deep,59.3788,7.93,29.22
2021-07-27T14:00:05Z,2021-07-27,NA,deep,NA,7.9,29.22
2021-07-27T14:00:10Z,2021-07-27,NA,deep,NA,7.91,29.22
2021-07-27T14:00:15Z,2021-07-27,NA,deep,NA,7.91,29.22
2021-07-27T14:00:20Z,2021-07-27,NA,deep,NA,7.96,29.22
2021-07-27T14:00:25Z,2021-07-27,NA,deep,NA,7.92,29.22
2021-07-27T14:00:30Z,2021-07-27,NA,deep,NA,7.92,29.22
2021-07-27T14:00:35Z,2021-07-27,NA,deep,NA,7.96,29.22
2021-07-27T14:00:40Z,2021-07-27,NA,deep,NA,7.97,29.24
2021-07-27T14:00:45Z,2021-07-27,NA,deep,NA,7.93,29.22
