 ,Area,Mean,Min,Max,Angle,Length
1,3.982E-4,175.269,16.278,202.896,-89.004,0.428
2,2.401E-4,170.318,21.333,198.667,-90.000,0.257
3,3.835E-4,183.289,5.808,203.062,0.259,0.412
4,2.142E-4,178.046,130.262,210.012,-0.232,0.230
5,0.135,183.581,0.000,224.000,0.000,0.000
6,0.045,173.187,0.000,224.000,0.000,0.000
7,3.516E-4,170.068,1.079,201.102,-88.871,0.377
8,2.229E-4,157.264,0.333,202.667,-89.331,0.239
9,3.663E-4,176.009,108.000,206.000,0.000,0.393
10,1.935E-4,163.673,108.333,200.333,0.000,0.207
11,0.107,183.973,0.000,218.000,0.000,0.000
12,0.037,171.302,0.000,216.000,0.000,0.000
13,3.593E-4,171.875,1.402,204.333,-89.034,0.386
14,2.151E-4,172.734,149.081,194.449,-89.307,0.231
15,4.086E-4,175.371,142.709,198.000,0.364,0.439
16,2.350E-4,166.796,127.515,192.617,-0.423,0.252
17,0.128,174.452,0.000,214.000,0.000,0.000
18,0.048,162.981,0.000,207.000,0.000,0.000
19,3.801E-4,152.533,0.333,201.379,-89.086,0.408
20,2.237E-4,131.581,0.736,199.579,-89.778,0.240
21,3.663E-4,166.169,1.000,194.677,0.271,0.393
22,2.134E-4,161.175,0.377,196.463,0.932,0.229
23,0.126,175.736,0.000,210.000,0.000,0.000
24,0.041,163.878,0.000,210.000,0.000,0.000
25,3.576E-4,190.542,134.433,218.667,-88.752,0.384
26,1.995E-4,168.130,117.319,201.783,-88.008,0.214
27,4.310E-4,185.068,0.922,224.667,0.460,0.463
28,2.289E-4,178.625,4.364,209.333,0.868,0.245
29,0.126,189.501,0.000,231.000,0.000,0.000
30,0.041,177.214,0.000,229.000,0.000,0.000
