 ,Area,Mean,Min,Max,Angle,Length
1,4.352E-4,160.313,93.333,224.055,-89.171,0.459
2,2.818E-4,170.237,119.667,219.686,-89.268,0.297
3,4.424E-4,167.306,0.333,231.152,0.932,0.466
4,3.060E-4,170.300,0.667,225.482,1.011,0.322
5,0.162,155.919,0.000,235.000,0.000,0.000
6,0.074,159.104,0.000,235.000,0.000,0.000
7,4.855E-4,136.655,0.432,197.533,-89.576,0.512
8,2.997E-4,125.444,0.736,199.793,-90.172,0.315
9,4.209E-4,135.960,0.518,185.213,-0.122,0.443
10,2.872E-4,133.390,0.548,184.539,0.180,0.302
11,0.195,150.104,0.000,216.000,0.000,0.000
12,0.078,138.871,0.000,213.000,0.000,0.000
13,4.864E-4,147.539,0.027,193.772,-89.470,0.513
14,2.818E-4,133.736,0.333,186.000,-90.000,0.297
15,5.250E-4,153.011,0.790,197.394,-2.255,0.554
16,3.069E-4,163.583,1.093,194.195,-2.183,0.323
17,0.204,143.344,0.000,216.000,0.000,0.000
18,0.078,142.446,0.000,216.000,0.000,0.000
19,3.661E-4,141.289,1.107,194.355,-89.859,0.386
20,2.567E-4,136.315,0.000,183.333,-90.000,0.270
21,4.541E-4,142.632,1.879,200.921,0.340,0.478
22,3.033E-4,138.399,0.591,197.484,-0.850,0.319
23,0.129,139.695,0.000,213.000,0.000,0.000
24,0.068,138.145,0.000,213.000,0.000,0.000
25,4.137E-4,153.954,0.667,193.655,-92.241,0.436
26,2.540E-4,148.433,0.000,203.149,-93.247,0.268
27,4.684E-4,126.506,1.065,211.633,-2.643,0.493
28,2.719E-4,126.915,0.572,212.166,-0.759,0.286
29,0.181,147.205,0.000,221.000,0.000,0.000
30,0.064,148.817,0.000,221.000,0.000,0.000
