 ,Area,Mean,Min,Max,Angle,Length
1,4.967E-4,171.826,1.333,217.333,-87.722,0.524
2,3.021E-4,119.669,0.503,202.726,-87.444,0.318
3,4.438E-4,181.066,121.825,215.000,0.348,0.468
4,3.021E-4,165.948,1.748,201.024,0.853,0.318
5,0.180,186.989,0.000,229.000,0.000,0.000
6,0.074,164.623,0.000,224.000,0.000,0.000
7,4.967E-4,181.811,0.000,221.000,-87.722,0.524
8,2.734E-4,180.748,0.667,212.686,-88.869,0.288
9,4.420E-4,197.489,0.500,227.012,0.349,0.466
10,2.627E-4,174.988,0.034,217.667,0.392,0.276
11,0.182,200.009,0.000,239.000,0.000,0.000
12,0.059,176.181,0.000,220.000,0.000,0.000
13,4.321E-4,172.105,111.109,210.000,-91.310,0.456
14,2.725E-4,150.309,0.000,205.835,-90.567,0.287
15,3.792E-4,166.991,116.678,197.074,-0.950,0.400
16,2.340E-4,152.819,113.744,187.754,-0.441,0.246
17,0.129,177.770,0.000,214.000,0.000,0.000
18,0.056,162.471,0.000,208.000,0.000,0.000
19,4.877E-4,176.944,0.333,218.912,-89.578,0.514
20,3.174E-4,162.654,1.333,198.638,-89.838,0.334
21,4.178E-4,161.510,0.164,208.326,0.123,0.440
22,2.770E-4,129.976,0.000,186.976,0.186,0.292
23,0.205,184.347,0.000,230.000,0.000,0.000
24,0.081,158.167,0.000,216.000,0.000,0.000
25,4.348E-4,178.536,0.698,221.000,-90.118,0.458
26,2.636E-4,162.709,0.000,203.699,-90.196,0.277
27,4.429E-4,183.013,132.800,220.126,0.697,0.467
28,2.591E-4,177.219,2.366,201.296,0.796,0.273
29,0.172,188.479,0.000,239.000,0.000,0.000
30,0.055,167.452,0.000,217.000,0.000,0.000
