 ,Area,Mean,Min,Max,Angle,Length
1,4.243E-4,159.738,108.578,206.822,-93.213,0.452
2,2.469E-4,144.181,91.852,190.667,-92.658,0.263
3,4.129E-4,150.251,83.439,190.252,0.244,0.440
4,2.144E-4,128.665,1.292,172.465,1.650,0.228
5,0.140,167.697,0.000,227.000,0.000,0.000
6,0.046,149.922,0.000,227.000,0.000,0.000
7,4.472E-4,158.039,0.333,204.251,-90.677,0.476
8,2.803E-4,135.640,0.745,208.824,-90.901,0.298
9,3.497E-4,157.649,104.395,200.569,-0.433,0.372
10,2.442E-4,148.751,103.901,195.455,-0.207,0.260
11,0.155,169.881,0.000,234.000,0.000,0.000
12,0.068,152.401,0.000,213.000,0.000,0.000
13,3.953E-4,156.714,0.823,215.105,-89.872,0.421
14,2.557E-4,127.654,1.563,182.333,-90.988,0.272
15,4.059E-4,153.917,0.181,196.333,0.124,0.432
16,2.451E-4,139.639,0.333,194.333,0.000,0.261
17,0.145,175.310,0.000,235.000,0.000,0.000
18,0.054,156.201,0.000,235.000,0.000,0.000
19,4.402E-4,161.865,86.336,202.333,-90.115,0.469
20,2.486E-4,137.050,91.398,174.943,-90.203,0.264
21,4.138E-4,143.139,82.737,175.667,0.366,0.441
22,2.574E-4,134.110,84.968,177.784,0.196,0.274
23,0.144,162.085,0.000,231.000,0.000,0.000
24,0.058,143.248,0.000,231.000,0.000,0.000
25,3.795E-4,149.919,98.000,193.373,-91.196,0.404
26,2.319E-4,109.301,0.011,190.468,-91.307,0.247
27,3.901E-4,142.701,1.625,179.937,-0.388,0.415
28,2.618E-4,124.733,0.182,166.259,0.193,0.278
29,0.135,161.189,0.000,231.000,0.000,0.000
30,0.053,146.250,0.000,209.000,0.000,0.000
