 ,Area,Mean,Min,Max,Angle,Length
1,4.792E-4,176.415,1.233,231.547,-87.477,0.500
2,2.442E-4,126.920,0.805,224.313,-87.847,0.255
3,4.033E-4,202.788,118.837,231.970,0.651,0.421
4,2.176E-4,174.756,0.814,221.194,0.725,0.227
5,0.142,194.412,0.000,241.000,0.000,0.000
6,0.041,181.225,0.000,238.000,0.000,0.000
7,3.767E-4,147.623,0.000,195.633,-89.303,0.393
8,2.131E-4,135.674,0.000,184.333,-90.000,0.222
9,3.813E-4,158.457,0.333,213.333,-0.275,0.398
10,2.222E-4,140.225,0.000,207.333,0.000,0.231
11,0.127,176.926,0.000,236.000,0.000,0.000
12,0.045,157.182,0.000,222.000,0.000,0.000
13,4.197E-4,157.954,0.403,211.333,-87.999,0.438
14,2.478E-4,145.428,1.789,212.741,-89.363,0.258
15,3.338E-4,187.351,110.769,226.853,0.630,0.348
16,2.085E-4,169.953,100.664,215.338,1.766,0.217
17,0.121,188.295,0.000,240.000,0.000,0.000
18,0.042,165.897,0.000,235.000,0.000,0.000
19,5.413E-4,184.242,0.333,230.856,-87.477,0.565
20,2.752E-4,180.737,1.053,227.133,-87.709,0.287
21,3.987E-4,187.326,110.000,220.000,0.000,0.416
22,2.167E-4,186.646,126.333,216.661,0.243,0.226
23,0.169,195.534,0.000,241.000,0.000,0.000
24,0.051,169.106,0.000,240.000,0.000,0.000
25,3.941E-4,172.468,0.000,223.605,-90.666,0.411
26,2.378E-4,160.399,0.498,214.543,-89.779,0.248
27,3.548E-4,187.399,52.649,216.535,-1.776,0.370
28,2.140E-4,176.436,124.818,215.298,-1.475,0.223
29,0.131,191.323,0.000,233.000,0.000,0.000
30,0.043,174.836,0.000,233.000,0.000,0.000
