 ,Area,Mean,Min,Max,Angle,Length
1,3.884E-4,183.771,11.086,227.333,-86.760,0.406
2,2.480E-4,132.236,0.539,204.581,-87.887,0.259
3,4.523E-4,179.718,0.667,217.000,0.000,0.473
4,2.945E-4,167.925,1.000,204.685,0.534,0.307
5,0.146,194.557,0.000,235.000,0.000,0.000
6,0.062,173.820,0.000,224.000,0.000,0.000
7,3.939E-4,169.979,0.000,223.667,-89.202,0.412
8,2.398E-4,145.750,0.028,208.041,-89.563,0.250
9,3.921E-4,180.032,0.074,234.769,2.269,0.410
10,2.562E-4,160.584,0.262,207.019,0.818,0.267
11,0.134,191.802,0.000,238.000,0.000,0.000
12,0.055,162.461,0.000,233.000,0.000,0.000
13,3.319E-4,164.271,103.612,199.563,-88.895,0.347
14,2.626E-4,155.462,106.274,198.064,-89.202,0.274
15,4.395E-4,175.519,63.047,213.000,0.357,0.459
16,2.836E-4,156.944,0.333,203.000,0.739,0.296
17,0.133,174.775,0.000,228.000,0.000,0.000
18,0.063,152.417,0.000,219.000,0.000,0.000
19,2.854E-4,167.033,120.333,200.103,-87.064,0.298
20,2.343E-4,162.262,110.068,212.000,-87.763,0.245
21,4.805E-4,161.925,0.000,209.000,0.980,0.502
22,3.118E-4,144.437,0.667,196.333,1.512,0.326
23,0.122,171.015,0.000,214.000,0.000,0.000
24,0.063,152.693,0.000,214.000,0.000,0.000
25,3.301E-4,152.310,0.000,204.596,-88.255,0.345
26,2.444E-4,141.653,0.333,197.655,-88.713,0.255
27,4.286E-4,157.075,0.081,211.650,0.244,0.448
28,2.936E-4,145.394,1.140,199.922,2.141,0.307
29,0.123,174.684,0.000,223.000,0.000,0.000
30,0.058,153.319,0.000,221.000,0.000,0.000
