 ,Area,Mean,Min,Max,Angle,Length
1,4.510E-4,186.199,112.903,213.914,-92.573,0.448
2,2.154E-4,135.800,0.340,219.047,-92.970,0.213
3,4.651E-4,173.812,0.647,216.255,-0.125,0.462
4,2.932E-4,158.056,0.000,204.310,0.991,0.291
5,0.151,193.047,0.000,240.000,0.000,0.000
6,0.041,171.113,0.000,240.000,0.000,0.000
7,4.216E-4,179.265,0.290,220.349,-91.515,0.418
8,2.679E-4,158.493,0.333,215.333,-92.386,0.266
9,4.216E-4,176.577,0.346,217.758,-0.275,0.418
10,2.447E-4,152.777,0.333,204.667,0.000,0.242
11,0.141,187.800,0.000,229.000,0.000,0.000
12,0.048,164.717,0.000,224.000,0.000,0.000
13,4.459E-4,194.812,2.315,225.377,-90.260,0.442
14,2.447E-4,176.515,1.120,215.041,-91.426,0.242
15,4.661E-4,173.871,0.805,208.942,0.374,0.463
16,2.487E-4,160.346,0.725,205.667,-0.468,0.246
17,0.152,196.685,0.000,233.000,0.000,0.000
18,0.043,179.115,0.000,233.000,0.000,0.000
19,5.470E-4,166.628,0.667,215.012,-92.121,0.543
20,2.963E-4,139.385,0.333,212.689,-93.136,0.294
21,5.015E-4,159.132,0.333,207.859,1.504,0.498
22,2.700E-4,154.615,0.105,211.368,1.507,0.268
23,0.189,170.221,0.000,227.000,0.000,0.000
24,0.058,156.170,0.000,227.000,0.000,0.000
25,3.620E-4,174.211,0.528,217.190,-90.642,0.359
26,2.103E-4,150.466,0.333,216.333,-90.000,0.208
27,4.419E-4,180.859,0.049,219.786,-0.526,0.438
28,2.568E-4,157.598,1.121,210.536,0.906,0.254
29,0.126,190.568,0.000,232.000,0.000,0.000
30,0.042,171.038,0.000,231.000,0.000,0.000
