 ,Area,Mean,Min,Max,Angle,Length
1,4.736E-4,131.732,0.752,186.160,-91.250,0.488
2,2.945E-4,100.557,0.060,185.494,-90.732,0.303
3,2.673E-4,163.741,0.333,204.000,-1.009,0.275
4,2.185E-4,163.072,0.000,198.190,-0.988,0.225
5,0.115,154.769,0.000,226.000,0.000,0.000
6,0.052,145.313,0.000,226.000,0.000,0.000
7,3.826E-4,148.377,1.563,192.667,-90.563,0.394
8,3.160E-4,141.606,0.333,191.960,-90.341,0.325
9,4.014E-4,152.715,0.333,200.057,0.537,0.414
10,2.691E-4,137.439,0.667,200.562,0.601,0.277
11,0.126,153.182,0.000,234.000,0.000,0.000
12,0.065,139.970,0.000,214.000,0.000,0.000
13,3.986E-4,142.792,89.494,193.256,-89.595,0.411
14,2.457E-4,135.988,1.761,176.000,-88.903,0.253
15,2.795E-4,144.206,0.667,190.333,0.386,0.288
16,2.119E-4,134.450,0.719,191.391,0.255,0.218
17,0.100,152.927,0.000,220.000,0.000,0.000
18,0.046,135.636,0.000,220.000,0.000,0.000
19,4.323E-4,155.846,1.333,210.112,-88.132,0.446
20,2.513E-4,138.389,0.161,186.000,-88.713,0.259
21,3.592E-4,147.108,0.333,190.984,0.900,0.370
22,2.570E-4,135.026,0.013,184.000,1.049,0.264
23,0.128,159.762,0.000,221.000,0.000,0.000
24,0.054,139.717,0.000,221.000,0.000,0.000
25,4.464E-4,136.562,0.219,217.004,-89.156,0.460
26,2.945E-4,128.169,0.333,205.333,-90.000,0.303
27,3.142E-4,137.362,0.533,213.106,1.715,0.324
28,2.157E-4,124.004,1.087,229.210,2.001,0.222
29,0.116,154.832,0.000,247.000,0.000,0.000
30,0.054,136.553,0.000,247.000,0.000,0.000
