 ,Area,Mean,Min,Max,Angle,Length
1,3.523E-4,136.760,89.622,193.762,-86.502,0.379
2,1.817E-4,117.830,87.482,156.082,-88.371,0.195
3,3.274E-4,126.086,0.485,174.471,3.614,0.353
4,2.117E-4,114.418,0.333,167.691,1.397,0.228
5,0.104,141.028,0.000,216.000,0.000,0.000
6,0.037,123.241,0.000,195.000,0.000,0.000
7,2.923E-4,112.205,0.667,197.704,-89.663,0.315
8,1.791E-4,98.171,0.000,149.000,-90.000,0.193
9,2.726E-4,119.813,0.000,173.667,0.000,0.293
10,1.808E-4,116.717,0.000,170.333,0.000,0.194
11,0.072,131.659,0.000,227.000,0.000,0.000
12,0.031,116.143,0.000,205.000,0.000,0.000
13,3.248E-4,178.691,137.000,219.333,-90.000,0.350
14,1.860E-4,145.439,0.259,206.457,-90.531,0.200
15,3.257E-4,140.396,0.333,211.208,-0.151,0.351
16,1.808E-4,124.236,0.829,212.195,0.273,0.194
17,0.097,161.232,0.000,228.000,0.000,0.000
18,0.030,156.351,0.000,228.000,0.000,0.000
19,3.797E-4,143.964,1.333,190.686,-91.685,0.409
20,1.646E-4,123.615,0.333,191.333,-90.600,0.177
21,3.428E-4,140.138,0.017,231.333,-1.149,0.369
22,2.014E-4,132.574,0.000,183.852,-0.245,0.217
23,0.095,149.402,0.000,231.000,0.000,0.000
24,0.032,132.923,0.000,224.000,0.000,0.000
25,2.966E-4,141.397,0.000,194.614,-91.660,0.320
26,1.568E-4,123.204,0.333,187.945,-90.944,0.169
27,3.060E-4,134.849,0.667,192.356,0.322,0.330
28,1.963E-4,127.511,1.000,199.504,1.256,0.211
29,8.571E-7,121.000,121.000,121.000,0.000,0.000
30,0.033,136.186,0.000,211.000,0.000,0.000
