 ,Area,Mean,Min,Max,Angle,Length
1,3.982E-4,163.564,1.247,218.343,-89.311,0.407
2,2.702E-4,148.242,0.922,211.794,-89.797,0.276
3,3.237E-4,184.320,0.333,227.667,-0.509,0.330
4,2.206E-4,153.771,1.000,208.667,0.000,0.225
5,0.116,191.234,0.000,230.000,0.000,0.000
6,0.050,169.967,0.000,220.000,0.000,0.000
7,4.497E-4,180.357,0.333,226.000,-89.147,0.459
8,2.368E-4,157.042,0.767,207.281,-89.536,0.241
9,4.421E-4,196.380,1.333,221.667,-0.372,0.451
10,2.721E-4,188.521,2.667,212.580,-0.202,0.278
11,0.170,206.748,0.000,235.000,0.000,0.000
12,0.050,184.918,0.000,223.000,0.000,0.000
13,4.545E-4,178.629,0.333,216.000,-88.915,0.464
14,2.712E-4,159.550,0.333,214.333,-89.595,0.277
15,4.889E-4,194.092,116.000,215.667,0.000,0.499
16,2.912E-4,180.614,116.000,207.667,0.000,0.297
17,0.188,202.515,0.000,236.000,0.000,0.000
18,0.061,182.073,0.000,223.000,0.000,0.000
19,4.201E-4,164.287,0.333,218.000,-88.956,0.429
20,2.483E-4,168.698,0.387,202.995,-90.442,0.253
21,4.631E-4,183.687,0.333,215.000,-1.065,0.473
22,2.826E-4,160.848,0.667,202.333,0.000,0.288
23,0.158,197.088,0.000,227.000,0.000,0.000
24,0.057,178.909,0.000,214.000,0.000,0.000
25,4.001E-4,188.906,0.279,216.523,-89.726,0.408
26,2.559E-4,177.127,0.363,213.963,-89.356,0.261
27,4.574E-4,195.228,1.809,223.293,-0.719,0.467
28,2.654E-4,163.888,0.333,213.667,0.000,0.271
29,0.171,204.638,0.000,240.000,0.000,0.000
30,0.051,184.164,0.000,225.000,0.000,0.000
