 ,Area,Mean,Min,Max,Angle,Length
1,5.372E-4,177.009,118.826,210.394,-90.399,0.555
2,2.812E-4,168.075,4.667,216.667,-90.000,0.290
3,3.859E-4,182.574,0.000,217.233,-1.112,0.398
4,2.653E-4,176.864,0.000,209.589,0.607,0.274
5,0.165,184.686,0.000,236.000,0.000,0.000
6,0.063,172.803,0.000,236.000,0.000,0.000
7,4.503E-4,156.609,98.155,204.667,-89.643,0.465
8,2.934E-4,140.941,2.952,192.544,-90.366,0.303
9,4.195E-4,171.908,0.333,204.452,-0.512,0.433
10,2.859E-4,159.333,0.702,204.334,-0.564,0.295
11,0.163,174.815,0.000,219.000,0.000,0.000
12,0.070,154.488,0.000,215.000,0.000,0.000
13,4.186E-4,176.185,1.087,212.371,-89.231,0.432
14,2.859E-4,168.872,0.387,202.333,-89.436,0.295
15,3.504E-4,178.471,1.333,214.024,-0.460,0.362
16,2.345E-4,177.008,2.360,204.139,-0.458,0.242
17,0.122,184.398,0.000,225.000,0.000,0.000
18,0.058,171.481,0.000,217.000,0.000,0.000
19,3.961E-4,200.795,0.678,227.878,-86.745,0.409
20,2.280E-4,190.344,0.115,225.000,-88.114,0.235
21,3.616E-4,202.954,0.637,226.217,3.122,0.373
22,2.336E-4,198.572,0.333,228.333,0.000,0.241
23,0.115,202.807,0.000,246.000,0.000,0.000
24,0.044,190.261,0.000,240.000,0.000,0.000
25,4.288E-4,166.415,1.003,220.000,-89.500,0.443
26,2.887E-4,152.742,0.333,215.000,-89.070,0.298
27,3.251E-4,169.364,1.000,207.333,0.165,0.335
28,2.382E-4,167.239,1.667,206.643,0.226,0.246
29,0.125,181.403,0.000,228.000,0.000,0.000
30,0.057,168.857,0.000,221.000,0.000,0.000
