well,colony_id
A1,Standard_A
A2,Standard_A
A3,Standard_B
A4,Standard_B
A5,Standard_C
A6,Standard_C
A7,Standard_D
A8,Standard_D
A9,Standard_E
A10,Standard_E
A11,Standard_F
A12,Standard_F
B1,Standard_G
B2,Standard_G
B3,Standard_H
B4,Standard_H
B5,Standard_I
B6,Standard_I
B7,OFRA_PS_0CX4
B8,OFRA_PS_0CX4
B9,OFRA_PS_0CX5
B10,OFRA_PS_0CX5
B11,OFRA_PS_0GT1
B12,OFRA_PS_0GT1
C1,OFRA_PS_0GT3
C2,OFRA_PS_0GT3
C3,OFRA_PS_0GT5_P1
C4,OFRA_PS_0GT5_P1
C5,OFRA_PS_0GT5_P2
C6,OFRA_PS_0GT5_P2
C7,OFRA_PS_1GT37
C8,OFRA_PS_1GT37
C9,OFRA_PS_1GT42
C10,OFRA_PS_1GT42
C11,OFRA_PS_1GT43
C12,OFRA_PS_1GT43
D1,OFRA_PS_2CX10
D2,OFRA_PS_2CX10
D3,OFRA_PS_2CX12
D4,OFRA_PS_2CX12
D5,OFRA_PS_2CX13
D6,OFRA_PS_2CX13
D7,OFRA_PS_2CX8
D8,OFRA_PS_2CX8
D9,OFRA_PS_2GT10
D10,OFRA_PS_2GT10
D11,OFRA_PS_2GT3
D12,OFRA_PS_2GT3
E1,OFRA_PS_2GT31
E2,OFRA_PS_2GT31
E3,OFRA_PS_2GT38
E4,OFRA_PS_2GT38
E5,OFRA_PS_2GT41
E6,OFRA_PS_2GT41
E7,OFRA_PS_2GT7
E8,OFRA_PS_2GT7
E9,OFRA_PS_2HS11
E10,OFRA_PS_2HS11
E11,OFRA_PS_2HS17
E12,OFRA_PS_2HS17
F1,OFRA_PS_2HS27
F2,OFRA_PS_2HS27
F3,OFRA_PS_2HS9
F4,OFRA_PS_2HS9
F5,OFRA_PS_4CX12
F6,OFRA_PS_4CX12
F7,OFRA_PS_4HS13
F8,OFRA_PS_4HS13
F9,OFRA_PS_4HS15
F10,OFRA_PS_4HS15
F11,OFRA_PS_6CX18
F12,OFRA_PS_6CX18
G1,OFRA_PS_6EV18
G2,OFRA_PS_6EV18
G3,OFRA_PS_6GT17
G4,OFRA_PS_6GT17
G5,OFRA_PS_8CX24
G6,OFRA_PS_8CX24
G7,OFRA_PS_8HS23
G8,OFRA_PS_8HS23
G9,OFRA_PS_8HS24
G10,OFRA_PS_8HS24
G11,OFRA_PS_9CX5
G12,OFRA_PS_9CX5
H1,OFRA_PS_9CX6
H2,OFRA_PS_9CX6
H3,OFRA_PS_9GT30
H4,OFRA_PS_9GT30
H5,OFRA_PS_9GT47
H6,OFRA_PS_9GT47
H7,OFAV_SP_DEV35
H8,OFAV_SP_DEV35
H9,NA
H10,NA
H11,NA
H12,NA
