well,colony_id
A1,Standard_A
A2,Standard_A
A3,Standard_B
A4,Standard_B
A5,Standard_C
A6,Standard_C
A7,Standard_D
A8,Standard_D
A9,Standard_E
A10,Standard_E
A11,Standard_F
A12,Standard_F
B1,Standard_G
B2,Standard_G
B3,Standard_H
B4,Standard_H
B5,Standard_I
B6,Standard_I
B7,OFAV_SP_0AZ24
B8,OFAV_SP_0AZ24
B9,OFAV_SP_0AZ4
B10,OFAV_SP_0AZ4
B11,OFAV_SP_0EV3_P1
B12,OFAV_SP_0EV3_P1
C1,OFAV_SP_0EV3_P2
C2,OFAV_SP_0EV3_P2
C3,OFAV_SP_2AZ21_P1
C4,OFAV_SP_2AZ21_P1
C5,OFAV_SP_2AZ21_P2
C6,OFAV_SP_2AZ21_P2
C7,OFAV_SP_2AZ7_P1
C8,OFAV_SP_2AZ7_P1
C9,OFAV_SP_2AZ7_P2
C10,OFAV_SP_2AZ7_P2
C11,OFAV_SP_2AZ7_P3
C12,OFAV_SP_2AZ7_P3
D1,OFAV_SP_2AZ7_P4
D2,OFAV_SP_2AZ7_P4
D3,OFAV_SP_2JQ31_P1
D4,OFAV_SP_2JQ31_P1
D5,OFAV_SP_2JQ31_P2
D6,OFAV_SP_2JQ31_P2
D7,OFAV_SP_2JQ8
D8,OFAV_SP_2JQ8
D9,OFAV_SP_3EV30_P2
D10,OFAV_SP_3EV30_P2
D11,OFAV_SP_3EV30_P3
D12,OFAV_SP_3EV30_P3
E1,OFAV_SP_3JQ1_P1
E2,OFAV_SP_3JQ1_P1
E3,OFAV_SP_3JQ1_P2
E4,OFAV_SP_3JQ1_P2
E5,OFAV_SP_3JQ1_P3
E6,OFAV_SP_3JQ1_P3
E7,OFAV_SP_3JQ1_P4
E8,OFAV_SP_3JQ1_P4
E9,OFAV_SP_3JQ10
E10,OFAV_SP_3JQ10
E11,OFAV_SP_4DW11
E12,OFAV_SP_4DW11
F1,OFAV_SP_6JQ16
F2,OFAV_SP_6JQ16
F3,OFAV_SP_8EV24
F4,OFAV_SP_8EV24
F5,OFAV_SP_9EV2
F6,OFAV_SP_9EV2
F7,NA
F8,NA
F9,OFAV_SP_EV
F10,OFAV_SP_EV
F11,NA
F12,NA
G1,NA
G2,NA
G3,NA
G4,NA
G5,NA
G6,NA
G7,NA
G8,NA
G9,NA
G10,NA
G11,NA
G12,NA
H1,NA
H2,NA
H3,NA
H4,NA
H5,NA
H6,NA
H7,NA
H8,NA
H9,NA
H10,NA
H11,NA
H12,NA
