 ,Area,Mean,Min,Max,Angle,Length
1,4.090E-4,117.412,0.973,188.343,-92.648,0.376
2,3.124E-4,96.380,0.308,194.379,-92.819,0.287
3,5.092E-4,122.998,0.405,177.401,0.399,0.468
4,3.595E-4,122.124,0.000,172.999,1.319,0.330
5,0.129,123.661,0.000,197.000,0.000,0.000
6,0.078,119.517,0.000,197.000,0.000,0.000
7,4.196E-4,137.462,0.052,191.395,-92.097,0.386
8,3.065E-4,123.343,0.000,182.040,-92.211,0.281
9,4.279E-4,139.018,2.934,188.249,0.158,0.393
10,3.088E-4,145.344,2.521,188.759,0.659,0.283
11,0.121,144.331,0.000,203.000,0.000,0.000
12,0.052,139.411,0.000,203.000,0.000,0.000
13,4.314E-4,153.767,0.226,223.000,-90.628,0.396
14,2.900E-4,136.651,0.211,212.095,-91.169,0.266
15,4.409E-4,152.219,1.333,215.196,-1.229,0.405
16,2.935E-4,170.165,0.016,214.333,-0.924,0.269
17,0.139,158.976,0.000,226.000,0.000,0.000
18,0.053,161.557,0.000,226.000,0.000,0.000
19,4.149E-4,168.443,0.333,204.564,-90.979,0.381
20,2.829E-4,125.331,0.333,200.869,-91.438,0.260
21,4.126E-4,169.234,0.179,212.515,-0.821,0.379
22,2.947E-4,173.265,0.402,209.353,-0.690,0.270
23,0.117,173.094,0.000,215.000,0.000,0.000
24,0.053,166.047,0.000,215.000,0.000,0.000
25,4.020E-4,158.430,0.741,199.996,-92.021,0.369
26,2.829E-4,156.315,0.036,200.300,-90.479,0.259
27,4.703E-4,173.983,0.698,209.975,-1.583,0.432
28,3.218E-4,172.488,2.284,211.529,-1.264,0.295
29,0.121,166.214,0.000,213.000,0.000,0.000
30,0.062,164.389,0.000,213.000,0.000,0.000
