 ,Area,Mean,Min,Max,Angle,Length
1,4.870E-4,163.859,3.638,201.333,-88.379,0.508
2,3.008E-4,143.719,96.000,193.667,-88.248,0.313
3,3.925E-4,154.753,0.568,193.659,2.682,0.409
4,2.430E-4,156.792,108.061,196.970,2.603,0.253
5,0.153,168.008,0.000,229.000,0.000,0.000
6,0.057,150.640,0.000,214.000,0.000,0.000
7,3.934E-4,170.458,3.788,219.667,-91.606,0.410
8,2.779E-4,161.634,86.369,213.472,-90.949,0.289
9,3.677E-4,168.543,1.500,213.370,-0.859,0.383
10,2.449E-4,162.707,1.406,196.000,-1.077,0.255
11,0.122,168.250,0.000,229.000,0.000,0.000
12,0.054,153.803,0.000,222.000,0.000,0.000
13,3.567E-4,146.554,0.608,191.837,-87.197,0.372
14,2.531E-4,148.208,0.333,184.989,-88.126,0.263
15,3.567E-4,152.464,2.948,201.000,-1.034,0.372
16,2.430E-4,148.215,1.311,193.008,-0.434,0.253
17,0.113,155.271,0.000,223.000,0.000,0.000
18,0.048,141.032,0.000,209.000,0.000,0.000
19,3.769E-4,150.453,0.333,189.667,-88.882,0.393
20,2.549E-4,148.108,0.333,193.000,-90.000,0.265
21,2.925E-4,167.507,0.667,202.544,0.180,0.305
22,2.036E-4,141.620,0.333,198.667,0.259,0.212
23,0.098,161.562,0.000,229.000,0.000,0.000
24,0.042,150.568,0.000,212.000,0.000,0.000
25,3.522E-4,161.577,107.965,192.817,-91.795,0.367
26,2.366E-4,154.577,108.610,196.476,-92.228,0.246
27,3.054E-4,131.906,0.629,164.129,0.345,0.318
28,2.146E-4,124.459,1.333,179.079,-0.246,0.223
29,0.091,156.002,0.000,221.000,0.000,0.000
30,0.039,143.968,0.000,206.000,0.000,0.000
