 ,Area,Mean,Min,Max,Angle,Length
1,4.646E-4,134.364,0.506,195.002,-90.548,0.440
2,2.395E-4,164.452,10.039,208.829,-90.533,0.226
3,3.426E-4,145.283,1.190,191.515,0.558,0.324
4,2.207E-4,141.015,1.290,191.458,0.289,0.209
5,0.108,154.493,0.000,217.000,0.000,0.000
6,0.036,146.657,0.000,217.000,0.000,0.000
7,4.158E-4,146.256,0.667,190.966,-90.306,0.394
8,2.406E-4,125.091,0.333,189.000,-90.000,0.227
9,2.872E-4,142.075,0.333,193.054,-1.332,0.272
10,1.830E-4,143.897,1.386,207.268,-0.699,0.173
11,0.082,152.061,0.000,217.000,0.000,0.000
12,0.030,143.513,0.000,217.000,0.000,0.000
13,4.957E-4,147.872,29.561,199.294,-89.358,0.470
14,2.606E-4,124.210,0.333,194.815,-90.245,0.246
15,3.194E-4,135.326,0.813,198.688,4.000,0.302
16,2.040E-4,122.894,1.011,188.792,3.752,0.193
17,0.106,156.917,0.000,223.000,0.000,0.000
18,0.043,142.734,0.000,223.000,0.000,0.000
19,4.779E-4,156.210,0.062,208.783,-87.337,0.453
20,3.027E-4,121.073,0.392,203.235,-88.315,0.287
21,3.437E-4,171.807,0.000,216.773,-0.185,0.325
22,2.140E-4,148.789,0.333,208.545,2.088,0.202
23,0.123,164.287,0.000,225.000,0.000,0.000
24,0.040,154.136,0.000,225.000,0.000,0.000
25,5.611E-4,141.660,0.033,189.584,-91.134,0.532
26,3.005E-4,134.685,0.011,195.235,-92.333,0.285
27,2.972E-4,125.128,0.439,187.820,1.502,0.281
28,2.218E-4,116.391,0.333,155.956,0.864,0.210
29,0.124,150.289,0.000,215.000,0.000,0.000
30,0.047,137.201,0.000,209.000,0.000,0.000
