 ,Area,Mean,Min,Max,Angle,Length
1,3.240E-4,120.114,17.078,159.333,-88.621,0.348
2,2.229E-4,110.051,1.000,150.398,-89.331,0.239
3,3.396E-4,114.651,0.129,157.248,1.753,0.365
4,2.428E-4,111.497,0.667,167.950,2.250,0.260
5,0.093,128.649,0.000,197.000,0.000,0.000
6,0.047,120.570,0.000,195.000,0.000,0.000
7,3.042E-4,118.638,0.100,176.470,-89.510,0.326
8,2.186E-4,99.463,0.333,147.667,-89.545,0.234
9,3.258E-4,132.100,1.333,186.000,0.000,0.350
10,2.376E-4,123.550,1.000,177.729,0.209,0.255
11,0.090,150.348,0.000,210.000,0.000,0.000
12,0.042,131.846,0.000,201.000,0.000,0.000
13,3.491E-4,142.840,0.403,183.904,-90.711,0.375
14,2.264E-4,116.305,0.000,174.000,-90.878,0.243
15,3.111E-4,128.882,0.667,173.736,0.638,0.334
16,2.273E-4,126.070,1.000,168.333,0.000,0.244
17,0.099,145.514,0.000,195.000,0.000,0.000
18,0.043,127.289,0.000,195.000,0.000,0.000
19,3.491E-4,134.620,0.333,190.667,-88.152,0.375
20,2.368E-4,134.958,0.598,190.667,-89.580,0.254
21,2.981E-4,129.981,0.333,188.667,2.829,0.320
22,2.160E-4,123.509,0.333,183.141,1.840,0.232
23,0.090,150.133,0.000,201.000,0.000,0.000
24,0.045,127.281,0.000,192.000,0.000,0.000
25,3.361E-4,133.715,0.072,188.388,-88.229,0.361
26,2.074E-4,111.981,0.000,151.918,-88.322,0.222
27,3.465E-4,138.823,3.383,188.247,1.718,0.372
28,2.489E-4,118.349,1.913,163.967,0.998,0.267
29,0.101,154.913,0.000,210.000,0.000,0.000
30,0.046,131.813,0.000,200.000,0.000,0.000
