 ,Area,Mean,Min,Max,Angle,Length
1,4.340E-4,175.646,18.465,229.870,-86.279,0.462
2,2.504E-4,183.868,125.577,226.752,-86.977,0.267
3,4.296E-4,183.042,0.667,232.934,4.822,0.457
4,2.267E-4,194.203,0.533,231.262,5.134,0.241
5,0.179,174.746,0.000,240.000,0.000,0.000
6,0.051,178.618,0.000,237.000,0.000,0.000
7,3.910E-4,183.520,0.324,229.000,-88.839,0.416
8,2.223E-4,177.611,0.185,232.751,-89.545,0.236
9,4.208E-4,177.370,107.999,227.142,0.360,0.448
10,2.363E-4,196.972,118.463,231.000,-0.214,0.251
11,0.142,182.121,0.000,241.000,0.000,0.000
12,0.047,181.037,0.000,240.000,0.000,0.000
13,4.665E-4,173.639,0.458,242.415,-86.323,0.497
14,2.600E-4,147.591,0.000,233.766,-87.477,0.277
15,4.964E-4,194.029,1.333,238.433,0.610,0.529
16,2.750E-4,196.530,2.038,241.077,0.735,0.292
17,0.210,178.334,0.000,249.000,0.000,0.000
18,0.065,182.874,0.000,249.000,0.000,0.000
19,3.910E-4,174.361,0.387,230.707,-89.097,0.416
20,2.416E-4,181.124,0.333,228.039,-89.791,0.257
21,4.331E-4,164.532,0.444,229.333,0.932,0.461
22,2.600E-4,170.727,0.333,229.898,0.971,0.277
23,0.147,176.258,0.000,240.000,0.000,0.000
24,0.053,179.539,0.000,235.000,0.000,0.000
25,3.418E-4,172.928,91.168,223.021,-90.295,0.364
26,2.205E-4,186.401,126.424,224.213,-90.229,0.234
27,3.822E-4,182.519,0.000,231.333,0.000,0.407
28,2.293E-4,174.140,0.356,233.064,-0.220,0.244
29,0.120,181.642,0.000,239.000,0.000,0.000
30,0.044,174.073,0.000,239.000,0.000,0.000
