 ,Area,Mean,Min,Max,Angle,Length
1,5.283E-4,161.131,3.659,206.528,-89.345,0.526
2,3.455E-4,145.914,97.333,206.000,-90.000,0.344
3,3.867E-4,152.134,0.003,203.667,1.044,0.385
4,2.802E-4,143.067,2.201,209.048,1.236,0.279
5,0.181,175.110,0.000,225.000,0.000,0.000
6,0.074,159.475,0.000,221.000,0.000,0.000
7,5.072E-4,152.368,0.000,210.333,-89.091,0.505
8,2.913E-4,144.257,0.333,210.333,-90.000,0.290
9,4.600E-4,162.141,1.079,200.333,0.251,0.458
10,2.712E-4,150.688,0.690,203.370,-0.213,0.270
11,0.181,167.761,0.000,223.000,0.000,0.000
12,0.050,161.237,0.000,223.000,0.000,0.000
13,5.634E-4,152.243,79.286,194.542,-91.023,0.561
14,3.304E-4,140.288,0.333,187.315,-91.048,0.329
15,4.339E-4,145.355,0.449,202.870,-0.532,0.432
16,2.892E-4,143.860,0.858,209.863,-0.200,0.288
17,0.194,161.579,0.000,222.000,0.000,0.000
18,0.068,151.357,0.000,212.000,0.000,0.000
19,5.012E-4,165.100,105.667,211.000,-90.000,0.499
20,2.501E-4,175.864,115.556,214.667,-91.155,0.249
21,3.626E-4,150.909,0.333,212.517,-0.318,0.361
22,2.250E-4,143.788,0.333,210.303,0.771,0.224
23,0.154,164.560,0.000,223.000,0.000,0.000
24,0.044,167.350,0.000,223.000,0.000,0.000
25,4.268E-4,142.054,2.000,206.000,-90.000,0.425
26,2.872E-4,129.465,55.501,190.667,-90.804,0.286
27,4.469E-4,140.565,0.333,182.185,1.290,0.445
28,2.802E-4,135.629,2.499,193.264,1.854,0.279
29,0.150,154.844,0.000,212.000,0.000,0.000
30,0.065,146.657,0.000,212.000,0.000,0.000
