 ,Area,Mean,Min,Max,Angle,Length
1,4.465E-4,179.972,129.234,227.753,-87.533,0.444
2,2.303E-4,157.956,101.583,209.631,-87.478,0.228
3,5.415E-4,170.718,0.000,222.355,1.071,0.538
4,2.940E-4,145.242,0.333,220.333,0.000,0.291
5,0.163,181.052,0.000,235.000,0.000,0.000
6,0.054,169.172,0.000,233.000,0.000,0.000
7,4.556E-4,161.660,0.000,218.000,-90.255,0.452
8,2.738E-4,155.601,0.000,213.459,-89.363,0.271
9,4.425E-4,167.918,0.333,215.051,-0.787,0.439
10,2.728E-4,166.404,0.782,219.037,-0.639,0.270
11,0.160,177.876,0.000,248.000,0.000,0.000
12,0.054,165.921,0.000,248.000,0.000,0.000
13,4.506E-4,178.237,103.405,223.098,-86.263,0.447
14,1.849E-4,160.458,0.890,214.919,-86.541,0.183
15,3.980E-4,176.997,118.995,216.260,0.875,0.395
16,2.101E-4,140.958,0.580,195.159,1.937,0.208
17,0.159,176.976,0.000,233.000,0.000,0.000
18,0.040,168.441,0.000,227.000,0.000,0.000
19,3.950E-4,181.949,109.444,217.567,-88.091,0.392
20,1.798E-4,156.664,2.994,217.333,-88.705,0.178
21,4.213E-4,187.526,121.558,232.010,1.652,0.418
22,2.303E-4,175.246,96.606,224.894,0.757,0.228
23,0.158,181.072,0.000,239.000,0.000,0.000
24,0.041,172.470,0.000,237.000,0.000,0.000
25,4.849E-4,169.868,0.154,232.784,-88.326,0.482
26,1.808E-4,143.152,0.165,222.333,-88.069,0.179
27,3.576E-4,167.076,109.104,232.550,2.271,0.355
28,2.263E-4,154.122,0.499,227.703,1.541,0.224
29,0.159,182.775,0.000,242.000,0.000,0.000
30,0.036,163.833,0.000,240.000,0.000,0.000
