"","colony_id","Sym_AFDW_mg.cm2","Host_AFDW_mg.cm2"
"90","OFAV_SP_2JQ8",12.6190398686731,5.12648494664846
"91","OFAV_SP_3EV30_P1",6.95178484117778,1.36929095356532
"92","OFAV_SP_3EV30_P2",NA,NA
"93","OFAV_SP_3EV30_P3",4.05013351121328,2.33661548723843
"94","OFAV_SP_3JQ1_P1",NA,NA
"95","OFAV_SP_3JQ1_P2",NA,NA
"96","OFAV_SP_3JQ1_P3",5.64539238977359,4.2954072530886
"97","OFAV_SP_3JQ1_P4",3.14682249779228,7.73593864040601
"98","OFAV_SP_3JQ10",8.09669475100556,1.88457550238922
"99","OFAV_SP_4DW11",2.81394389459375,2.96204620483553
"100","OFAV_SP_4EV15",37.0699828417459,8.83644939832314
"101","OFAV_SP_6JQ16",10.6986754959377,0.133733443699221
"102","OFAV_SP_8EV24",6.09951456298836,2.63041565528873
"103","OFAV_SP_9EV2",6.9898753896215,3.63473520260318
"104","OFAV_SP_DEV35",5.45809954745698,2.04678733029637
"105","OFAV_SP_EV",48.1204665973481,42.8572905632631
"106","OFAV_SS_0AZ4",9.80564334012735,5.12567720052111
"107","OFAV_SS_0DW46",4.8499763817936,4.40906943799418
"108","OFAV_SS_0EV3",7.70411635613234,4.53183315066609
"109","OFAV_SS_1AZ5",10.2213445994916,4.29296473178645
"110","OFAV_SS_2AZ2",7.85576470549788,4.62476470565601
"111","OFAV_SS_2AZ21",12.257610993826,5.64495243136721
"112","OFAV_SS_2AZ7_P1",11.1888945750929,5.52784672459945
"113","OFAV_SS_2AZ7_P2",12.3219146102741,9.82819379629008
"114","OFAV_SS_2DW40",6.69124797398854,5.45482171792544
"115","OFAV_SS_2DW44",7.04192307647167,4.86721153814954
"116","OFAV_SS_2EV10",2.48586266596901,5.9039238316764
"117","OFAV_SS_2EV3",6.01421867630508,5.65622946938216
"118","OFAV_SS_2EV30",5.75616238367518,7.99466997732664
"119","OFAV_SS_2EV34",13.8274560844217,7.56189004616809
"120","OFAV_SS_2EV36",9.51391454929653,6.7830687064429
"121","OFAV_SS_2EV44",4.02289890376608,5.78291717416374
"122","OFAV_SS_2EV6",6.40378378372378,4.94837837833201
"123","OFAV_SS_2JQ31",7.86063884561956,3.52572771752054
"124","OFAV_SS_2JQ6",13.5523355578161,6.98150619645071
"125","OFAV_SS_2JQ8",13.6227678566428,4.31387648793689
"126","OFAV_SS_3EV30",6.61843575387398,10.6797486028421
"127","OFAV_SS_3JQ1_P1",8.552143991711,4.2760719958555
"128","OFAV_SS_3JQ1_P2",5.67101648352583,2.40401785714682
"129","OFAV_SS_4DW11",6.01741893076513,5.044012927259
"130","OFAV_SS_4DW14",11.3751422486433,4.00236486526339
"131","OFAV_SS_4EV14",2.82359550545784,4.58834269636899
"132","OFAV_SS_4EV15",5.43306170003025,5.8509895231095
"133","OFAV_SS_4JQ12",5.972999424814,2.8986614855715
"134","OFAV_SS_6JQ16",9.05631854990833,7.97349785372364
"135","OFAV_SS_8EV24",8.61450182589975,NA
"136","OFAV_SS_9AZ10",2.7737839282388,2.38183619924853
"137","OFAV_SS_9AZ7",18.0426451592765,7.35949999917858
"138","OFAV_SS_9AZ81_P1",19.5184466015628,15.1616504851425
"139","OFAV_SS_9DW37_P1",8.47879763786294,8.47879763786294
"140","OFAV_SS_9DW37_P2",11.1435626099672,5.12857142845083
"141","OFAV_SS_9EV2_P1",3.73818011254055,7.32060272039191
"142","OFAV_SS_9EV41",11.484787471477,7.30850111821262
"143","OFAV_SS_9JQ5",11.7207762565165,5.40958904146915
"144","OFRA_PP_0CX4",2.58913911053348,3.94255273649416
"145","OFRA_PP_0CX5",9.13703610790799,4.1746802906821
"146","OFRA_PP_0GT1",5.57187201507155,2.5073424067822
"147","OFRA_PP_0GT5",7.7431372551044,1.58382352945317
"148","OFRA_PP_1GT37_P1",3.53285094069808,3.16484563437537
"149","OFRA_PP_1GT37_P2",3.14312587070996,4.04979679495322
"150","OFRA_PP_1GT42_P2",3.23270142184053,3.63678909957059
"151","OFRA_PP_2CX12_P1",4.80374665491822,5.10398082085061
"152","OFRA_PP_2CX12_P2",6.95797901729051,3.73669243521157
"153","OFRA_PP_2GT10",3.17413016762895,2.77736389667533
"154","OFRA_PP_2GT3_P1",5.5049803405401,6.0784157926797
"155","OFRA_PP_2GT3_P2",7.82608462784146,5.51383235143375
"156","OFRA_PP_2GT38",5.05907859096643,3.87335704620867
"157","OFRA_PP_2GT41_P1",4.54209245764858,1.74695863755715
"158","OFRA_PP_2GT41_P2",2.90826500481663,2.37253197761357
"159","OFRA_PP_2GT7_P1",3.08066361552539,2.92663043474912
"160","OFRA_PP_2GT7_P2",5.91139571331646,4.01130423403617
"161","OFRA_PP_2HS11",6.43402597449808,3.07714285736865
"162","OFRA_PP_2HS17_P1",5.87066402423975,3.44901511424086
"163","OFRA_PP_2HS17_P2",6.29890339477558,3.48689295067934
"164","OFRA_PP_2HS27",1.46897703553477,2.51824634663103
"165","OFRA_PP_2HS9_P1",3.6702006815614,1.8351003407807
"166","OFRA_PP_2HS9_P2",2.34066829669285,1.82864710679129
"167","OFRA_PP_4CX12",14.3990217402964,3.16076086982117
"168","OFRA_PP_4HS15",1.14125777457142,1.28391499639285
"169","OFRA_PP_6EV18",5.83107742245954,4.4461965346254
"170","OFRA_PP_6GT17",2.63832021009147,3.95748031513721
"171","OFRA_PP_8CX24",4.11410064766734,1.8513452914503
"172","OFRA_PP_8HS21",6.63214892440585,2.22977420734335
"173","OFRA_PP_8HS23",3.816141732229,3.02111220468129
"174","OFRA_PP_8HS24",3.72449567706384,5.77296829944895
"175","OFRA_PP_9CX5_P1",5.04085726317079,2.52042863158539
"176","OFRA_PP_9CX5_P2",2.8961604829665,2.0017579808739
"177","OFRA_PP_9GT30_P1",3.61571172801292,1.9886414504071
"178","OFRA_PP_9GT30_P2",2.63816557269792,2.63816557269792
"179","OFRA_PS_0CX4",-134.241453188799,-77.8600428495036
"180","OFRA_PS_0CX5",14.5941304359644,7.40437500059959
"181","OFRA_PS_0GT1",5.37551379864447,6.48223722777716
"182","OFRA_PS_0GT3",NA,NA
"183","OFRA_PS_0GT5_P1",4.81218463396241,2.68371835355596
"184","OFRA_PS_0GT5_P2",9.2469696957321,4.36662457854016
"185","OFRA_PS_1GT37",9.45807365514115,4.25613314481352
"186","OFRA_PS_1GT42",6.70687907380075,5.58906589483396
"187","OFRA_PS_1GT43",8.24974747513913,3.64892676785
"188","OFRA_PS_2CX10",4.73952221313508,4.73952221313508
"189","OFRA_PS_2CX12",4.19743346035056,5.73649239581243
"190","OFRA_PS_2CX13",6.45078124942652,3.22539062471326
"191","OFRA_PS_2CX8",6.64691415348696,3.76075406052552
"192","OFRA_PS_2GT10",4.99271523222894,6.06258278199228
"193","OFRA_PS_2GT3",5.76200626950578,5.94206896542783
"194","OFRA_PS_2GT31",NA,NA
"195","OFRA_PS_2GT38",6.77686350413319,3.19294530483198
"196","OFRA_PS_2GT41",4.50156739822025,6.41473354246386
"197","OFRA_PS_2GT7",5.40958904146915,6.01065449052128
"198","OFRA_PS_2HS11",6.91896627280009,4.32435392050005
"199","OFRA_PS_2HS17",4.27032070004211,4.35928571462632
"200","OFRA_PS_2HS27",6.11173104407802,4.58379828305852
"201","OFRA_PS_2HS9",5.62238979148333,3.27972737836528
"202","OFRA_PS_4CX12",10.4290920451724,4.12117346946328
"203","OFRA_PS_4HS13",3.53717210466843,7.57965451000379
"204","OFRA_PS_4HS15",6.31952347146852,5.74502133769865
"205","OFRA_PS_6CX18",4.55789215724927,2.27894607862464
"206","OFRA_PS_6EV18",6.32485393232275,6.72015730309292
"207","OFRA_PS_6GT17",5.76172839553425,4.65370370408536
"208","OFRA_PS_8CX24",3.96751507009833,5.77093101105212
"209","OFRA_PS_8HS23",6.44794058133744,4.41174881880982
"210","OFRA_PS_8HS24",5.02797660069131,5.48506538257234
"211","OFRA_PS_9CX5",3.05717761541982,3.82147201927478
"212","OFRA_PS_9CX6",6.4842753928644,4.73352103679101
"213","OFRA_PS_9GT30",0.637278106500257,2.62877218931356
"214","OFRA_PS_9GT47",3.05531914883606,6.33978723383482
"215","PRACTICE_55SS1T_",NA,NA
"216","PRACTICE_Green_Encrusting_Pavona_",NA,NA
"217","PRACTICE_Pagoda_Cup_",NA,NA
"218","PRACTICE_Tangerine_Leoptoseris_",NA,NA
"219","OFAV_PP_0HS4",NA,NA
"220","OFAV_PP_2HS12",NA,NA
"221","OFRA_PS_2GT37",NA,NA
"222","OFRA_PS_OGT3",NA,NA
