 ,Area,Mean,Min,Max,Angle,Length
1,5.237E-4,161.584,74.300,202.329,-88.140,0.553
2,2.940E-4,152.002,7.558,189.459,-90.175,0.310
3,4.790E-4,153.574,0.333,198.469,1.392,0.506
4,2.636E-4,128.065,0.000,184.364,0.585,0.278
5,0.215,166.579,0.000,224.000,0.000,0.000
6,0.065,145.709,0.000,216.000,0.000,0.000
7,4.361E-4,150.868,0.139,197.139,-87.766,0.461
8,2.422E-4,135.316,0.333,197.000,-87.879,0.255
9,4.558E-4,156.090,0.682,204.453,1.800,0.481
10,2.735E-4,132.337,0.614,190.304,2.066,0.289
11,0.167,166.275,0.000,213.000,0.000,0.000
12,0.055,144.869,0.000,206.000,0.000,0.000
13,4.459E-4,140.377,0.731,175.869,-89.655,0.471
14,2.323E-4,112.714,0.333,149.667,-90.000,0.245
15,4.048E-4,155.498,0.735,190.667,0.634,0.427
16,2.145E-4,135.247,0.333,183.262,0.479,0.226
17,0.179,161.085,0.000,202.000,0.000,0.000
18,0.038,138.488,0.000,197.000,0.000,0.000
19,3.905E-4,141.572,0.356,186.011,-85.662,0.412
20,2.189E-4,102.558,0.422,166.396,-87.419,0.231
21,4.173E-4,155.175,0.480,188.637,2.335,0.441
22,2.493E-4,139.824,0.210,194.229,2.266,0.263
23,0.156,163.627,0.000,204.000,0.000,0.000
24,0.042,143.743,0.000,202.000,0.000,0.000
25,4.558E-4,131.767,0.337,169.223,-86.733,0.481
26,2.618E-4,124.966,0.333,162.224,-86.864,0.276
27,3.869E-4,141.219,1.120,168.732,3.187,0.408
28,2.368E-4,117.230,1.068,153.777,2.819,0.250
29,0.157,148.416,0.000,189.000,0.000,0.000
30,0.053,131.047,0.000,183.000,0.000,0.000
