 ,Area,Mean,Min,Max,Angle,Length
1,4.257E-4,156.719,7.290,204.817,-90.437,0.409
2,3.134E-4,141.454,1.563,182.002,-90.793,0.300
3,4.333E-4,144.554,0.333,185.983,-0.573,0.416
4,3.047E-4,141.575,0.018,187.967,0.408,0.292
5,0.134,164.456,0.000,231.000,0.000,0.000
6,0.074,150.210,0.000,231.000,0.000,0.000
7,4.679E-4,149.105,0.667,207.139,-91.591,0.449
8,2.939E-4,110.491,0.108,196.407,-91.057,0.282
9,4.538E-4,141.834,0.667,221.809,-2.596,0.436
10,2.809E-4,119.432,0.054,177.369,-1.548,0.269
11,0.151,155.061,0.000,233.000,0.000,0.000
12,0.063,134.653,0.000,233.000,0.000,0.000
13,3.987E-4,151.396,0.616,209.786,-90.311,0.383
14,2.993E-4,142.609,1.208,214.870,-90.830,0.287
15,4.549E-4,151.012,4.817,192.426,-1.228,0.437
16,3.177E-4,129.131,0.354,184.311,-0.391,0.305
17,0.139,164.121,0.000,232.000,0.000,0.000
18,0.067,145.026,0.000,232.000,0.000,0.000
19,4.290E-4,143.877,0.357,227.232,-89.711,0.412
20,2.939E-4,110.224,0.333,192.667,-90.000,0.282
21,3.912E-4,161.041,0.333,206.791,-0.794,0.375
22,2.755E-4,139.443,0.333,193.000,0.000,0.264
23,0.118,167.499,0.000,240.000,0.000,0.000
24,0.057,150.591,0.000,227.000,0.000,0.000
25,4.571E-4,134.912,0.333,182.834,-87.558,0.439
26,3.026E-4,119.456,0.437,182.074,-88.563,0.290
27,3.188E-4,127.928,0.685,171.313,1.559,0.306
28,2.453E-4,127.242,0.000,204.083,1.521,0.235
29,0.102,143.830,0.000,218.000,0.000,0.000
30,0.053,129.393,0.000,218.000,0.000,0.000
