"","Sample_ID","MEASUREMENT","value","Depth","Act_Depth","Species","Colony_Number","Site"
"470","55OFR3T","A",0.1758,55,52,"OFRA",3,"Turrumote"
"471","55OFR3T","CW",0.2564,55,52,"OFRA",3,"Turrumote"
"472","55OFR3T","W",0.4296,55,52,"OFRA",3,"Turrumote"
"473","55OFR3T","CH",0.2896,55,52,"OFRA",3,"Turrumote"
"474","55OFR3T","CA",0.0598,55,52,"OFRA",3,"Turrumote"
"475","55OFR4ML","A",0.1544,55,60,"OFRA",4,"Media Luna"
"476","55OFR4ML","CW",0.2666,55,60,"OFRA",4,"Media Luna"
"477","55OFR4ML","W",0.4168,55,60,"OFRA",4,"Media Luna"
"478","55OFR4ML","CH",0.2788,55,60,"OFRA",4,"Media Luna"
"479","55OFR4ML","CA",0.0572,55,60,"OFRA",4,"Media Luna"
"480","55OFR4ML","H",0.4768,55,60,"OFRA",4,"Media Luna"
"481","55OFR4T","A",0.173,55,54,"OFRA",4,"Turrumote"
"482","55OFR4T","CW",0.2996,55,54,"OFRA",4,"Turrumote"
"483","55OFR4T","H",0.4466,55,54,"OFRA",4,"Turrumote"
"484","55OFR4T","CA",0.0674,55,54,"OFRA",4,"Turrumote"
"485","55OFR4T","CH",0.2834,55,54,"OFRA",4,"Turrumote"
"486","55OFR4T","W",0.4828,55,54,"OFRA",4,"Turrumote"
"487","55OFR5ML","CH",0.2972,55,64,"OFRA",5,"Media Luna"
"488","55OFR5ML","A",0.1802,55,64,"OFRA",5,"Media Luna"
"489","55OFR5ML","CA",0.063,55,64,"OFRA",5,"Media Luna"
"490","55OFR5ML","H",0.4846,55,64,"OFRA",5,"Media Luna"
"491","55OFR5ML","CW",0.278,55,64,"OFRA",5,"Media Luna"
"492","55OFR5ML","W",0.4584,55,64,"OFRA",5,"Media Luna"
"493","55OFR5T","CH",0.2616,55,55,"OFRA",5,"Turrumote"
"494","55OFR5T","CA",0.0538,55,55,"OFRA",5,"Turrumote"
"495","55OFR5T","H",0.4334,55,55,"OFRA",5,"Turrumote"
"496","55OFR5T","A",0.1606,55,55,"OFRA",5,"Turrumote"
"497","55OFR5T","CW",0.2718,55,55,"OFRA",5,"Turrumote"
"498","55OFR5T","W",0.444,55,55,"OFRA",5,"Turrumote"
